序号,剧本,出,曲牌,是否前腔,曲牌序号,色彩,色彩全字,色彩类型
118,紫钗记,第二十出,金珑璁,否,178,金,金珑璁,金珑璁,曲牌
118,紫钗记,第二十出,金珑璁,否,178,绿,绿影暗,绿影暗移鸳甃,正文
119,紫钗记,第二十出,惜分飞,否,179,金,绪拖金缕 ,春愁无绪拖金缕,正文
119,紫钗记,第二十出,惜分飞,否,179,翠,波凝翠盼,望极波凝翠盼,正文
119,紫钗记,第二十出,惜分飞,否,179,金,马泥金字 ,花边立马泥金字,正文
120,紫钗记,第二十出,傍妆台,否,180,青,青春正,青春正幽,正文
0,紫钗记,第二十出,傍妆台,是,181
121,紫钗记,第二十出,傍妆台,是,182,紫,阑住紫骅骝,怕有个做 媒人阑住紫骅骝,正文
122,紫钗记,第二十出,傍妆台,是,183,红, 小红楼 ,占住了 小红楼,正文
123,紫钗记,第二十出,尾声,否,184,金, 泥金喜,泥金喜,正文
123,紫钗记,第二十出,尾声,否,184,红,鸾封红耀手,印押的 鸾封红耀手,正文
124,紫钗记,第二十一出,天下乐,否,185,紫,春光紫禁烟,玉署春光紫禁烟,正文
124,紫钗记,第二十一出,天下乐,否,185,青,青云有,青云有路透朝元,正文
124,紫钗记,第二十一出,天下乐,否,185,黄,日色黄图外,三天日色黄图外,正文
124,紫钗记,第二十一出,天下乐,否,185,绿,云光绿字前,四海云光绿字前,正文
125,紫钗记,第二十一出,卜算子,否,186,紫,香生紫陌喧,姓字香生紫陌喧,正文
0,紫钗记,第二十一出,滴溜子,否,187
0,紫钗记,第二十一出,滴溜子,是,188
126,紫钗记,第二十一出,尾声,否,189,紫,紫陌万,紫陌万人生喜色,下场诗
126,紫钗记,第二十一出,尾声,否,189,青,青云已,青云已是酬恩处,下场诗
127,紫钗记,第二十二出,一落索,否,190,青,带照青春 ,锦袍玉带照青春,正文
0,紫钗记,第二十二出,风帖儿,否,191
0,紫钗记,第二十二出,风帖儿,是,192
128,紫钗记,第二十三出,喜迁莺,否,193,金,文章金马门,盖世文章金马门,正文
128,紫钗记,第二十三出,喜迁莺,否,193,红,红妆向,红妆向晚,正文
129,紫钗记,第二十三出,二郎神,否,194,金,熏彻金猊烬,熏彻金猊烬冷,正文
130,紫钗记,第二十三出,二郎神,是,195,翠,袖儿翠腻,别时呵衫 袖儿翠腻,正文
130,紫钗记,第二十三出,二郎神,是,195,翠,光展翠眉相,逗 风光展翠眉相领,正文
0,紫钗记,第二十三出,玩仙灯,否,196
131,紫钗记,第二十三出,喜迁莺,否,197,金,奉泥金之报,阙奉泥金之报,正文
131,紫钗记,第二十三出,喜迁莺,否,197,绿,宫里绿 ,袍香宫里绿,正文
131,紫钗记,第二十三出,喜迁莺,否,197,红,状元红 ,春色状元红,正文
0,紫钗记,第二十三出,画眉序,否,198
132,紫钗记,第二十三出,画眉序,是,199,金, 雀金屏 ,曾中 雀金屏,正文
0,紫钗记,第二十三出,画眉序,是,200
133,紫钗记,第二十三出,画眉序,是,201,金,报知金马客,报知金马客,正文
133,紫钗记,第二十三出,画眉序,是,201,翠,翠翘花,翠翘花胜,正文
133,紫钗记,第二十三出,画眉序,是,201,红,日边红杏 ,春风燕日边红杏,正文
0,紫钗记,第二十三出,滴溜子,否,202
134,紫钗记,第二十三出,鲍老催,否,203,绿,绿 衣,绿 衣郎近得红妆敬,正文
134,紫钗记,第二十三出,鲍老催,否,203,红,近得红妆敬,绿 衣郎近得红妆敬,正文
0,紫钗记,第二十三出,双声子,否,204
135,紫钗记,第二十三出,尾声,否,205,朱,朱衣头,朱衣头踏引春骢,下场诗
135,紫钗记,第二十三出,尾声,否,205,金,屏开金孔雀,果称屏开金孔雀,下场诗
135,紫钗记,第二十三出,尾声,否,205,绿,得 绿暗红,则怕少不得 绿暗红稀出凤城,正文
135,紫钗记,第二十三出,尾声,否,205,红,绿暗红稀出,则怕少不得 绿暗红稀出凤城,正文
0,紫钗记,第二十四出,步步娇,否,206
136,紫钗记,第二十四出,谒金门,否,207,金,谒金门,谒金门,曲牌
136,紫钗记,第二十四出,谒金门,否,207,红,窗前红袖滴,小玉窗前红袖滴,正文
137,紫钗记,第二十四出,醉扶归,否,208,金,摆亚金泥蝶,乱 花风摆亚金泥蝶,正文
138,紫钗记,第二十四出,醉扶归,是,209,翠,的 翠波斜,昨宵 灯儿下 打贴的 翠波斜,正文
139,紫钗记,第二十四出,女冠子,否,210,红,镜台红泪雨,镜台红泪雨,正文
0,紫钗记,第二十四出,古女冠子,否,211
0,紫钗记,第二十四出,古女冠子,是,212
140,紫钗记,第二十四出,古女冠子,是,213,乌,桂树乌 ,子母空啼桂树乌,正文
0,紫钗记,第二十四出,古女冠子,是,214
0,紫钗记,第二十四出,一撮棹,否,215
141,紫钗记,第二十四出,哭相思尾,否,216,绿,绿窗娇,绿窗娇女隐愁眉,下场诗
142,紫钗记,第二十五出,金珑璁,否,217,金,金珑璁,金珑璁,曲牌
142,紫钗记,第二十五出,金珑璁,否,217,紫,看 紫骝开,看 紫骝开道路,正文
0,紫钗记,第二十五出,好事近,否,218
0,紫钗记,第二十五出,北点绛唇,否,219
0,紫钗记,第二十五出,北寄生草,否,220
0,紫钗记,第二十五出,北寄生草,是,221
143,紫钗记,第二十五出,北寄生草,是,222,红,颊垂红缕 ,慢颊垂红缕,正文
143,紫钗记,第二十五出,北寄生草,是,222,红,溅湿红销雾,珠盘溅湿红销雾,正文
144,紫钗记,第二十五出,北寄生草,是,223,翠,颦 翠怯舒,长颦 翠怯舒,正文
144,紫钗记,第二十五出,北寄生草,是,223,金, 千金一刻,便 千金一刻待何如,正文
145,紫钗记,第二十五出,北寄生草,是,224,绿,寒凝绿 ,则怕 芙蓉帐额寒凝绿,正文
0,紫钗记,第二十五出,北寄生草,是,225
0,紫钗记,第二十五出,解三酲,否,226
0,紫钗记,第二十五出,解三酲,是,227
0,紫钗记,第二十五出,解三酲,是,228
146,紫钗记,第二十五出,解三酲,是,229,朱,来 朱颜认,问归来 朱颜认否,正文
147,紫钗记,第二十五出,解三酲,是,230,红粉,你 红粉楼中,你 红粉楼中一念奴,正文
147,紫钗记,第二十五出,解三酲,是,230,翠,的 翠销封,省可的 翠销封泪,正文
148,紫钗记,第二十五出,解三酲,是,231,翠,轻眉翠,看了你 晕轻眉翠,正文
148,紫钗记,第二十五出,解三酲,是,231,朱,冷唇朱,香冷唇朱,正文
149,紫钗记,第二十五出,生查子,否,232,红,还在红亭僝,到日午还在红亭僝僽也,正文
149,紫钗记,第二十五出,生查子,否,232,红,妇愁红玉 ,思妇愁红玉,正文
0,紫钗记,第二十五出,鹧鸪天,否,233
150,紫钗记,第二十六出,金钱花,否,234,金,金钱花,金钱花,曲牌
150,紫钗记,第二十六出,金钱花,否,234,黄,古月黄云 ,轮台古月黄云,正文
150,紫钗记,第二十六出,金钱花,否,234,黄,黄云,轮台古月黄云,正文
150,紫钗记,第二十六出,金钱花,否,234,红,一点红幡,一点红幡,正文
151,紫钗记,第二十六出,满庭芳,否,235,绿,为问绿窗红,为问绿窗红泪,正文
151,紫钗记,第二十六出,满庭芳,否,235,红,绿窗红泪 ,为问绿窗红泪,正文
151,紫钗记,第二十六出,满庭芳,否,235,青,绾定青衫留,绾定青衫留不得,正文
152,紫钗记,第二十六出,朝元歌,否,236,绿,绿水随,绿水随流轸,正文
152,紫钗记,第二十六出,朝元歌,否,236,黑,黑队奔,黑队奔蛇,正文
153,紫钗记,第二十六出,朝元歌,是,237,翠,阳台翠粉 ,阳台翠粉,正文
153,紫钗记,第二十六出,朝元歌,是,237,粉,台翠粉 ,阳台翠粉,正文
153,紫钗记,第二十六出,朝元歌,是,237,绿,首：绿杨着,咱口占一首：绿杨着水草如烟,正文
153,紫钗记,第二十六出,朝元歌,是,237,白,倚剑白云天,何人倚剑白云天,正文
0,紫钗记,第二十六出,朝元歌,是,238
154,紫钗记,第二十六出,朝元歌,是,239,紫,心期紫阁山,心期紫阁山中月,下场诗
154,紫钗记,第二十六出,朝元歌,是,239,黄,身过黄堆峰,身过黄堆峰上云,下场诗
155,紫钗记,第二十七出,月儿高,否,240,绿,池塘绿皱,池塘绿皱,正文
156,紫钗记,第二十七出,卜算子,否,241,黄,蘸花黄帖 ,懒蘸花黄帖,正文
157,紫钗记,第二十七出,销金帐,否,242,金,销金帐,销金帐,曲牌
157,紫钗记,第二十七出,销金帐,否,242,金,短金钗斜,短金钗斜鬓溜,正文
157,紫钗记,第二十七出,销金帐,否,242,翠,翠浅红,翠浅红深,正文
157,紫钗记,第二十七出,销金帐,否,242,红,翠浅红深,翠浅红深,正文
158,紫钗记,第二十七出,销金帐,是,243,翠,翠湿了,翠湿了 啼痕袖,正文
0,紫钗记,第二十七出,销金帐,是,244
159,紫钗记,第二十七出,销金帐,是,245,青,半枝青梅,书窗外半枝青梅,正文
159,紫钗记,第二十七出,销金帐,是,245,绿, 绿窗尘,绿窗尘覆,正文
160,紫钗记,第二十七出,销金帐,是,246,金,袜刬金钗溜,袜刬金钗溜,正文
160,紫钗记,第二十七出,销金帐,是,246,青,捻 青梅做,走也捻 青梅做嗅,正文
0,紫钗记,第二十七出,销金帐,是,247
161,紫钗记,第二十七出,风入松,否,248,青,青衫上,青衫上阁泪偷流,正文
161,紫钗记,第二十七出,风入松,否,248,金, 万金书 ,待写 万金书,正文
161,紫钗记,第二十七出,风入松,否,248,金, 千金体免,嘱付你 千金体免离忧,正文
162,紫钗记,第二十七出,风入松,是,249,蓝,看 蓝桥遇,看 蓝桥遇仙是有,正文
162,紫钗记,第二十七出,风入松,是,249,白,平白地显,平白地显风流,正文
163,紫钗记,第二十七出,风入松,是,250,金,寻常金币不,寻常金币不着你 求,正文
164,紫钗记,第二十七出,风入松,是,251,青, 付青雀 ,付青雀 传言他即溜,正文
165,紫钗记,第二十七出,尾声,否,252,朱,向朱门领,向朱门领取闲愁,正文
166,紫钗记,第二十八出,点绛唇,否,253,白,风卷白芦,塞外阴风卷白芦,正文
166,紫钗记,第二十八出,点绛唇,否,253,金,金衣瑟,金衣瑟瑟气豪粗,正文
166,紫钗记,第二十八出,点绛唇,否,253,赤,直透赤滨河,片片雪花吹铁甲；直透赤滨河北,正文
167,紫钗记,第二十八出,水底鱼,否,254,白, 白雁黄,白雁黄花,正文
167,紫钗记,第二十八出,水底鱼,否,254,黄,白雁黄花,白雁黄花,正文
167,紫钗记,第二十八出,水底鱼,否,254,黑,尘飞黑海涯,尘飞黑海涯,正文
167,紫钗记,第二十八出,水底鱼,否,254,黑,伙着黑神鸦,伙着黑神鸦,正文
0,紫钗记,第二十八出,清江引,否,255
0,紫钗记,第二十八出,清江引,是,256
168,紫钗记,第二十九出,一枝花,否,257,翠,旗翻翠葆,牙旗翻翠葆,正文
168,紫钗记,第二十九出,一枝花,否,257,金,辕门金甲偃,辕门金甲偃,正文
169,紫钗记,第二十九出,临江仙,否,258,紫,紫塞夜,紫塞夜摇风角,正文
170,紫钗记,第二十九出,满江红,否,259,红,满江红,满江红,曲牌
170,紫钗记,第二十九出,满江红,否,259,青,青丝鞚,青丝鞚,正文
170,紫钗记,第二十九出,满江红,否,259,红,岭上红幡绕,戍楼岭上红幡绕,正文
170,紫钗记,第二十九出,满江红,否,259,青,青青草,青青草,正文
170,紫钗记,第二十九出,满江红,否,259,青,青青草 ,青青草,正文
0,紫钗记,第二十九出,梁州序,否,260
171,紫钗记,第二十九出,梁州序,是,261,绿,绿鬓朱,绿鬓朱颜荣耀,正文
171,紫钗记,第二十九出,梁州序,是,261,朱,绿鬓朱颜荣,绿鬓朱颜荣耀,正文
171,紫钗记,第二十九出,梁州序,是,261,金,金汤生,金汤生 气象,正文
172,紫钗记,第二十九出,梁州序,是,262,金,金字旗,金字旗龙蛇云绕,正文
172,紫钗记,第二十九出,梁州序,是,262,白,李白吓蛮,李白吓蛮之计也,正文
173,紫钗记,第二十九出,梁州序,是,263,金,来附金貂 ,染宫袍来附金貂,正文
174,紫钗记,第二十九出,节节高,否,264,金, 金花贴,金花贴鼓腰,正文
174,紫钗记,第二十九出,节节高,否,264,红,红牙歌,红牙歌板齐来到,正文
175,紫钗记,第二十九出,节节高,是,265,红,红氍队,红氍队里华灯照,正文
176,紫钗记,第二十九出,尾声,否,266,乌,城上乌惊探,城上乌惊探马来,正文
177,紫钗记,第三十出,粉蝶儿,否,267,粉,粉蝶儿,粉蝶儿,曲牌
177,紫钗记,第三十出,粉蝶儿,否,267,粉,回回粉面大,（大河西回回粉面大鼻胡须上,括号
177,紫钗记,第三十出,粉蝶儿,否,267,青,回回青面大,小河西回回青面大鼻胡须上,括号
0,紫钗记,第三十出,新水令,否,268
178,紫钗记,第三十出,一枝花,否,269,黑,番将黑脸领,（吐番将黑脸领众上,括号
178,紫钗记,第三十出,一枝花,否,269,白,当风白兰路,当风白兰路,正文
178,紫钗记,第三十出,一枝花,否,269,兰,风白兰路 ,当风白兰路,正文
178,紫钗记,第三十出,一枝花,否,269,黄,避暑黄杨渡,避暑黄杨渡,正文
178,紫钗记,第三十出,一枝花,否,269,红,阵脚红旗布,阵脚红旗布,正文
178,紫钗记,第三十出,一枝花,否,269,金,剑弹金缕 ,剑弹金缕,正文
179,紫钗记,第三十出,端正好,否,270,黄,日头黄,旗面 日头黄,正文
179,紫钗记,第三十出,端正好,否,270,绿,云头绿,马首 云头绿,正文
179,紫钗记,第三十出,端正好,否,270,黄,札定黄花谷,绕 札定黄花谷,正文
180,紫钗记,第三十出,滚绣球,否,271,青,时节青疏疏,甚时节青疏疏 柳上丝,正文
180,紫钗记,第三十出,滚绣球,否,271,赤,赤溜出,赤溜出律的 决口兔,正文
180,紫钗记,第三十出,滚绣球,否,271,黑,了 黑林郎,咭叭喇 喝番了 黑林郎雕虎,正文
181,紫钗记,第三十出,倘秀才,否,272,碧绿,儿香碧绿 ,酝就了 打辣酥儿香碧绿,正文
182,紫钗记,第三十出,倘秀才,否,273,红,瓜瓤红子乌,东瓜大的 小西瓜瓤红子乌,正文
182,紫钗记,第三十出,倘秀才,否,273,乌,红子乌,东瓜大的 小西瓜瓤红子乌,正文
0,紫钗记,第三十出,尾声,否,274
0,紫钗记,第三十一出,西地锦,否,275
0,紫钗记,第三十一出,一落索,否,276
183,紫钗记,第三十一出,番卜算,否,277,金,雅歌金管按,雅歌金管按投壶,正文
0,紫钗记,第三十一出,惜奴娇,否,278
0,紫钗记,第三十一出,惜奴娇,是,279
184,紫钗记,第三十一出,斗宝蟾,否,280,绿,头新绿 ,鸭头新绿,正文
185,紫钗记,第三十一出,斗宝蟾,是,281,青,半轮青破,等 半轮青破,正文
185,紫钗记,第三十一出,斗宝蟾,是,281,紫,镇 紫瓤浮,镇 紫瓤浮动,正文
185,紫钗记,第三十一出,斗宝蟾,是,281,红,玉绽红,迸玉绽红,正文
0,紫钗记,第三十一出,锦衣香,否,282
0,紫钗记,第三十一出,浆水令,否,283
0,紫钗记,第三十一出,尾声,否,284
0,紫钗记,第三十二出,夜行船,否,285
186,紫钗记,第三十二出,薄幸,否,286,朱,画棨朱门桥,见画棨朱门桥外,正文
187,紫钗记,第三十二出,锣鼓令,否,287,金,的千金赋 ,怎知的千金赋 今人不买,正文
188,紫钗记,第三十二出,锣鼓令,是,288,白,立在白玉阶,曾 如站立在白玉阶,正文
0,紫钗记,第三十二出,余文,否,289
189,紫钗记,第三十三出,念奴娇序,否,290,银,泛滟银河影,泛滟银河影,正文
190,紫钗记,第三十三出,临江仙,否,291,金,金风玉,金风玉露翠华摇,正文
190,紫钗记,第三十三出,临江仙,否,291,翠,玉露翠华摇,金风玉露翠华摇,正文
190,紫钗记,第三十三出,临江仙,否,291,翠,鲛泣翠,暂停鲛泣翠,正文
191,紫钗记,第三十三出,似娘儿,否,292,红,女啼红迸,听 机中织女啼红迸,正文
191,紫钗记,第三十三出,似娘儿,否,292,乌,乌飞凉,乌飞凉夜,正文
192,紫钗记,第三十三出,绕地游,否,293,红,烛闪红妆靓,烛闪红妆靓,正文
192,紫钗记,第三十三出,绕地游,否,293,乌,乌鹊桥,乌鹊桥成上界通,正文
193,紫钗记,第三十三出,念奴娇,否,294,黄,院宇黄昏,院宇黄昏,正文
194,紫钗记,第三十三出,念奴娇,是,295,翠,机丝翠花寒,机丝翠花寒凝,正文
195,紫钗记,第三十三出,念奴娇,是,296,银,缥缈银鸾,那些 缥缈银鸾,正文
195,紫钗记,第三十三出,念奴娇,是,296,乌,参差乌鹊,参差乌鹊,正文
195,紫钗记,第三十三出,念奴娇,是,296,翠,低处翠桥成,断虹低处翠桥成,正文
0,紫钗记,第三十三出,念奴娇,是,297
196,紫钗记,第三十三出,古轮台,否,298,银,秋光银烛画,秋光银烛画围屏,正文
196,紫钗记,第三十三出,古轮台,否,298,金,钿合金钗 ,钿合金钗,正文
0,紫钗记,第三十三出,古轮台,是,299
197,紫钗记,第三十三出,意不尽,否,300,乌,明朝乌鹊到,明朝乌鹊到 人间境,正文
197,紫钗记,第三十三出,意不尽,否,300,青,说向青楼薄,试说向青楼薄幸,正文
197,紫钗记,第三十三出,意不尽,否,300,青,影伫青鸾 ,九微灯影伫青鸾,下场诗
198,紫钗记,第三十四出,北点绛唇,否,301,兰,佐发兰州,一声参佐发兰州,正文
198,紫钗记,第三十四出,北点绛唇,否,301,绿,云映绿油 ,万火屯云映绿油,正文
198,紫钗记,第三十四出,北点绛唇,否,301,紫, 紫塞飞,紫塞飞霜,正文
199,紫钗记,第三十四出,金珑璁,否,302,金,金珑璁,金珑璁,曲牌
0,紫钗记,第三十四出,一江风,否,303
0,紫钗记,第三十四出,一江风,是,304
200,紫钗记,第三十四出,一江风,是,305,黄,道昏黄相,不道昏黄相,正文
200,紫钗记,第三十四出,一江风,是,305,白,人 白发三,照愁人 白发三千丈,正文
201,紫钗记,第三十四出,一江风,是,306,丹青,画笔丹青听用,秋鸿取画笔丹青听用,正文
201,紫钗记,第三十四出,一江风,是,306,粉,中开粉本 ,王会图中开粉本,正文
201,紫钗记,第三十四出,一江风,是,306,丹青,里寄丹青,阳关曲里寄丹青,正文
0,紫钗记,第三十四出,三仙桥,否,307
0,紫钗记,第三十四出,三仙桥,是,308
0,紫钗记,第三十四出,三仙桥,是,309
202,紫钗记,第三十四出,尾声,否,310,乌,乌鹊南,乌鹊南飞终是喜,正文
202,紫钗记,第三十四出,尾声,否,310,白,沙映白描 ,俺这里卷不去的 雪月霜沙映白描,正文
203,紫钗记,第三十五出,宝鼎儿,否,311,紫,关河紫逻 ,万里关河紫逻,正文
203,紫钗记,第三十五出,宝鼎儿,否,311,金,将军金印出,请征西大将军金印出来,正文
204,紫钗记,第三十五出,啄木儿,否,312,赤,心虽赤,心虽赤,正文
205,紫钗记,第三十五出,啄木儿,是,313,银,坐挽银河 ,洗兵风坐挽银河,正文
205,紫钗记,第三十五出,啄木儿,是,313,金,将军金印,俺所佩平西大将军金印,正文
206,紫钗记,第三十五出,三段子,否,314,黄, 黄金斗,黄金斗大,正文
206,紫钗记,第三十五出,三段子,否,314,金, 黄金斗大,黄金斗大,正文
206,紫钗记,第三十五出,三段子,否,314,朱,朱 司,朱 司农用不 着那横文打,正文
0,紫钗记,第三十五出,三段子,是,315
207,紫钗记,第三十五出,归朝欢,否,316,黄,黄宣去,黄宣去把团营押,正文
0,紫钗记,第三十六出,菊花新,否,317
208,紫钗记,第三十六出,河满子,否,318,粉,房坠粉 ,露冷莲房坠粉,正文
0,紫钗记,第三十六出,桂枝香,否,319
0,紫钗记,第三十六出,桂枝香,是,320
209,紫钗记,第三十六出,赚,否,321,朱,报与朱门人,报与朱门人自喜,正文
209,紫钗记,第三十六出,赚,否,321,黄,黄花酌,黄花酌酒相劳你,正文
210,紫钗记,第三十六出,金索挂梧桐,否,322,金,金索挂,金索挂梧桐,曲牌
210,紫钗记,第三十六出,金索挂梧桐,否,322,丹青,手自丹青也 ,原来十郎手自丹青也,正文
210,紫钗记,第三十六出,金索挂梧桐,否,322,翠,层波翠,折尽层波翠,正文
210,紫钗记,第三十六出,金索挂梧桐,否,322,红,知 红妆夜,你只知 红妆夜宴军中美,正文
0,紫钗记,第三十六出,金索挂梧桐,是,323
211,紫钗记,第三十六出,梧桐花,否,324,金,今 金谷田,如今 金谷田园谁料理,正文
212,紫钗记,第三十六出,梧桐花,是,325,黄,的、黄昏泪,勾引的、黄昏泪,正文
213,紫钗记,第三十六出,意不尽,否,326,红粉,画屏红粉渍氤,画屏红粉渍氤氲,下场诗
214,紫钗记,第三十七出,番卜算,否,327,朱,止十朱轮 ,一家何止十朱轮,正文
215,紫钗记,第三十七出,神仗儿,否,328,金,日万金家报,前日万金家报,正文
215,紫钗记,第三十七出,神仗儿,否,328,银,锭花银赏他,取一锭花银赏他,正文
0,紫钗记,第三十七出,琐寒窗,否,329
0,紫钗记,第三十七出,琐寒窗,是,330
0,紫钗记,第三十七出,琐寒窗,是,331
0,紫钗记,第三十七出,琐寒窗,是,332
0,紫钗记,第三十七出,尾声,否,333
216,紫钗记,第三十八出,薄幸,否,334,翠, 翠馆云,翠馆云闲,正文
216,紫钗记,第三十八出,薄幸,否,334,金,梧桐金井 ,梦不断梧桐金井,正文
217,紫钗记,第三十八出,西江月,否,335,翠,终日翠减香,终日翠减香消,正文
217,紫钗记,第三十八出,西江月,否,335,青,自想青楼时,俺因自想青楼时节,正文
218,紫钗记,第三十八出,罗江怨,否,336,翠,香消翠讹 ,香消翠讹,正文
0,紫钗记,第三十八出,香遍满,否,337
0,紫钗记,第三十八出,香遍满,是,338
0,紫钗记,第三十八出,尾声,否,339
219,紫钗记,第三十九出,望远行,否,340,黄,数点黄花,倚 秋窗数点黄花,正文
220,紫钗记,第三十九出,好事近,否,341,红,落尽红衣池,落尽红衣池面,正文
220,紫钗记,第三十九出,好事近,否,341,黄,怕到黄昏独,怕到黄昏独倚门,正文
0,紫钗记,第三十九出,眼儿媚,否,342
221,紫钗记,第三十九出,红衲袄,否,343,红,红衲袄,红衲袄,曲牌
221,紫钗记,第三十九出,红衲袄,否,343,金,侯 金印挂,莫不是定西番把洛阳侯 金印挂,正文
0,紫钗记,第三十九出,红衲袄,是,344
222,紫钗记,第三十九出,红衲袄,是,345,青,超 青鬓华,莫不是玉门关拘的俊班超 青鬓华,正文
222,紫钗记,第三十九出,红衲袄,是,345,红,卿 红泪洒,莫不是望乡台站的个老苏卿 红泪洒,正文
223,紫钗记,第三十九出,红衲袄,是,346,红,上些红臂纱,磨旗峰 转添上些红臂纱,正文
224,紫钗记,第三十九出,泣颜回,否,347,绿,看萼绿华 ,娇看萼绿华,正文
225,紫钗记,第三十九出,泣颜回,是,348,丹, 牡丹芽,俺几年 培养出 牡丹芽,正文
225,紫钗记,第三十九出,泣颜回,是,348,青,分付青鸾 ,待余生分付青鸾,正文
226,紫钗记,第三十九出,榴花泣,否,349,蓝,蓝叶郁,蓝叶郁重重,正文
226,紫钗记,第三十九出,榴花泣,否,349,蓝,蓝花石,蓝花石榴色,正文
0,紫钗记,第三十九出,么篇,否,350
227,紫钗记,第三十九出,渔家犯,否,351,红,窝似红 蕉,晕眉窝似红 蕉心窄狭,正文
227,紫钗记,第三十九出,渔家犯,否,351,金,你插金 花,比似你插金 花招小姐,正文
228,紫钗记,第三十九出,么篇,否,352,银,了 银蜡 ,泪封书 烘破了 银蜡,正文
0,紫钗记,第三十九出,扑灯蛾,否,353
0,紫钗记,第三十九出,扑灯蛾,是,354
229,紫钗记,第三十九出,意不尽,否,355,银,绮窗银烛冷,叶下绮窗银烛冷,下场诗
229,紫钗记,第三十九出,意不尽,否,355,白,花闲白昼,几树好花闲白昼,正文
229,紫钗记,第三十九出,意不尽,否,355,乌,他把乌 丝,你说与他把乌 丝阑诗句冷吟哦,正文
229,紫钗记,第三十九出,意不尽,否,355,黄,草易黄昏,满庭芳草易黄昏,正文
230,紫钗记,第四十出,刮鼓令,否,356,兰,似 兰蕙薰,好腰身似 兰蕙薰,正文
230,紫钗记,第四十出,刮鼓令,否,356,粉,斜 粉面玉,斜 粉面玉纤红衬,正文
230,紫钗记,第四十出,刮鼓令,否,356,红,玉纤红衬,斜 粉面玉纤红衬,正文
231,紫钗记,第四十出,刮鼓令,是,357,黄, 易黄昏,他独自个 易黄昏,正文
231,紫钗记,第四十出,刮鼓令,是,357,翠,恁 翠眉颦,旧模样直恁 翠眉颦,正文
231,紫钗记,第四十出,刮鼓令,是,357,蓝,蓝叶郁,蓝叶郁重重,正文
231,紫钗记,第四十出,刮鼓令,是,357,蓝,蓝花石,蓝花石榴色,正文
232,紫钗记,第四十出,三换头,否,358,粉,笺腻粉 ,称 吴笺腻粉,正文
232,紫钗记,第四十出,三换头,否,358,红,啼 红娇暮,啼 红娇暮云,正文
233,紫钗记,第四十出,三换头,是,359,红,红绵粉,红绵粉絮裛妆啼,下场诗
233,紫钗记,第四十出,三换头,是,359,粉,红绵粉絮裛,红绵粉絮裛妆啼,下场诗
0,紫钗记,第四十一出,字字双,否,360
0,紫钗记,第四十一出,一疋布,否,361
0,紫钗记,第四十一出,宝鼎儿,否,362
234,紫钗记,第四十一出,琐窗儿,否,363,红,女正红妆,俺家中 有淑女正红妆,正文
235,紫钗记,第四十一出,琐窗儿,是,364,粉,玉要粉碎他,便大玉要粉碎他不难,正文
236,紫钗记,第四十一出,琐窗儿,是,365,金,金屋藏,金屋藏娇锦绣丛,下场诗
236,紫钗记,第四十一出,琐窗儿,是,365,翠,笼翡翠,威笼翡翠,正文
0,紫钗记,第四十二出,小蓬莱,否,366
0,紫钗记,第四十二出,南乡子,否,367
237,紫钗记,第四十二出,喜相逢,否,368,紫,归心紫塞三,归心紫塞三千里,正文
237,紫钗记,第四十二出,喜相逢,否,368,绿,引起绿窗红,怕无端引起绿窗红怨,正文
237,紫钗记,第四十二出,喜相逢,否,368,红,绿窗红怨,怕无端引起绿窗红怨,正文
237,紫钗记,第四十二出,喜相逢,否,368,青,薄幸青楼第,你薄幸青楼第一名,正文
237,紫钗记,第四十二出,喜相逢,否,368,青,说俺青楼薄,怎说俺青楼薄幸也,正文
0,紫钗记,第四十二出,雁鱼锦,否,369
238,紫钗记,第四十二出,雁鱼锦,是,370,朱, 朱颜,朱颜,正文
0,紫钗记,第四十二出,雁鱼锦,是,371
0,紫钗记,第四十二出,雁鱼锦,是,372
239,紫钗记,第四十二出,雁鱼锦,是,373,红,的 红丝怎,拨不断的 红丝怎缠,正文
239,紫钗记,第四十二出,雁鱼锦,是,373,红,这红鸾且,这红鸾且 求他宽限,正文
240,紫钗记,第四十二出,金井梧桐,否,374,金,金井梧,金井梧桐,曲牌
240,紫钗记,第四十二出,金井梧桐,否,374,青,定是青楼薄,定是青楼薄幸郎,下场诗
240,紫钗记,第四十二出,金井梧桐,否,374,金, 短金钗,插 上了 短金钗,正文
240,紫钗记,第四十二出,金井梧桐,否,374,白,则道白,口儿 里则道白,正文
240,紫钗记,第四十二出,金井梧桐,否,374,红,送 红颜这,送 红颜这 一段腌臜害,正文
241,紫钗记,第四十三出,望江南,否,375,粉,花新粉黛,有女如花新粉黛,正文
241,紫钗记,第四十三出,望江南,否,375,红,红叶上,红叶上秋阶,正文
241,紫钗记,第四十三出,望江南,否,375,紫,听罢紫鸾人,听罢紫鸾人缥缈,正文
241,紫钗记,第四十三出,望江南,否,375,青,语传青鸟事,语传青鸟事从容,正文
242,紫钗记,第四十三出,刬锹儿,否,376,红,红莲命,红莲命乖,正文
0,紫钗记,第四十三出,刬锹儿,是,377
0,紫钗记,第四十三出,刬锹儿,是,378
243,紫钗记,第四十三出,刬锹儿,是,379,青,鸾凤青丝网,羁縻鸾凤青丝网,下场诗
243,紫钗记,第四十三出,刬锹儿,是,379,翠,头珠翠浓,美玉钗头珠翠浓,下场诗
