序号,剧本,出,曲牌,是否前腔,曲牌序号,色彩,色彩全字,色彩类型
243,紫钗记,第四十三出,刬锹儿,是,379,红,红丝系,红丝系足好从容,下场诗
243,紫钗记,第四十三出,刬锹儿,是,379,翠,将珠翠现成,常有人将珠翠现成寄买,正文
244,紫钗记,第四十四出,薄幸,否,380,黄,称黄沙雁,称黄沙雁影,正文
0,紫钗记,第四十四出,诉衷情,否,381
0,紫钗记,第四十四出,水底鱼,否,382
245,紫钗记,第四十四出,水底鱼,是,383,赤,一个赤脚老,你观世音一个赤脚老寡妇,正文
246,紫钗记,第四十四出,江儿水,否,384,白,白莲花,白莲花根里来,正文
247,紫钗记,第四十四出,江儿水,是,385,青, 青鸟衔,青鸟衔书去,正文
247,紫钗记,第四十四出,江儿水,是,385,白,白玉郎,白玉郎君连岁去,正文
247,紫钗记,第四十四出,江儿水,是,385,白,头花白,怎得似 东王公相 守到 头花白,正文
247,紫钗记,第四十四出,江儿水,是,385,金,金界暂,金界暂酬香火祝,正文
248,紫钗记,第四十四出,亭前柳,否,386,青,自黯青苔,长自黯青苔,正文
249,紫钗记,第四十四出,一封书,否,387,青,道 青娥有,报道 青娥有意相留待,正文
249,紫钗记,第四十四出,一封书,否,387,乌,怕 乌鹊传,则怕 乌鹊传言也浪猜,正文
249,紫钗记,第四十四出,一封书,否,387,青,余有青蚨三,余有青蚨三百,正文
249,紫钗记,第四十四出,一封书,否,387,金,十二金钗客,惟怜十二金钗客,正文
249,紫钗记,第四十四出,一封书,否,387,青,三百青铜钱,剩有三百青铜钱,正文
0,紫钗记,第四十四出,罗江怨,否,388
0,紫钗记,第四十四出,罗江怨,是,389
250,紫钗记,第四十四出,香柳娘,否,390,翠,珠点翠堪人,衔珠点翠堪人爱,正文
250,紫钗记,第四十四出,香柳娘,否,390,红,裹定红丝,裹定红丝,正文
0,紫钗记,第四十四出,香柳娘,是,391
0,紫钗记,第四十四出,尾声,否,392
251,紫钗记,第四十五出,缕缕金,否,393,金,缕缕金,缕缕金,曲牌
251,紫钗记,第四十五出,缕缕金,否,393,金,玉钗金盒子,玉钗金盒子,正文
251,紫钗记,第四十五出,缕缕金,否,393,朱,火弄朱唇,吹火弄朱唇,正文
251,紫钗记,第四十五出,缕缕金,否,393,粉,气脂粉麝,衣衫气脂粉麝,正文
252,紫钗记,第四十五出,番卜算,否,394,金,平章金落索,平章金落索,正文
252,紫钗记,第四十五出,番卜算,否,394,紫,这是紫玉钗,这是紫玉钗一双,正文
253,紫钗记,第四十五出,太师引,否,395,翠,珠嵌翠粘,玲珑煞珠嵌翠粘,正文
253,紫钗记,第四十五出,太师引,否,395,红,、惬红晕翠,钗头上 那般喜、惬红晕翠眉尖,正文
253,紫钗记,第四十五出,太师引,否,395,翠,红晕翠眉尖,钗头上 那般喜、惬红晕翠眉尖,正文
254,紫钗记,第四十五出,太师引,是,396,青,另的青楼冷,孤另的青楼冷冷,正文
254,紫钗记,第四十五出,太师引,是,396,朱,倒尽朱户炎,折倒尽朱户炎炎,正文
254,紫钗记,第四十五出,太师引,是,396,红,道 红颜薄,可知道 红颜薄命,正文
255,紫钗记,第四十五出,铧锹儿,否,397,红, 啼红万点,想的他 啼红万点,正文
256,紫钗记,第四十五出,铧锹儿,是,398,金,把 金钗盒,把 金钗盒掩,正文
0,紫钗记,第四十五出,铧锹儿,是,399
257,紫钗记,第四十五出,铧锹儿,是,400,金,阿娇金屋,好飞入 阿娇金屋,正文
257,紫钗记,第四十五出,铧锹儿,是,400,青,要 青蚨白,要 青蚨白拈,正文
257,紫钗记,第四十五出,铧锹儿,是,400,白,青蚨白拈,要 青蚨白拈,正文
257,紫钗记,第四十五出,铧锹儿,是,400,乌,头戴乌纱冠,头戴乌纱冠帽,正文
257,紫钗记,第四十五出,铧锹儿,是,400,紫,身穿紫罗袍,身穿紫罗袍,正文
257,紫钗记,第四十五出,铧锹儿,是,400,金,系鞓金宝带,腰系鞓金宝带,正文
257,紫钗记,第四十五出,铧锹儿,是,400,粉,一线粉朝靴,脚踏倒提云一线粉朝靴,正文
257,紫钗记,第四十五出,铧锹儿,是,400,白,面团白微须,面团白微须,正文
257,紫钗记,第四十五出,铧锹儿,是,400,银,谢银一钱,谢银一钱；报信者银二钱,正文
257,紫钗记,第四十五出,铧锹儿,是,400,银,信者银二钱,谢银一钱；报信者银二钱,正文
257,紫钗记,第四十五出,铧锹儿,是,400,金,但求金子倒,但求金子倒回来,正文
257,紫钗记,第四十五出,铧锹儿,是,400,金,卖金须遇,卖金须遇买金人,正文
257,紫钗记,第四十五出,铧锹儿,是,400,金,遇买金人,卖金须遇买金人,正文
257,紫钗记,第四十五出,铧锹儿,是,400,紫,紫玉钗,紫玉钗工费价须百万,正文
257,紫钗记,第四十五出,铧锹儿,是,400,紫,要对紫玉钗,要对紫玉钗,正文
257,紫钗记,第四十五出,铧锹儿,是,400,朱,朱门画,朱门画棨,正文
257,紫钗记,第四十五出,铧锹儿,是,400,金,不畏金吾杖,不畏金吾杖,正文
257,紫钗记,第四十五出,铧锹儿,是,400,紫,紫玉钗,紫玉钗工费价须百万,正文
257,紫钗记,第四十五出,铧锹儿,是,400,紫,要紫玉钗,要紫玉钗用,正文
258,紫钗记,第四十五出,清江引,否,401,红,寄语红颜多,寄语红颜多薄命,下场诗
259,紫钗记,第四十六出,风马儿,否,402,金,彩鸾金帖尾,屏画彩鸾金帖尾,正文
259,紫钗记,第四十六出,风马儿,否,402,红,镜描红燕玉,镜描红燕玉搔头,正文
259,紫钗记,第四十六出,风马儿,否,402,紫,景先紫玉钗,买得侯景先紫玉钗一对在此,正文
260,紫钗记,第四十六出,霜天晓角,否,403,翠,春明翠瓦,春明翠瓦,正文
260,紫钗记,第四十六出,霜天晓角,否,403,青,徘徊青盖拂,徘徊青盖拂 乌纱,正文
260,紫钗记,第四十六出,霜天晓角,否,403,乌,拂 乌纱 ,徘徊青盖拂 乌纱,正文
0,紫钗记,第四十六出,东瓯令,否,404
261,紫钗记,第四十六出,东瓯令,是,405,红,凸来红一寸,注嘴凸来红一寸,正文
261,紫钗记,第四十六出,东瓯令,是,405,粉,粉腮凹,粉腮凹去白三分,正文
261,紫钗记,第四十六出,东瓯令,是,405,白,凹去白三分,粉腮凹去白三分,正文
261,紫钗记,第四十六出,东瓯令,是,405,红,不的红靴脚,则怕踹不的红靴脚太尊,正文
261,紫钗记,第四十六出,东瓯令,是,405,紫,姐要紫玉钗,闻公相家小姐要紫玉钗,正文
261,紫钗记,第四十六出,东瓯令,是,405,红,把红丝系,把红丝系了,正文
261,紫钗记,第四十六出,东瓯令,是,405,金,个细金丝盒,好一个细金丝盒儿,正文
0,紫钗记,第四十六出,狮子序,否,406
262,紫钗记,第四十六出,太平歌,否,407,金,送上金钗价,沿门送上金钗价,正文
262,紫钗记,第四十六出,太平歌,否,407,白,得明白,访得明白,正文
0,紫钗记,第四十六出,赏宫花,否,408
263,紫钗记,第四十六出,绛黄龙,否,409,黄,绛黄龙,绛黄龙,曲牌
0,紫钗记,第四十六出,大圣乐,否,410
264,紫钗记,第四十六出,哭相思,否,411,红,秋风红叶不,秋风红叶不成媒,下场诗
265,紫钗记,第四十七出,行香子,否,412,金,蕙帐金炉冷,蕙帐金炉冷篆烟,正文
265,紫钗记,第四十七出,行香子,否,412,紫,紫玉钗,紫玉钗头,正文
266,紫钗记,第四十七出,玉山莺,否,413,红,时萦红腻香,上头时萦红腻香,正文
267,紫钗记,第四十七出,玉山莺,是,414,红,两处红妆一,两处红妆一处悲,正文
268,紫钗记,第四十七出,桂花锁南枝,否,415,金,把 金钱细,任姹女把 金钱细数,正文
269,紫钗记,第四十七出,小桃红,否,416,红,小桃红,小桃红,曲牌
270,紫钗记,第四十七出,下山虎,否,417,红,一条红线,一条红线,正文
270,紫钗记,第四十七出,下山虎,否,417,青,上 青苔面,觑不上 青苔面,正文
271,紫钗记,第四十七出,醉归迟,否,418,金,一对金钗胡,谁承望 这一对金钗胡串,正文
271,紫钗记,第四十七出,醉归迟,否,418,青,青楼信,青楼信远,正文
271,紫钗记,第四十七出,醉归迟,否,418,红,向 红妆啼,知他向 红妆啼笺,正文
0,紫钗记,第四十七出,忆多娇,否,419
272,紫钗记,第四十七出,哭相思,否,420,丹,杀牡丹时,游人醉杀牡丹时,正文
272,紫钗记,第四十七出,哭相思,否,420,金,金钱还,金钱还自有圆时,正文
272,紫钗记,第四十七出,哭相思,否,420,丹,年牡丹盛开,恭喜今年牡丹盛开,正文
272,紫钗记,第四十七出,哭相思,否,420,金,赋千金这 ,抵多少 买赋千金这 酒十千,正文
272,紫钗记,第四十七出,哭相思,否,420,丹,春牡丹盛开,崇敬寺今春牡丹盛开,正文
272,紫钗记,第四十七出,哭相思,否,420,黄,纱巾黄衫挟,（豪士轻纱巾黄衫挟弩弹骑马跟从数人打猎上,括号
273,紫钗记,第四十八出,锁南枝,否,421,黄,有淡黄清数,可有淡黄清数十瓶,正文
274,紫钗记,第四十八出,锁南枝,是,422,红,红树梢,红树梢,正文
274,紫钗记,第四十八出,锁南枝,是,422,红, 残红稿 ,诗打就 残红稿,正文
275,紫钗记,第四十八出,锁南枝,是,423,青, 青旗上,青旗上,正文
275,紫钗记,第四十八出,锁南枝,是,423,丹,寺牡丹盛开,闻得崇敬寺牡丹盛开,正文
275,紫钗记,第四十八出,锁南枝,是,423,金,所赠金钱作,小弟要将小玉姐所赠金钱作酒,正文
275,紫钗记,第四十八出,锁南枝,是,423,白,以白梃推,以白梃推之,正文
276,紫钗记,第四十八出,锁南枝,是,424,丹,寺牡丹花下,明后日崇敬寺牡丹花下,正文
277,紫钗记,第四十八出,锁南枝,是,425,翠,翡翠娇,翡翠娇,正文
277,紫钗记,第四十八出,锁南枝,是,425,金,金镫宝,金镫宝鞭敲,正文
277,紫钗记,第四十八出,锁南枝,是,425,银,把 银瓶吊,旗亭外把 银瓶吊,正文
277,紫钗记,第四十八出,锁南枝,是,425,黄,困黄粱,困黄粱,正文
277,紫钗记,第四十八出,锁南枝,是,425,丹,赏牡丹,请李十郎去赏牡丹,正文
278,紫钗记,第四十八出,锁南枝,是,426,黄, 掀黄袖,掀黄袖,正文
278,紫钗记,第四十八出,锁南枝,是,426,红,花的红尘飞,看花的红尘飞大道,正文
278,紫钗记,第四十八出,锁南枝,是,426,朱,好共朱颜笑,好共朱颜笑,正文
278,紫钗记,第四十八出,锁南枝,是,426,红,红一点,红一点,正文
278,紫钗记,第四十八出,锁南枝,是,426,金,挥金养客,挥金养客,正文
279,紫钗记,第四十八出,锁南枝,是,427,红, 欹红袖,欹红袖,正文
279,紫钗记,第四十八出,锁南枝,是,427,翠,亸翠翘,亸翠翘,正文
280,紫钗记,第四十八出,锁南枝,是,428,银, 指银瓶,指银瓶,正文
281,紫钗记,第四十八出,菩萨蛮,否,429,赤,赤阑桥,赤阑桥尽香街直,正文
281,紫钗记,第四十八出,菩萨蛮,否,429,丹,牡丹风外,牡丹风外垂杨碧,正文
281,紫钗记,第四十八出,菩萨蛮,否,429,金,损缕金衣 ,叠损缕金衣,正文
281,紫钗记,第四十八出,菩萨蛮,否,429,黄,黄衫骑,黄衫骑白马,正文
281,紫钗记,第四十八出,菩萨蛮,否,429,白,衫骑白马,黄衫骑白马,正文
281,紫钗记,第四十八出,菩萨蛮,否,429,青,日日青楼下,日日青楼下,正文
281,紫钗记,第四十八出,菩萨蛮,否,429,金,金弹惜,金弹惜流莺,正文
282,紫钗记,第四十八出,绣带儿,否,430,金, 金 杯,金 杯小,正文
282,紫钗记,第四十八出,绣带儿,否,430,青,何处青楼,暗香飞何处青楼,正文
283,紫钗记,第四十八出,白练序,否,431,白,白练序,白练序,曲牌
283,紫钗记,第四十八出,白练序,否,431,金,金屋藏,金屋藏娇,正文
284,紫钗记,第四十八出,醉太平,否,432,金,换典金貂,换典金貂,正文
284,紫钗记,第四十八出,醉太平,否,432,绿,绿杨风,绿杨风老雉媒娇,正文
284,紫钗记,第四十八出,醉太平,否,432,青,猎痕青烧 ,古道猎痕青烧,正文
284,紫钗记,第四十八出,醉太平,否,432,绿, 草绿裙腰,一般儿 草绿裙腰,正文
284,紫钗记,第四十八出,醉太平,否,432,红,花红绣口,花红绣口,正文
285,紫钗记,第四十八出,白练序,否,433,白,白练序,白练序,曲牌
285,紫钗记,第四十八出,白练序,否,433,金,曾赴金钗会,曾赴金钗会几宵,正文
0,紫钗记,第四十八出,醉太平,否,434
286,紫钗记,第四十八出,绛黄龙,否,435,黄,绛黄龙,绛黄龙,曲牌
286,紫钗记,第四十八出,绛黄龙,否,435,绿,他 绿惨红,难听他 绿惨红销,正文
286,紫钗记,第四十八出,绛黄龙,否,435,红,绿惨红销,难听他 绿惨红销,正文
286,紫钗记,第四十八出,绛黄龙,否,435,红,取红绡十,取红绡十匹与四娘,正文
286,紫钗记,第四十八出,绛黄龙,否,435,红,曲醉红绡 ,一曲醉红绡,正文
287,紫钗记,第四十八出,尾声,否,436,金,色冷金蕉 ,你凄凄 切切愁色冷金蕉,正文
287,紫钗记,第四十八出,尾声,否,436,金,看千金笑,花前侧看千金笑,正文
287,紫钗记,第四十八出,尾声,否,436,金,你将金钱半,你将金钱半万,正文
287,紫钗记,第四十八出,尾声,否,436,丹,赏牡丹花去,跟俺崇敬寺赏牡丹花去,正文
287,紫钗记,第四十八出,尾声,否,436,金,坐敲金盏劝,坐敲金盏劝佳人,正文
288,紫钗记,第四十九出,一江风,否,437,红,花恨红腮柳,花恨红腮柳恨眉,正文
288,紫钗记,第四十九出,一江风,否,437,红, 睡红姿,睡红姿,正文
288,紫钗记,第四十九出,一江风,否,437,丹,后牡丹枝 ,形同春后牡丹枝,正文
288,紫钗记,第四十九出,一江风,否,437,绿,绿窗孤,绿窗孤寝难成寐,正文
0,紫钗记,第四十九出,集贤宾,否,438
289,紫钗记,第四十九出,集贤宾,是,439,黄,些 黄淡水,你爱 寒酸呕出些 黄淡水,正文
289,紫钗记,第四十九出,集贤宾,是,439,红,见 红丝,唾花中怕见 红丝,正文
289,紫钗记,第四十九出,集贤宾,是,439,翠,把 翠红排,且恁 消除把 翠红排比,正文
289,紫钗记,第四十九出,集贤宾,是,439,红, 翠红排比,且恁 消除把 翠红排比,正文
290,紫钗记,第四十九出,集贤宾,是,440,朱,任 朱弦网,任 朱弦网遍 尘丝,正文
291,紫钗记,第四十九出,集贤宾,是,441,金,把千金躯爱,你可也 自把千金躯爱惜,正文
291,紫钗记,第四十九出,集贤宾,是,441,红,蘸住红颜图,你 蘸住红颜图后会,正文
291,紫钗记,第四十九出,集贤宾,是,441,翠,好在翠围香,好在翠围香被,正文
292,紫钗记,第四十九出,黄莺儿,否,442,黄,黄莺儿,黄莺儿,曲牌
292,紫钗记,第四十九出,黄莺儿,否,442,黄,着黄衣,着黄衣,正文
293,紫钗记,第四十九出,黄莺儿,是,443,黄,是黄神喜,是黄神喜可知,正文
293,紫钗记,第四十九出,黄莺儿,是,443,金,挥金却有,挥金却有仁,正文
293,紫钗记,第四十九出,黄莺儿,是,443,金,费 金赀访,费 金赀访遗,正文
293,紫钗记,第四十九出,黄莺儿,是,443,金,卜 金钱祷,卜 金钱祷祈,正文
293,紫钗记,第四十九出,黄莺儿,是,443,金,上 金莲配,惹下这 剑天仙托上 金莲配,正文
293,紫钗记,第四十九出,黄莺儿,是,443,红,树少红,舞榭倾欹树少红,正文
293,紫钗记,第四十九出,黄莺儿,是,443,绿,苔攒绿,歌台黯淡苔攒绿,正文
293,紫钗记,第四十九出,黄莺儿,是,443,粉,尘埋粉壁旧,尘埋粉壁旧花钿,正文
294,紫钗记,第四十九出,簇御林,否,444,金,似 金钱夜,似 金钱夜落花容易,正文
294,紫钗记,第四十九出,簇御林,否,444,青,恁 青衣童,恁 青衣童子来传示,正文
295,紫钗记,第四十九出,簇御林,是,445,金,送金钱,送金钱,正文
296,紫钗记,第四十九出,尾声,否,446,金,诏此金钱会,何人诏此金钱会,下场诗
296,紫钗记,第四十九出,尾声,否,446,乌,喜鹊乌鸦总,喜鹊乌鸦总未知,下场诗
297,紫钗记,第五十出,金珑璁,否,447,金,金珑璁,金珑璁,曲牌
298,紫钗记,第五十出,鹧鸪天,否,448,金,艳艳金 ,那得钗头艳艳金,正文
298,紫钗记,第五十出,鹧鸪天,否,448,青,袖向青衫泪,袖向青衫泪满衿,正文
298,紫钗记,第五十出,鹧鸪天,否,448,金,正合金鱼袋,衣箱正合金鱼袋,正文
299,紫钗记,第五十出,江头金桂,否,449,金,江头金桂,江头金桂,曲牌
299,紫钗记,第五十出,江头金桂,否,449,紫,向紫玉 ,向紫玉 啼痕柱欲冰,正文
299,紫钗记,第五十出,江头金桂,否,449,红,红丝缠,红丝缠定,正文
299,紫钗记,第五十出,江头金桂,否,449,红,两条红润,偏他两条红润,正文
300,紫钗记,第五十出,江头金桂,是,450,翠,翠点丝,翠点丝萦,正文
301,紫钗记,第五十出,江头金桂,是,451,红,道 红颜薄,难道 红颜薄命,正文
301,紫钗记,第五十出,江头金桂,是,451,翠, 翠残香,翠残香剩,正文
0,紫钗记,第五十出,江头金桂,是,452
302,紫钗记,第五十出,大迓鼓,否,453,金, 千金肯自,他 千金肯自轻,正文
303,紫钗记,第五十出,大迓鼓,是,454,丹,赏牡丹,请李参军爷赏牡丹,正文
303,紫钗记,第五十出,大迓鼓,是,454,白,数人白梃护,着军校十数人白梃护从,正文
304,紫钗记,第五十一出,窣地锦裆,否,455,丹,见牡丹盛开,偶见牡丹盛开,正文
305,紫钗记,第五十一出,窣地锦裆,是,456,丹,牡丹折一,牡丹折一枝,正文
305,紫钗记,第五十一出,窣地锦裆,是,456,红,大红、桃,大红、桃红、粉红、紫红,正文
305,紫钗记,第五十一出,窣地锦裆,是,456,红,、桃红、粉,大红、桃红、粉红、紫红,正文
305,紫钗记,第五十一出,窣地锦裆,是,456,粉,红、粉红、,大红、桃红、粉红、紫红,正文
305,紫钗记,第五十一出,窣地锦裆,是,456,红,、粉红、紫,大红、桃红、粉红、紫红,正文
305,紫钗记,第五十一出,窣地锦裆,是,456,紫,红、紫红,大红、桃红、粉红、紫红,正文
305,紫钗记,第五十一出,窣地锦裆,是,456,红,、紫红,大红、桃红、粉红、紫红,正文
305,紫钗记,第五十一出,窣地锦裆,是,456,白,白净的,白净的是观音面、佛头青,正文
305,紫钗记,第五十一出,窣地锦裆,是,456,青,佛头青 ,白净的是观音面、佛头青,正文
305,紫钗记,第五十一出,窣地锦裆,是,456,黄,朵官黄微拂,一朵官黄微拂掠,正文
305,紫钗记,第五十一出,窣地锦裆,是,456,红,鞓红髻紫,鞓红髻紫不须看,正文
305,紫钗记,第五十一出,窣地锦裆,是,456,紫,红髻紫不须,鞓红髻紫不须看,正文
305,紫钗记,第五十一出,窣地锦裆,是,456,丹,赏牡丹,冠盖来赏牡丹,正文
306,紫钗记,第五十一出,西地锦引,否,457,翠,奇葩翠捧,艳萼奇葩翠捧,正文
306,紫钗记,第五十一出,西地锦引,否,457,丹,的牡丹也,好盛的牡丹也,正文
306,紫钗记,第五十一出,西地锦引,否,457,红,片云红,一片云红,正文
307,紫钗记,第五十一出,高阳台引,否,458,白,人持白棍拥,（兵校数人持白棍拥生上,括号
307,紫钗记,第五十一出,高阳台引,否,458,金,金界瑞,金界瑞光,正文
307,紫钗记,第五十一出,高阳台引,否,458,丹,牡丹时候,牡丹时候一逢君,正文
307,紫钗记,第五十一出,高阳台引,否,458,翠,翠雾连,翠雾连帷,正文
308,紫钗记,第五十一出,高阳台,否,459,翠, 翠盖笼,翠盖笼娇,正文
308,紫钗记,第五十一出,高阳台,否,459,青,青猊袅,青猊袅韵,正文
308,紫钗记,第五十一出,高阳台,否,459,红,住春红勒迸,殿住春红勒迸,正文
309,紫钗记,第五十一出,高阳台,是,460,紫,渲紫生绯,渲紫生绯,正文
310,紫钗记,第五十一出,高阳台,是,461,黄,鹅黄漾日,鹅黄漾日,正文
310,紫钗记,第五十一出,高阳台,是,461,翠,不似翠苞凝,都 不似翠苞凝凤,正文
310,紫钗记,第五十一出,高阳台,是,461,红,红香醉,红香醉来几瓮,正文
311,紫钗记,第五十一出,高阳台,是,462,赤,赤玉盘,赤玉盘欹,正文
311,紫钗记,第五十一出,高阳台,是,462,粉,痕上粉香弹,指痕上粉香弹动,正文
311,紫钗记,第五十一出,高阳台,是,462,红, 断红偷送,翦下 断红偷送,正文
312,紫钗记,第五十一出,高阳台,是,463,红粉,胭红粉紫,胭红粉紫,正文
312,紫钗记,第五十一出,高阳台,是,463,紫,红粉紫,胭红粉紫,正文
312,紫钗记,第五十一出,高阳台,是,463,白,有白牡丹,有白牡丹一株,正文
312,紫钗记,第五十一出,高阳台,是,463,丹,白牡丹一株,有白牡丹一株,正文
312,紫钗记,第五十一出,高阳台,是,463,红,近 红药天,近 红药天阶,正文
313,紫钗记,第五十一出,高阳台,是,464,青,青心凤,青心凤尾,正文
313,紫钗记,第五十一出,高阳台,是,464,丹,将牡丹联成,就将牡丹联成一绝如何,正文
313,紫钗记,第五十一出,高阳台,是,464,紫,慈恩紫牡丹,争认慈恩紫牡丹,正文
313,紫钗记,第五十一出,高阳台,是,464,丹,紫牡丹 ,争认慈恩紫牡丹,正文
313,紫钗记,第五十一出,高阳台,是,464,黄,豪士黄衫带,豪士黄衫带翦发胡奴捧剑上,括号
313,紫钗记,第五十一出,高阳台,是,464,丹,的牡丹也,好不盛的牡丹也,正文
313,紫钗记,第五十一出,高阳台,是,464,红,红罗一,红罗一尺春风髻,正文
313,紫钗记,第五十一出,高阳台,是,464,翠,翠袖三,翠袖三生日暮魂,正文
314,紫钗记,第五十一出,新水令,否,465,丹, 牡丹风 ,俺则为这 牡丹风 吹起鬓边丝,正文
314,紫钗记,第五十一出,新水令,否,465,金,酒牌金字 ,抵多少 会宾堂酒牌金字,正文
315,紫钗记,第五十一出,南步步娇,否,466,黄,一个黄衫人,一个黄衫人来也,正文
315,紫钗记,第五十一出,南步步娇,否,466,红, 啼红渍,他 镇日里 啼红渍,正文
0,紫钗记,第五十一出,折桂令,否,467
316,紫钗记,第五十一出,江儿水,否,468,黄,黄衫人,黄衫人又来也,正文
316,紫钗记,第五十一出,江儿水,否,468,金,且逐金丸去,且逐金丸去,正文
317,紫钗记,第五十一出,雁儿落,否,469,白,手中白棍儿,看我手中白棍儿么,正文
317,紫钗记,第五十一出,雁儿落,否,469,青,翦络青丝 ,马呵三花 乍翦络青丝,正文
317,紫钗记,第五十一出,雁儿落,否,469,粉,如画粉红姿,奴呵双眉 如画粉红姿,正文
317,紫钗记,第五十一出,雁儿落,否,469,红,画粉红姿,奴呵双眉 如画粉红姿,正文
317,紫钗记,第五十一出,雁儿落,否,469,红粉,将红粉 赠,将红粉 赠男儿家赀,正文
317,紫钗记,第五十一出,雁儿落,否,469,金,里 金谷 ,咱那里 金谷 园难似此,正文
318,紫钗记,第五十一出,侥侥令,否,470,金,龙衣金紫,他 坦腹乘龙衣金紫,正文
318,紫钗记,第五十一出,侥侥令,否,470,紫,衣金紫,他 坦腹乘龙衣金紫,正文
319,紫钗记,第五十一出,收江南,否,471,金,你家金谷园,看你家金谷园去,正文
0,紫钗记,第五十一出,园林好,否,472
320,紫钗记,第五十一出,沽美酒,否,473,黑,着你黑 昆,夹着你黑 昆仑海山使,正文
320,紫钗记,第五十一出,沽美酒,否,473,红,醉染红香弄,这些时那一个不 醉染红香弄晚飔,正文
320,紫钗记,第五十一出,沽美酒,否,473,红, 醉红乡逗,长则在 醉红乡逗人 闲事,正文
0,紫钗记,第五十一出,尾声,否,474
321,紫钗记,第五十二出,怨东风,否,475,翠,翠屏人,翠屏人不稳,正文
0,紫钗记,第五十二出,怨东风,是,476
0,紫钗记,第五十二出,山坡羊,否,477
322,紫钗记,第五十二出,山坡羊,是,478,红,是残红送了,多则 是残红送了春,正文
0,紫钗记,第五十二出,玩仙灯,否,479
323,紫钗记,第五十二出,山桃红,否,480,红,山桃红,山桃红,曲牌
324,紫钗记,第五十二出,山桃红,是,481,黄,气生黄,眉气生黄,正文
0,紫钗记,第五十二出,尾声,否,482
325,紫钗记,第五十二出,不是路,否,483,丹,举桃丹,似 武陵溪上举桃丹,正文
326,紫钗记,第五十二出,不是路,是,484,朱,朱门限,朱门限,正文
326,紫钗记,第五十二出,不是路,是,484,白,也；白梃手,所畏二也；白梃手日夜跟随厮禁,正文
327,紫钗记,第五十二出,不是路,是,485,金,客赴金钱宴,多应客赴金钱宴,正文
0,紫钗记,第五十二出,哭相思,否,486
328,紫钗记,第五十二出,不是路,否,487,金,马嚼金环去,花边马嚼金环去,正文
328,紫钗记,第五十二出,不是路,否,487,金,已送金钱办,咱已送金钱办酒,正文
328,紫钗记,第五十二出,不是路,否,487,黄,征痛黄泉 ,征痛黄泉,正文
328,紫钗记,第五十二出,不是路,否,487,红,你 红丝绽,偶然蘸上你 红丝绽,正文
0,紫钗记,第五十二出,二郎神,否,488
0,紫钗记,第五十二出,二郎神,是,489
329,紫钗记,第五十二出,啭林莺,否,490,红,俺啼红染遍,只 看俺啼红染遍罗衣,正文
0,紫钗记,第五十二出,啭林莺,是,491
330,紫钗记,第五十二出,啄木鹂,否,492,翠, 翠巍巍,翠巍巍许多珍重,正文
331,紫钗记,第五十二出,啄木鹂,是,493,白,个明白去,讨个明白去,正文
332,紫钗记,第五十二出,啼莺儿,否,494,翠,莺打翠真是,笼莺打翠真是奇,正文
333,紫钗记,第五十二出,啼莺儿,是,495,黄,想起黄衫豪,想起黄衫豪客也,正文
333,紫钗记,第五十二出,啼莺儿,是,495,黄,灵心黄衫梦,显灵心黄衫梦奇,正文
334,紫钗记,第五十二出,玉莺儿,否,496,红,玉钗红腻,玉钗红腻,正文
334,紫钗记,第五十二出,玉莺儿,否,496,红,依然红丝系,尚依然红丝系持,正文
334,紫钗记,第五十二出,玉莺儿,否,496,翠,茸香翠,点颜色片茸香翠,正文
335,紫钗记,第五十二出,浣溪沙,否,497,粉,奁脂粉,取镜奁脂粉,正文
335,紫钗记,第五十二出,浣溪沙,否,497,紫,膏拂紫绵,正是浅画香膏拂紫绵,正文
335,紫钗记,第五十二出,浣溪沙,否,497,丹,牡丹花瘦,牡丹花瘦翠云偏,正文
335,紫钗记,第五十二出,浣溪沙,否,497,翠,花瘦翠云偏,牡丹花瘦翠云偏,正文
0,紫钗记,第五十二出,玉莺儿,是,498
336,紫钗记,第五十二出,尾声,否,499,银,剩把银缸照,今宵剩把银缸照,下场诗
336,紫钗记,第五十二出,尾声,否,499,黄,那 黄衫子,梦还真敢是那 黄衫子,正文
336,紫钗记,第五十二出,尾声,否,499,乌,写向乌丝阑,写向乌丝阑凑尾,正文
337,紫钗记,第五十三出,忆多娇,否,500,朱,向 朱门报,向 朱门报知,正文
337,紫钗记,第五十三出,忆多娇,否,500,黄,惹起黄衫豪,到惹起黄衫豪客来与这段烟花结了公案,正文
337,紫钗记,第五十三出,忆多娇,否,500,粉,成齑粉 ,都成齑粉,正文
337,紫钗记,第五十三出,忆多娇,否,500,黄,那黄衫豪,那黄衫豪士虽系隐姓埋名,正文
337,紫钗记,第五十三出,忆多娇,否,500,黄,那黄衫豪,那黄衫豪士虽系隐姓埋名,正文
338,紫钗记,第五十三出,长命女前,否,501,金,了你金钱也,不空费了你金钱也,正文
338,紫钗记,第五十三出,长命女前,否,501,黄,其黄衣豪,其黄衣豪客,正文
338,紫钗记,第五十三出,长命女前,否,501,白,名于白日,皆扬名于白日,正文
338,紫钗记,第五十三出,长命女前,否,501,紫,紫玉钗,紫玉钗一事,正文
339,紫钗记,第五十三出,催拍,否,502,红,采牵红,将去 纳采牵红,正文
339,紫钗记,第五十三出,催拍,否,502,紫,今日紫诰皇,今日紫诰皇宣,正文
