出,曲牌,是否前腔,顺序,全部句式,承词,宾白,唱词,前置宾白句式,全宾白句式,后置宾白句式
第一出,西江月,否,1,"[6, 6, 7, 6, 6, 6, 7, 6]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[6, 6, 7, 6, 6, 6, 7, 6]",[],[]
第一出,沁园春,否,2,"[4, 4, 4, 5, 4, 4, 5, 5, 4, 7, 3, 4, 5, 6, 3, 5, 5, 4, 4, 5, 4, 4, 7, 3, 4, 5]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[4, 4, 4, 5, 4, 4, 5, 4, 4, 7, 3, 4, 5, 6, 3, 5, 5, 4, 4, 5, 4, 4, 7, 3, 4, 5]",[],[]
第二出,珍珠帘,否,1,"[7, 3, 7, 5, 5, 7, 7, 5, 4, 4]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[7, 3, 6, 5, 5, 7, 7, 5, 4, 4]",[],[]
第二出,青玉案,否,2,"[7, 7, 7, 7, 7, 7, 7, 7, 4, 2, 3, 4, 8, 8, 4, 4, 4, 4, 7, 4, 7, 4, 6, 4, 4, 7, 4, 7, 4, 4, 4, 4, 4, 6, 6, 11, 7, 6, 6, 8, 5, 6, 4, 7, 7, 4]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[7, 7, 7, 7, 7, 7, 7, 7, 4, 2, 3, 4, 8, 8, 4, 4, 4, 4, 7, 4, 7, 4, 6, 4, 4, 7, 4, 7, 4, 4, 4, 4, 4, 6, 6, 11, 7, 6, 6, 8, 5, 6, 4, 7, 7, 4]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[],"[7, 7, 7, 7, 7, 7, 7, 7, 4, 2, 3, 4, 8, 8, 4, 4, 4, 4, 7, 4, 7, 4, 6, 4, 4, 7, 4, 7, 4, 4, 4, 4, 4, 6, 6, 11, 7, 6, 6, 8, 5, 6, 4, 7, 7, 4]"
第二出,贺圣朝,否,3,"[6, 6, 7, 5]","[0, 0, 0, 0]","[0, 0, 0, 0]","[6, 6, 7, 5]",[],[],"[5, 5, 5, 5]"
第二出,玉芙蓉,否,4,"[5, 5, 5, 4, 7, 7, 3, 5, 4, 7]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[5, 5, 5, 4, 7, 7, 3, 4, 4, 7]","[5, 5, 5, 5]",[]
第二出,玉芙蓉,是,5,"[5, 5, 5, 4, 7, 7, 3, 5, 4, 7]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[5, 5, 5, 4, 7, 7, 3, 5, 4, 7]",[],[],"[6, 10]"
第二出,簇御林,否,6,"[3, 3, 3, 3, 8, 9, 3, 4, 5]","[0, 0, 0, 0, 1, 3, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0]","[3, 3, 3, 3, 7, 6, 3, 4, 5]","[6, 10]",[],"[11, 6, 6, 4, 12, 6, 6, 8, 7, 9, 4, 4, 7, 7, 7, 2, 7, 4, 6, 4, 11, 6, 4, 4, 5]"
第二出,簇御林,是,7,"[4, 3, 3, 3, 3, 10, 3, 10]","[1, 0, 0, 0, 0, 3, 0, 4]","[0, 0, 0, 0, 3, 0, 3, 0]","[3, 3, 3, 3, 0, 7, 0, 6]","[11, 6, 6, 4, 12, 6, 6, 8, 7, 9, 4, 4, 7, 7, 7, 2, 7, 4, 6, 4, 11, 6, 4, 4, 5]",[]
第二出,尾声,否,8,"[8, 7, 4, 11]","[1, 0, 0, 4]","[0, 0, 4, 0]","[7, 7, 0, 7]",[],[]
