出,曲牌,是否前腔,顺序,全部句式,承词,宾白,唱词,前置宾白句式,全宾白句式,后置宾白句式
第十五出,金珑璁,否,1,[0],[0],[0],[0],"[7, 7, 13, 7, 4]",[]
第十五出,集唐,否,2,"[7, 7, 7, 7, 3, 5, 13, 4, 4, 7, 3, 4, 4, 9, 8, 5, 4, 7, 8, 6, 8, 4, 4, 5]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[7, 7, 7, 7, 3, 5, 13, 4, 4, 7, 3, 4, 4, 9, 8, 5, 4, 7, 8, 6, 8, 4, 4, 5]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[],"[7, 7, 7, 7, 3, 5, 13, 4, 4, 7, 3, 4, 4, 9, 8, 5, 4, 7, 8, 6, 8, 4, 4, 5]"
第十五出,北绛都春,否,3,[0],[0],[0],[0],[],[],"[1, 7, 5, 3]"
第十五出,混江龙,否,4,[0],[0],[0],[0],"[1, 7, 5, 3]",[],[8]
第十五出,北尾,否,5,[0],[0],[0],[0],[8],[],"[5, 4, 5, 4]"
第十六出,一枝花,否,1,[0],[0],[0],[0],[],[],"[5, 5, 5, 6, 7, 4, 10, 5, 4, 7, 9, 9]"
第十六出,北二犯江儿水,否,2,[0],[0],[0],[0],"[5, 5, 5, 6, 7, 4, 10, 5, 4, 7, 9, 9]",[],"[5, 5, 4, 7, 6, 3, 3, 3, 5, 4, 8, 6, 7, 4, 8, 5, 6, 4, 5, 5, 8, 7, 4, 7, 4, 6, 4, 1, 1, 1, 11, 4, 2]"
第十六出,北尾,否,3,[0],[0],[0],[0],"[5, 5, 4, 7, 6, 3, 3, 3, 5, 4, 8, 6, 7, 4, 8, 5, 6, 4, 5, 5, 8, 7, 4, 7, 4, 6, 4, 1, 1, 1, 11, 4, 2]",[]
第十六出,清江引,否,4,[0],[0],[0],[0],[],[]
第十六出,清江引,否,5,"[9, 18, 10, 0]","[0, 0, 0, 0]","[9, 18, 10, 0]","[0, 0, 0, 0]",[],"[9, 18, 10, 0]"
第十六出,北调脱布衫,否,6,[0],[0],[0],[0],[],[],"[3, 5]"
第十六出,中吕小梁州,否,7,[0],[0],[0],[0],"[3, 5]",[],"[4, 1, 1, 1, 7]"
第十六出,么,否,8,[0],[0],[0],[0],"[4, 1, 1, 1, 7]",[],"[2, 2, 4, 5, 5, 6, 3, 6, 6, 8, 4, 4, 1, 1, 1, 10]"
第十六出,耍孩儿,否,9,[0],[0],[0],[0],"[2, 2, 4, 5, 5, 6, 3, 6, 6, 8, 4, 4, 1, 1, 1, 10]",[]
第十六出,煞尾,否,10,[0],[0],[0],[0],[],[]
第十七出,夜行船引,否,1,[0],[0],[0],[0],[],[],"[7, 7, 7, 7, 10, 4, 6, 6, 8, 6, 7, 7, 4, 8, 6, 4]"
第十七出,惜奴娇序,否,2,[0],[0],[0],[0],"[7, 7, 7, 7, 10, 4, 6, 6, 8, 6, 7, 7, 4, 8, 6, 4]",[],"[1, 1, 1, 10, 4, 2, 4, 4, 5, 3, 3, 2, 6, 4, 4]"
第十七出,黑麻序,否,3,[0],[0],[0],[0],"[1, 1, 1, 10, 4, 2, 4, 4, 5, 3, 3, 2, 6, 4, 4]",[],"[4, 4, 6, 10, 5, 5, 5, 10, 5, 5, 2, 3, 3, 10, 4, 6, 3, 7, 6, 5, 10, 10, 4, 5, 5, 5, 6, 5, 4, 2, 3, 8, 4]"
第十七出,园林好犯,否,4,[0],[0],[0],[0],"[4, 4, 6, 10, 5, 5, 5, 10, 5, 5, 2, 3, 3, 10, 4, 6, 3, 7, 6, 5, 10, 10, 4, 5, 5, 5, 6, 5, 4, 2, 3, 8, 4]",[],"[4, 8, 4, 4, 4, 4, 4, 4, 8, 10, 3, 5, 6, 1]"
第十七出,忒忒令犯,否,5,[0],[0],[0],[0],"[4, 8, 4, 4, 4, 4, 4, 4, 8, 10, 3, 5, 6, 1]",[],"[4, 7, 4, 8, 7, 7, 6, 4]"
第十七出,双蝴蝶,否,6,[0],[0],[0],[0],"[4, 7, 4, 8, 7, 7, 6, 4]",[],"[5, 5, 3, 6, 8, 6, 5, 4, 16, 8, 7, 4, 7, 5, 5, 6, 4, 5, 4, 6, 6, 4]"
第十七出,沉醉东风,否,7,[0],[0],[0],[0],"[5, 5, 3, 6, 8, 6, 5, 4, 16, 8, 7, 4, 7, 5, 5, 6, 4, 5, 4, 6, 6, 4]",[],[7]
第十七出,锦花香,否,8,[0],[0],[0],[0],[7],[]
第十七出,锦水棹,否,9,[0],[0],[0],[0],[],[]
第十七出,鸳鸯煞,否,10,[0],[0],[0],[0],[],[]
第十八出,桃源忆故人,否,1,[0],[0],[0],[0],[],[]
第十八出,长相思,否,2,"[3, 3, 7, 5, 3, 3, 5, 5, 5, 2, 6, 4, 8, 5, 4, 9]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[3, 3, 7, 5, 3, 3, 5, 5, 5, 2, 6, 4, 8, 5, 4, 9]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[],"[3, 3, 7, 5, 3, 3, 5, 5, 5, 2, 6, 4, 8, 5, 4, 9]"
第十八出,掷破金字令,否,3,[0],[0],[0],[0],[],[]
第十八出,夜雨打梧桐,否,4,[0],[0],[0],[0],[],[],"[2, 9, 5, 2]"
第十八出,掷破金字令,否,5,[0],[0],[0],[0],"[2, 9, 5, 2]",[]
第十八出,夜雨打梧桐,否,6,[0],[0],[0],[0],[],[],"[5, 5, 4, 6, 4, 6, 11, 7, 5, 8, 6, 12, 5, 6]"
第十八出,尾声,否,7,[0],[0],[0],[0],"[5, 5, 4, 6, 4, 6, 11, 7, 5, 8, 6, 12, 5, 6]",[]
第十九出,秋夜月,否,1,[0],[0],[0],[0],[],[],"[7, 7, 7, 7, 5, 4, 3, 10, 4, 12, 5, 5, 16, 5, 5, 7, 5, 5, 8, 12, 4, 6, 5, 6, 4, 4, 6, 4, 6, 4, 4, 4, 10, 9, 6, 8, 10, 7, 4, 6, 4]"
第十九出,西地锦,否,2,[0],[0],[0],[0],"[7, 7, 7, 7, 5, 4, 3, 10, 4, 12, 5, 5, 16, 5, 5, 7, 5, 5, 8, 12, 4, 6, 5, 6, 4, 4, 6, 4, 6, 4, 4, 4, 10, 9, 6, 8, 10, 7, 4, 6, 4]",[],"[5, 5, 5, 5, 3, 6, 12, 4, 4, 4, 3, 9, 4, 12, 4, 7, 4]"
第十九出,八声甘州,否,3,[0],[0],[0],[0],"[5, 5, 5, 5, 3, 6, 12, 4, 4, 4, 3, 9, 4, 12, 4, 7, 4]",[]
第十九出,八声甘州,是,4,[0],[0],[0],[0],[],[],"[6, 4, 7, 5, 2, 13, 13, 6, 25, 11, 6, 6, 6, 6, 4, 4, 4, 10, 1, 6, 9, 4, 4, 8, 2, 10, 3, 8, 10, 5, 4, 4, 9, 6, 6, 6, 6, 8, 4, 6, 8, 5, 6, 8, 4, 4]"
第二十出,赏花时,否,1,[0],[0],[0],[0],"[5, 5, 15, 12, 6, 4, 4, 4, 4, 4, 6, 4, 4, 7, 6, 7, 4, 6, 4, 4, 6, 6, 4, 6, 6, 7, 4, 4, 5, 5, 3, 3, 10, 4, 1, 7, 2, 9, 4, 3, 4, 4, 7, 7, 8, 8, 8, 8, 2, 10]",[],"[4, 4, 4, 12, 4, 4]"
第二十出,么,否,2,[0],[0],[0],[0],"[4, 4, 4, 12, 4, 4]",[],"[4, 8, 6, 3, 9, 5, 7, 3, 5, 1, 4, 4, 5, 1, 4, 5, 9, 2, 8, 1, 1, 6, 5, 5, 2, 8, 5, 1, 7, 5, 3, 5, 1, 5, 2, 9, 2, 7, 1, 1, 10, 4, 5, 3, 8, 2, 3, 4, 4, 6]"
第二十出,北醉花阴,否,3,[0],[0],[0],[0],"[4, 8, 6, 3, 9, 5, 7, 3, 5, 1, 4, 4, 5, 1, 4, 5, 9, 2, 8, 1, 1, 6, 5, 5, 2, 8, 5, 1, 7, 5, 3, 5, 1, 5, 2, 9, 2, 7, 1, 1, 10, 4, 5, 3, 8, 2, 3, 4, 4, 6]",[],[4]
第二十出,南画眉序,否,4,[0],[0],[0],[0],[4],[],[7]
第二十出,北喜迁莺,否,5,[0],[0],[0],[0],[7],[],"[5, 5, 6, 4, 9, 6, 9, 5, 6, 4, 3, 7, 4, 4, 7, 8, 6, 5, 4, 6, 4, 4, 4, 4, 2, 2, 6]"
第二十出,南画眉序,否,6,[0],[0],[0],[0],"[5, 5, 6, 4, 9, 6, 9, 5, 6, 4, 3, 7, 4, 4, 7, 8, 6, 5, 4, 6, 4, 4, 4, 4, 2, 2, 6]",[],"[4, 5, 5, 6, 4, 6, 1, 1, 6, 7, 4, 5, 3, 5, 6, 4, 4, 11, 4, 2, 2, 2, 5, 5]"
第二十出,北出队子,否,7,[0],[0],[0],[0],"[4, 5, 5, 6, 4, 6, 1, 1, 6, 7, 4, 5, 3, 5, 6, 4, 4, 11, 4, 2, 2, 2, 5, 5]",[],"[5, 4, 4, 6, 6, 5, 9, 4]"
第二十出,么,否,8,[0],[0],[0],[0],"[5, 4, 4, 6, 6, 5, 9, 4]",[],"[6, 4]"
第二十出,南滴溜子,否,9,[0],[0],[0],[0],"[6, 4]",[]
第二十出,北刮地风,否,10,[0],[0],[0],[0],[],[],"[4, 3, 5, 2, 8, 2, 4, 3, 2, 2]"
第二十出,南双声子,否,11,[0],[0],[0],[0],"[4, 3, 5, 2, 8, 2, 4, 3, 2, 2]",[],"[3, 6, 8, 4, 9, 6, 2, 7, 4, 6, 2, 2, 6, 5, 8]"
第二十出,北四门子,否,12,[0],[0],[0],[0],"[3, 6, 8, 4, 9, 6, 2, 7, 4, 6, 2, 2, 6, 5, 8]",[],"[9, 7, 5, 5, 2, 10, 6, 6, 4, 10, 4, 10, 7, 2, 2, 6, 2, 8, 4, 11]"
第二十出,南鲍老催,否,13,[0],[0],[0],[0],"[9, 7, 5, 5, 2, 10, 6, 6, 4, 10, 4, 10, 7, 2, 2, 6, 2, 8, 4, 11]",[]
第二十出,北水仙子,否,14,[0],[0],[0],[0],[],[],"[5, 6, 6]"
第二十出,南双斗鸡,否,15,[0],[0],[0],[0],"[5, 6, 6]",[],"[2, 7, 6, 4, 8, 5, 6, 7, 10, 4, 7]"
第二十出,北尾,否,16,[0],[0],[0],[0],"[2, 7, 6, 4, 8, 5, 6, 7, 10, 4, 7]",[]
第二十一出,缕缕金,否,1,[0],[0],[0],[0],[],[],"[9, 3, 3, 9, 5, 10, 8, 4, 13, 8, 7, 5, 4, 4, 8, 4, 5, 3, 4, 6, 7, 5, 6, 6, 4, 6, 9, 4, 9, 9, 9, 5, 5, 5, 5, 8, 2]"
第二十一出,黄莺儿,否,2,[0],[0],[0],[0],"[9, 3, 3, 9, 5, 10, 8, 4, 13, 8, 7, 5, 4, 4, 8, 4, 5, 3, 4, 6, 7, 5, 6, 6, 4, 6, 9, 4, 9, 9, 9, 5, 5, 5, 5, 8, 2]",[],"[8, 4, 6]"
第二十二出,江儿水,否,1,[0],[0],[0],[0],"[5, 5, 5, 4, 5, 8, 5, 5, 5, 5, 7, 4, 3, 4, 8, 2, 2, 2, 7, 3, 8, 5, 5, 3, 3, 3, 3, 3, 3, 3, 3, 7, 4, 4, 4, 6, 4, 4, 6, 5, 4, 11, 6, 8, 3, 3, 3, 5, 7]",[],"[4, 3, 4, 5, 5, 2, 2]"
第二十二出,忒忒令,否,2,[0],[0],[0],[0],"[4, 3, 4, 5, 5, 2, 2]",[],"[5, 6, 6, 8, 5, 5, 6, 7, 6, 5, 6, 6, 9, 7, 5, 4, 3, 3, 6]"
第二十二出,五供养,否,3,[0],[0],[0],[0],"[5, 6, 6, 8, 5, 5, 6, 7, 6, 5, 6, 6, 9, 7, 5, 4, 3, 3, 6]",[],"[3, 4, 5, 5, 5, 2, 7, 5, 3, 10, 6, 8, 1, 5, 7, 5, 5, 2, 4]"
第二十二出,玉札子,否,4,[0],[0],[0],[0],"[3, 4, 5, 5, 5, 2, 7, 5, 3, 10, 6, 8, 1, 5, 7, 5, 5, 2, 4]",[],"[2, 6, 4, 2, 7, 5]"
第二十二出,江神子,否,5,[0],[0],[0],[0],"[2, 6, 4, 2, 7, 5]",[],"[2, 2, 6, 5, 4, 2, 2, 5, 4, 5, 4, 1, 6, 5, 6, 9, 6, 1, 6, 6, 6, 6, 6, 6, 6, 2, 6, 13, 9, 6, 1, 7, 2, 2, 4, 7, 6, 3, 6, 8, 6, 10, 5, 4, 7, 8, 1, 7, 6, 5, 4, 6, 4, 6, 6, 7, 8, 2, 2, 2, 5, 6, 4, 13, 6, 5, 9, 6, 3, 5, 10, 10, 7, 5, 5, 5, 4, 2, 2, 9, 6, 4, 4]"
第二十二出,清江引,否,6,[0],[0],[0],[0],"[2, 2, 6, 5, 4, 2, 2, 5, 4, 5, 4, 1, 6, 5, 6, 9, 6, 1, 6, 6, 6, 6, 6, 6, 6, 2, 6, 13, 9, 6, 1, 7, 2, 2, 4, 7, 6, 3, 6, 8, 6, 10, 5, 4, 7, 8, 1, 7, 6, 5, 4, 6, 4, 6, 6, 7, 8, 2, 2, 2, 5, 6, 4, 13, 6, 5, 9, 6, 3, 5, 10, 10, 7, 5, 5, 5, 4, 2, 2, 9, 6, 4, 4]",[]
第二十二出,清江引,是,7,[0],[0],[0],[0],[],[]
第二十三出,破齐阵,否,1,[0],[0],[0],[0],"[7, 7, 7, 7, 10, 13, 8, 9, 4, 7, 10, 5, 4, 3, 6, 8, 4, 7, 7, 12, 8, 4, 4, 8, 11, 2, 9, 12, 8, 4, 4, 4, 9, 6, 6, 6, 3, 6, 8, 5, 9, 4, 6, 7, 6, 7, 7, 5, 5, 7, 6, 6, 1, 6, 6]",[]
第二十三出,殢人娇,否,2,"[4, 6, 3, 4, 4, 6, 4, 6, 7, 7, 4, 5, 5, 4, 11, 6, 6, 8, 6, 4, 4, 6, 4, 4, 8, 7, 6, 5]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[4, 6, 3, 4, 4, 6, 4, 6, 7, 7, 4, 5, 5, 4, 11, 6, 6, 8, 6, 4, 4, 6, 4, 4, 8, 7, 6, 5]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[],"[4, 6, 3, 4, 4, 6, 4, 6, 7, 7, 4, 5, 5, 4, 11, 6, 6, 8, 6, 4, 4, 6, 4, 4, 8, 7, 6, 5]"
第二十三出,渔家傲,否,3,[0],[0],[0],[0],[],[],"[4, 4, 9, 2, 2]"
第二十三出,摊破地锦花,否,4,[0],[0],[0],[0],"[4, 4, 9, 2, 2]",[]
第二十三出,菩萨蛮,否,5,"[0, 8, 4, 3]","[0, 0, 0, 0]","[0, 8, 4, 3]","[0, 0, 0, 0]",[],"[0, 8, 4, 3]"
第二十三出,剔银灯,否,6,[0],[0],[0],[0],[],[],"[7, 5]"
第二十三出,麻婆子,否,7,[0],[0],[0],[0],"[7, 5]",[]
第二十三出,粉蝶儿,否,8,[0],[0],[0],[0],[],[],"[4, 7, 2, 2, 6, 2, 4, 4, 6, 4, 4, 6, 1, 1, 2, 2, 7, 6, 6, 3, 6, 7, 7, 10, 11, 4, 2, 2, 4, 6, 8, 7, 4, 7, 5, 8, 4, 9, 4, 4, 6, 7, 3, 5, 4, 2, 7, 3, 6, 12, 11, 5, 5, 6, 4, 4, 8, 6, 3, 8, 1, 4, 4, 8, 3, 5, 9, 6, 6, 8, 7, 5, 5, 8, 9, 3]"
第二十三出,普天乐犯,否,9,[0],[0],[0],[0],"[4, 7, 2, 2, 6, 2, 4, 4, 6, 4, 4, 6, 1, 1, 2, 2, 7, 6, 6, 3, 6, 7, 7, 10, 11, 4, 2, 2, 4, 6, 8, 7, 4, 7, 5, 8, 4, 9, 4, 4, 6, 7, 3, 5, 4, 2, 7, 3, 6, 12, 11, 5, 5, 6, 4, 4, 8, 6, 3, 8, 1, 4, 4, 8, 3, 5, 9, 6, 6, 8, 7, 5, 5, 8, 9, 3]",[],"[7, 3, 5, 4, 1, 3, 3, 2, 3, 6, 6, 6, 5, 9, 7, 7, 6, 6, 3, 2, 5, 5, 7, 6, 4, 2, 6, 6, 3, 5, 13, 8]"
第二十三出,金鸡叫,否,10,[0],[0],[0],[0],"[7, 3, 5, 4, 1, 3, 3, 2, 3, 6, 6, 6, 5, 9, 7, 7, 6, 6, 3, 2, 5, 5, 7, 6, 4, 2, 6, 6, 3, 5, 13, 8]",[],"[7, 12, 6, 9, 8, 4, 14, 1, 4, 7, 6, 10, 3, 4, 5]"
第二十三出,朱奴儿犯,否,11,[0],[0],[0],[0],"[7, 12, 6, 9, 8, 4, 14, 1, 4, 7, 6, 10, 3, 4, 5]",[],"[5, 2, 6, 7, 4, 9, 3, 6, 4, 4, 5, 4, 3, 9, 4, 7, 6, 4, 7, 6]"
第二十三出,尾声,否,12,[0],[0],[0],[0],"[5, 2, 6, 7, 4, 9, 3, 6, 4, 4, 5, 4, 3, 9, 4, 7, 6, 4, 7, 6]",[]
第二十四出,六么令,否,1,[0],[0],[0],[0],[],[],"[10, 5, 6, 8, 6, 7, 15, 4, 4]"
第二十四出,六么令,是,2,[0],[0],[0],[0],"[10, 5, 6, 8, 6, 7, 15, 4, 4]",[],"[9, 6, 4, 8, 6, 4, 4, 9, 4, 4, 7, 7, 6, 4]"
第二十四出,夜行船,否,3,[0],[0],[0],[0],"[9, 6, 4, 8, 6, 4, 4, 9, 4, 4, 7, 7, 6, 4]",[],"[17, 6, 9, 2, 7, 4, 4, 6, 6]"
第二十四出,好事近,否,4,[0],[0],[0],[0],"[17, 6, 9, 2, 7, 4, 4, 6, 6]",[],"[4, 4, 11, 7, 6, 4, 4, 6, 4, 2, 5, 5, 14, 4, 4, 4, 6, 8, 4, 4, 4, 4, 4, 4]"
第二十四出,千秋岁,否,5,[0],[0],[0],[0],"[4, 4, 11, 7, 6, 4, 4, 6, 4, 2, 5, 5, 14, 4, 4, 4, 6, 8, 4, 4, 4, 4, 4, 4]",[],"[13, 7, 6, 4, 4, 4, 4, 7, 4, 8, 4, 4, 4, 9, 3, 7, 5, 6, 7, 2, 5, 5, 6, 9, 6, 6, 7, 8, 8, 9, 7, 7, 4, 8, 4, 4, 6, 10, 5, 7, 7, 5, 5, 5, 5, 5, 5, 7, 7, 5, 5, 5, 5, 5, 5, 4, 6, 7, 7, 5, 5, 5, 5, 5, 5, 7, 7, 5, 5, 5, 5, 5, 5, 2, 2, 7, 2, 14, 1, 7, 10, 1, 6, 4, 4, 4, 4, 6, 4, 6, 6, 6, 1, 8, 6, 7, 10, 5, 7, 2, 23, 1, 6, 4, 1, 6, 4, 8, 7, 6, 6, 6, 7, 11, 4, 4, 4, 6, 4, 4, 6, 6, 4, 4, 9, 4, 1, 10, 4, 4, 4, 4, 3, 4, 2, 9, 5, 5, 6, 10, 6, 7, 6, 8, 6, 12]"
第二十四出,尾声,否,6,[0],[0],[0],[0],"[13, 7, 6, 4, 4, 4, 4, 7, 4, 8, 4, 4, 4, 9, 3, 7, 5, 6, 7, 2, 5, 5, 6, 9, 6, 6, 7, 8, 8, 9, 7, 7, 4, 8, 4, 4, 6, 10, 5, 7, 7, 5, 5, 5, 5, 5, 5, 7, 7, 5, 5, 5, 5, 5, 5, 4, 6, 7, 7, 5, 5, 5, 5, 5, 5, 7, 7, 5, 5, 5, 5, 5, 5, 2, 2, 7, 2, 14, 1, 7, 10, 1, 6, 4, 4, 4, 4, 6, 4, 6, 6, 6, 1, 8, 6, 7, 10, 5, 7, 2, 23, 1, 6, 4, 1, 6, 4, 8, 7, 6, 6, 6, 7, 11, 4, 4, 4, 6, 4, 4, 6, 6, 4, 4, 9, 4, 1, 10, 4, 4, 4, 4, 3, 4, 2, 9, 5, 5, 6, 10, 6, 7, 6, 8, 6, 12]",[]
第二十五出,赵皮鞋,否,1,[0],[0],[0],[0],[],[],"[6, 6, 6, 6, 2, 2, 6, 10, 14, 8, 6, 10, 9, 12, 9, 9, 6, 4, 4, 10, 4, 4, 6, 7]"
第二十五出,步蟾宫,否,2,[0],[0],[0],[0],"[6, 6, 6, 6, 2, 2, 6, 10, 14, 8, 6, 10, 9, 12, 9, 9, 6, 4, 4, 10, 4, 4, 6, 7]",[],"[9, 4, 8, 7, 6, 2, 1, 4, 8, 7, 6, 4, 7, 10, 6, 4, 2, 2, 2, 6, 5, 4]"
第二十五出,红衲袄,否,3,[0],[0],[0],[0],"[9, 4, 8, 7, 6, 2, 1, 4, 8, 7, 6, 4, 7, 10, 6, 4, 2, 2, 2, 6, 5, 4]",[]
第二十五出,红衲袄,是,4,[0],[0],[0],[0],[],[]
第二十五出,缕缕金,否,5,[0],[0],[0],[0],[],[],"[4, 6, 6, 10, 10, 2, 2, 7, 5, 2, 10, 4, 1, 3, 5, 8, 5, 4, 14, 6, 6, 7, 9, 4, 4, 4, 8, 2, 2, 10]"
第二十五出,红芍药,否,6,[0],[0],[0],[0],"[4, 6, 6, 10, 10, 2, 2, 7, 5, 2, 10, 4, 1, 3, 5, 8, 5, 4, 14, 6, 6, 7, 9, 4, 4, 4, 8, 2, 2, 10]",[],"[11, 3, 3, 8, 6, 10, 4, 4, 2, 7]"
第二十五出,红衫儿,否,7,[0],[0],[0],[0],"[11, 3, 3, 8, 6, 10, 4, 4, 2, 7]",[],"[7, 2, 5, 3, 5, 7, 6]"
第二十五出,会河阳,否,8,[0],[0],[0],[0],"[7, 2, 5, 3, 5, 7, 6]",[],[3]
第二十五出,红绣鞋,否,9,[0],[0],[0],[0],[3],[]
第二十五出,尾声,否,10,[0],[0],[0],[0],[],[]
第二十六出,大迓鼓,否,1,[0],[0],[0],[0],[],[],"[11, 11, 3, 3, 3, 3, 4, 5, 4, 7, 6, 4]"
第二十六出,大迓鼓,是,2,[0],[0],[0],[0],"[11, 11, 3, 3, 3, 3, 4, 5, 4, 7, 6, 4]",[],"[11, 13, 6, 8, 6, 13, 7, 7, 4]"
第二十六出,大迓鼓,是,3,[0],[0],[0],[0],"[11, 13, 6, 8, 6, 13, 7, 7, 4]",[],"[9, 10, 4, 6, 4, 8, 4]"
第二十六出,大迓鼓,是,4,[0],[0],[0],[0],"[9, 10, 4, 6, 4, 8, 4]",[]
第二十六出,银纽丝儿,否,5,"[0, 9, 7, 3, 5, 6, 5, 8, 7, 3, 5, 7, 6, 7, 3, 2, 2, 2, 7, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 9, 7, 3, 5, 6, 5, 8, 7, 3, 5, 7, 6, 7, 3, 2, 2, 2, 7, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[],"[0, 9, 7, 3, 5, 6, 5, 8, 7, 3, 5, 7, 6, 7, 3, 2, 2, 2, 7, 1, 1, 1]"
第二十七出,感皇恩,否,1,[0],[0],[0],[0],[],[]
第二十七出,集句,否,2,"[7, 7, 7, 7, 7, 7, 7, 5, 7, 8, 3, 6, 3, 5, 3, 5, 3, 5, 7, 5, 4, 4, 6, 5, 6, 4, 11, 15, 9, 4, 11, 13, 6, 6, 4, 6, 10, 4, 5, 5, 5, 5, 7, 4, 6, 5, 6, 6, 6, 4, 4, 6]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[7, 7, 7, 7, 7, 7, 7, 5, 7, 8, 3, 6, 3, 5, 3, 5, 3, 5, 7, 5, 4, 4, 6, 5, 6, 4, 11, 15, 9, 4, 11, 13, 6, 6, 4, 6, 10, 4, 5, 5, 5, 5, 7, 4, 6, 5, 6, 6, 6, 4, 4, 6]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[],"[7, 7, 7, 7, 7, 7, 7, 5, 7, 8, 3, 6, 3, 5, 3, 5, 3, 5, 7, 5, 4, 4, 6, 5, 6, 4, 11, 15, 9, 4, 11, 13, 6, 6, 4, 6, 10, 4, 5, 5, 5, 5, 7, 4, 6, 5, 6, 6, 6, 4, 4, 6]"
第二十七出,中吕粉蝶儿,否,3,[0],[0],[0],[0],[],[],"[2, 3, 7, 4, 6, 8, 6, 4, 8, 2, 2, 5, 7, 6, 6, 8, 5, 5, 5, 5, 4, 10]"
第二十七出,泣颜回,否,4,[0],[0],[0],[0],"[2, 3, 7, 4, 6, 8, 6, 4, 8, 2, 2, 5, 7, 6, 6, 8, 5, 5, 5, 5, 4, 10]",[],"[2, 7, 6, 7, 4, 7, 2, 4, 4, 5, 5, 5, 12, 5, 4, 4, 2, 8, 6, 6, 6, 8, 4, 9, 7, 6, 3, 3, 3, 3, 3, 3, 6, 5, 7, 4, 3, 4, 8, 6, 7, 7, 6, 6, 6, 6, 4, 4, 4, 4, 4, 9, 8, 9, 8, 2, 4, 5, 4, 5, 4, 5, 4, 5, 3, 6, 6, 6, 4, 4, 4, 6, 8, 2, 8, 6, 6, 6, 2, 6, 2, 4, 5, 2, 6, 8, 5, 4, 8, 4, 3, 3]"
第二十七出,上小楼,否,5,[0],[0],[0],[0],"[2, 7, 6, 7, 4, 7, 2, 4, 4, 5, 5, 5, 12, 5, 4, 4, 2, 8, 6, 6, 6, 8, 4, 9, 7, 6, 3, 3, 3, 3, 3, 3, 6, 5, 7, 4, 3, 4, 8, 6, 7, 7, 6, 6, 6, 6, 4, 4, 4, 4, 4, 9, 8, 9, 8, 2, 4, 5, 4, 5, 4, 5, 4, 5, 3, 6, 6, 6, 4, 4, 4, 6, 8, 2, 8, 6, 6, 6, 2, 6, 2, 4, 5, 2, 6, 8, 5, 4, 8, 4, 3, 3]",[]
第二十七出,泣颜回,否,6,[0],[0],[0],[0],[],[],"[5, 7, 7, 5, 4, 8, 10, 4, 10]"
第二十七出,黄龙衮犯,否,7,[0],[0],[0],[0],"[5, 7, 7, 5, 4, 8, 10, 4, 10]",[],"[9, 4, 12, 4, 6]"
第二十七出,扑灯蛾犯,否,8,[0],[0],[0],[0],"[9, 4, 12, 4, 6]",[],"[2, 7, 9, 6, 11, 5, 5]"
第二十七出,上小楼犯,否,9,[0],[0],[0],[0],"[2, 7, 9, 6, 11, 5, 5]",[],"[4, 6, 4, 6, 4, 6, 12, 6, 6, 8, 4, 8]"
第二十七出,叠字犯,否,10,[0],[0],[0],[0],"[4, 6, 4, 6, 4, 6, 12, 6, 6, 8, 4, 8]",[],"[3, 6, 2, 9]"
第二十七出,尾声,否,11,[0],[0],[0],[0],"[3, 6, 2, 9]",[]
第二十八出,挂真儿,否,1,[0],[0],[0],[0],[],[],"[5, 5, 5, 5, 9, 7, 5, 6, 6, 4, 6, 6, 12, 9, 4, 4]"
第二十八出,番卜算,否,2,[0],[0],[0],[0],"[5, 5, 5, 5, 9, 7, 5, 6, 6, 4, 6, 6, 12, 9, 4, 4]",[],"[2, 10, 6]"
