出,曲牌,是否前腔,顺序,全部句式,承词,宾白,唱词,前置宾白句式,全宾白句式,后置宾白句式
第十七出,集唐,否,2,"[7, 3, 7, 2, 7, 3, 7, 2, 10, 6, 6, 4, 4, 4, 3, 8, 3, 8, 2, 7, 7, 10, 7, 8, 8, 7, 7, 7, 6, 8, 8, 9, 4, 6, 4, 11, 9, 9, 9, 9, 7, 3, 10, 7, 9, 11, 10, 4, 9, 4, 5, 6, 12, 10, 4, 4, 4, 4, 7, 7, 15, 15, 7, 7, 7, 8, 7, 7, 15, 14, 6, 6, 3, 10, 9, 9, 13, 2, 8, 9, 7, 2, 2, 6, 4, 6, 9, 6, 5, 2, 2, 6, 7, 5, 10, 9, 9, 4, 4, 8, 8, 7, 6, 2, 2, 5, 7, 7, 6, 14, 14, 11, 3, 7, 5, 3, 4, 5, 3, 4, 10, 10, 2, 2, 14, 10, 6, 2, 10, 10, 9, 9, 11, 11, 9, 2, 2, 10, 8, 7, 7, 8, 10, 11, 3, 5, 4, 6, 6, 9, 3, 8, 7, 7, 7, 9, 10, 10, 6, 16, 16, 10, 9, 9, 9, 9, 8, 7, 8, 7, 11, 12, 7, 7, 10, 10, 10, 10, 10, 9, 5, 6, 3, 4, 8, 9, 3, 6, 1, 10, 10, 7, 9, 5, 5, 7]","[0, 3, 0, 2, 0, 3, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[7, 0, 7, 0, 7, 0, 7, 0, 10, 6, 6, 4, 4, 4, 3, 8, 3, 8, 2, 7, 7, 10, 7, 8, 8, 7, 7, 7, 6, 8, 8, 9, 4, 6, 4, 11, 9, 9, 9, 9, 7, 3, 10, 7, 9, 11, 10, 4, 9, 4, 5, 6, 12, 10, 4, 4, 4, 4, 7, 7, 15, 15, 7, 7, 7, 8, 7, 7, 15, 14, 6, 6, 3, 10, 9, 9, 13, 2, 8, 9, 7, 2, 2, 6, 4, 6, 9, 6, 5, 2, 2, 6, 7, 5, 10, 9, 9, 4, 4, 8, 8, 7, 6, 2, 2, 5, 7, 7, 6, 14, 14, 11, 3, 7, 5, 3, 4, 5, 3, 4, 10, 10, 2, 2, 14, 10, 6, 2, 10, 10, 9, 9, 11, 11, 9, 2, 2, 10, 8, 7, 7, 8, 10, 11, 3, 5, 4, 6, 6, 9, 3, 8, 7, 7, 7, 9, 10, 10, 6, 16, 16, 10, 9, 9, 9, 9, 8, 7, 8, 7, 11, 12, 7, 7, 10, 10, 10, 10, 10, 9, 5, 6, 3, 4, 8, 9, 3, 6, 1, 10, 10, 7, 9, 5, 5, 7]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[],"[7, 3, 7, 2, 7, 3, 7, 2, 10, 6, 6, 4, 4, 4, 3, 8, 3, 8, 2, 7, 7, 10, 7, 8, 8, 7, 7, 7, 6, 8, 8, 9, 4, 6, 4, 11, 9, 9, 9, 9, 7, 3, 10, 7, 9, 11, 10, 4, 9, 4, 5, 6, 12, 10, 4, 4, 4, 4, 7, 7, 15, 15, 7, 7, 7, 8, 7, 7, 15, 14, 6, 6, 3, 10, 9, 9, 13, 2, 8, 9, 7, 2, 2, 6, 4, 6, 9, 6, 5, 2, 2, 6, 7, 5, 10, 9, 9, 4, 4, 8, 8, 7, 6, 2, 2, 5, 7, 7, 6, 14, 14, 11, 3, 7, 5, 3, 4, 5, 3, 4, 10, 10, 2, 2, 14, 10, 6, 2, 10, 10, 9, 9, 11, 11, 9, 2, 2, 10, 8, 7, 7, 8, 10, 11, 3, 5, 4, 6, 6, 9, 3, 8, 7, 7, 7, 9, 10, 10, 6, 16, 16, 10, 9, 9, 9, 9, 8, 7, 8, 7, 11, 12, 7, 7, 10, 10, 10, 10, 10, 9, 5, 6, 3, 4, 8, 9, 3, 6, 1, 10, 10, 7, 9, 5, 5, 7]"
第十七出,大迓鼓,否,3,"[5, 4, 4, 7, 3, 3, 5, 4, 4]","[0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 5, 0, 0]","[5, 4, 4, 7, 3, 3, 0, 4, 4]",[],[]
第十七出,大迓鼓,是,4,"[6, 4, 4, 7, 5, 4, 3, 3, 3, 4, 4, 3]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 5, 4, 3, 0, 0, 0, 0, 3]","[6, 4, 4, 7, 0, 0, 0, 3, 3, 4, 4, 0]",[],[]
第十八出,一江风,否,1,"[3, 5, 6, 3, 4, 6, 5, 5, 9]","[0, 0, 1, 0, 0, 1, 0, 0, 4]","[0, 0, 0, 0, 0, 0, 0, 0, 0]","[3, 5, 5, 3, 4, 5, 5, 5, 5]",[],[]
第十八出,行香子,否,2,"[3, 5, 4, 6, 5, 4, 4, 3, 3, 1, 5, 5, 7, 6, 4, 4, 3, 3, 2, 6, 4, 4, 4, 4, 2, 4, 4, 8]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[3, 5, 4, 6, 5, 4, 4, 3, 3, 1, 5, 5, 7, 6, 4, 4, 3, 3, 2, 6, 4, 4, 4, 4, 2, 4, 4, 8]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[],"[3, 5, 4, 6, 5, 4, 4, 3, 3, 1, 5, 5, 7, 6, 4, 4, 3, 3, 2, 6, 4, 4, 4, 4, 2, 4, 4, 8]"
第十八出,金落索,否,3,"[5, 5, 4, 5, 5, 3, 6, 2, 11, 9, 3, 8, 8, 7, 4, 6]","[0, 0, 0, 0, 0, 0, 0, 0, 4, 2, 0, 1, 0, 3, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 8, 0, 0, 0]","[5, 5, 4, 5, 5, 3, 6, 0, 7, 7, 3, 7, 0, 4, 4, 6]",[],[]
第十八出,金落索,是,4,"[7, 5, 9, 6, 3, 2, 7, 10, 10, 3, 9, 7, 4, 6]","[2, 0, 1, 1, 0, 0, 0, 3, 3, 0, 2, 3, 0, 0]","[0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0]","[5, 5, 8, 5, 3, 0, 7, 7, 7, 3, 7, 4, 4, 6]",[],[],"[7, 7, 8, 7, 4, 6, 6, 4, 4, 4, 4, 2, 1, 4, 2, 5, 4, 2, 2, 4, 4, 3, 10, 4, 4, 6, 4, 9, 8, 4, 8, 6, 2, 5, 4, 6, 2, 4, 8, 5, 6, 11, 6, 8, 3, 8, 13, 2, 8, 5, 8, 5, 2, 4, 4, 9, 4, 2, 4, 4, 2, 3, 4, 2, 4, 5, 3, 12, 3, 5, 2, 3, 2, 4, 8, 3, 8, 9, 6, 2, 5, 5, 4, 4, 2, 7, 7, 9, 9, 6, 6, 2, 4, 7, 7, 2, 4, 1, 4, 6]"
第十八出,金索挂梧桐,否,5,"[6, 5, 4, 5, 3, 8, 3, 8, 2, 5, 2, 11, 9, 3, 10, 8, 3, 3]","[0, 0, 0, 0, 0, 3, 0, 1, 0, 0, 0, 4, 2, 0, 3, 5, 0, 0]","[0, 0, 0, 0, 3, 0, 0, 0, 2, 5, 2, 0, 0, 0, 0, 0, 0, 0]","[6, 5, 4, 5, 0, 5, 3, 7, 0, 0, 0, 7, 7, 3, 7, 3, 3, 3]","[7, 7, 8, 7, 4, 6, 6, 4, 4, 4, 4, 2, 1, 4, 2, 5, 4, 2, 2, 4, 4, 3, 10, 4, 4, 6, 4, 9, 8, 4, 8, 6, 2, 5, 4, 6, 2, 4, 8, 5, 6, 11, 6, 8, 3, 8, 13, 2, 8, 5, 8, 5, 2, 4, 4, 9, 4, 2, 4, 4, 2, 3, 4, 2, 4, 5, 3, 12, 3, 5, 2, 3, 2, 4, 8, 3, 8, 9, 6, 2, 5, 5, 4, 4, 2, 7, 7, 9, 9, 6, 6, 2, 4, 7, 7, 2, 4, 1, 4, 6]",[],"[2, 3, 5, 9, 7, 7, 7, 7, 7, 7, 10, 7, 5, 6, 8, 4, 5, 6, 3, 3, 5, 1, 6, 4, 5, 2, 2, 5, 4, 6, 4, 5, 10, 3]"
第十八出,金索挂梧桐,是,6,"[7, 6, 4, 7, 5, 2, 8, 4, 4, 6, 4, 6, 6, 5, 8, 1, 5, 4, 10, 10, 3, 6, 3, 6, 6]","[1, 1, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 1, 0, 0, 0, 0, 3, 0, 0, 0, 2, 3]","[0, 0, 4, 0, 0, 2, 8, 4, 4, 6, 4, 6, 0, 0, 0, 1, 5, 4, 3, 0, 3, 6, 0, 0, 0]","[6, 5, 0, 3, 5, 0, 0, 0, 0, 0, 0, 0, 5, 3, 7, 0, 0, 0, 7, 7, 0, 0, 3, 4, 3]","[2, 3, 5, 9, 7, 7, 7, 7, 7, 7, 10, 7, 5, 6, 8, 4, 5, 6, 3, 3, 5, 1, 6, 4, 5, 2, 2, 5, 4, 6, 4, 5, 10, 3]",[],"[5, 8, 7]"
第十八出,尾声,否,7,"[9, 2, 10, 6, 8]","[2, 0, 3, 0, 1]","[0, 2, 0, 6, 0]","[7, 0, 7, 0, 7]","[5, 8, 7]",[]
第十九出,北点绛唇,否,1,"[4, 4, 3, 4, 6]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[4, 4, 3, 4, 6]",[],[],"[7, 7, 7, 7, 6, 6, 8, 4, 4, 10, 4, 6, 7, 6, 4, 6, 8, 7, 4, 4, 4, 8, 6, 6, 5, 5, 2, 7, 7]"
第十九出,番卜算,否,2,"[5, 5, 7, 5]","[0, 0, 0, 0]","[0, 0, 0, 0]","[5, 5, 7, 5]","[7, 7, 7, 7, 6, 6, 8, 4, 4, 10, 4, 6, 7, 6, 4, 6, 8, 7, 4, 4, 4, 8, 6, 6, 5, 5, 2, 7, 7]",[],"[4, 6, 3, 2, 7, 6, 7, 2, 2, 4, 8, 6, 4, 4, 8, 4, 3, 4, 4]"
第十九出,六幺令,否,3,"[4, 7, 8, 3, 3, 7]","[0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[4, 7, 7, 3, 3, 7]","[4, 6, 3, 2, 7, 6, 7, 2, 2, 4, 8, 6, 4, 4, 8, 4, 3, 4, 4]",[]
第十九出,六幺令,是,4,"[4, 7, 8]","[0, 0, 1]","[0, 0, 0]","[4, 7, 7]",[],[]
第二十出,金珑璁,否,1,"[5, 6, 3, 3]","[0, 0, 0, 0]","[0, 0, 0, 0]","[5, 6, 3, 3]",[],[],"[4, 4, 4, 4, 6, 6, 6, 4, 6, 6, 2, 7, 7]"
第二十出,鹊桥仙,否,2,"[4, 4, 6, 7, 7]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[4, 4, 6, 7, 7]","[4, 4, 4, 4, 6, 6, 6, 4, 6, 6, 2, 7, 7]",[],"[7, 7, 7, 7, 2, 4, 6, 4, 2, 6, 2, 2, 5, 5, 7, 9, 4, 6, 4, 7, 4]"
第二十出,集贤宾,否,3,"[3, 6, 4, 8, 7, 4, 7, 3, 9]","[2, 0, 0, 1, 0, 0, 0, 0, 2]","[0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 6, 4, 7, 7, 4, 7, 3, 7]","[7, 7, 7, 7, 2, 4, 6, 4, 2, 6, 2, 2, 5, 5, 7, 9, 4, 6, 4, 7, 4]",[]
第二十出,集贤宾,是,4,"[8, 7, 7, 3, 4, 4, 7, 4, 2, 3, 3, 8]","[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 4, 2, 3, 0, 0]","[7, 6, 7, 3, 4, 4, 7, 0, 0, 0, 3, 7]",[],[],"[7, 7, 7, 7]"
第二十出,集贤宾,是,5,"[10, 7, 7, 9, 4, 7, 3, 7]","[3, 1, 0, 2, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[7, 6, 7, 7, 4, 7, 3, 7]","[7, 7, 7, 7]",[],"[5, 4, 7, 7, 3, 5, 2, 2, 2, 3]"
第二十出,集贤宾,是,6,"[10, 7, 9, 7, 4, 9, 3, 9]","[2, 1, 2, 0, 0, 3, 0, 2]","[0, 0, 0, 0, 0, 0, 0, 0]","[8, 6, 7, 7, 4, 6, 3, 7]","[5, 4, 7, 7, 3, 5, 2, 2, 2, 3]",[]
第二十出,啭林莺,否,7,"[8, 7, 1, 5, 8, 7, 2, 6, 7, 8, 3, 8]","[1, 1, 0, 0, 1, 0, 0, 0, 3, 1, 0, 0]","[0, 0, 1, 5, 0, 0, 2, 6, 0, 0, 0, 0]","[7, 6, 0, 0, 7, 7, 0, 0, 4, 7, 3, 8]",[],[]
第二十出,啭林莺,是,8,"[3, 6, 7, 9, 7, 2, 7, 9]","[1, 0, 1, 2, 0, 0, 3, 2]","[0, 0, 0, 0, 0, 2, 0, 0]","[2, 6, 6, 7, 7, 0, 4, 7]",[],[],"[1, 5, 4, 5, 1]"
第二十出,玉莺儿,否,9,"[5, 6, 4, 9, 8, 4, 9, 5, 11, 11, 7, 5, 10, 3, 4, 5]","[0, 0, 0, 0, 0, 0, 0, 0, 4, 4, 5, 0, 3, 0, 0, 0]","[0, 0, 4, 9, 8, 4, 9, 5, 0, 0, 0, 0, 0, 0, 0, 0]","[5, 6, 0, 0, 0, 0, 0, 0, 7, 7, 2, 5, 7, 3, 4, 5]","[1, 5, 4, 5, 1]",[],"[5, 5, 1, 7, 7, 2, 8]"
第二十出,玉莺儿,是,10,"[6, 3, 3, 2, 9, 5, 2, 6, 4, 4, 4, 4, 6, 6, 6, 7, 6, 4, 5, 4, 5, 4, 8, 4, 4, 4, 5, 2, 2, 6, 5, 2, 3, 12, 10]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3]","[0, 0, 0, 2, 9, 5, 2, 6, 4, 4, 4, 4, 6, 6, 6, 0, 0, 4, 5, 4, 5, 4, 8, 4, 4, 4, 5, 2, 2, 4, 0, 2, 3, 12, 0]","[5, 3, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 5, 0, 0, 0, 7]","[5, 5, 1, 7, 7, 2, 8]",[],"[3, 3, 6]"
第二十出,忆莺儿,否,11,"[3, 3, 7, 8, 4, 2, 4, 5, 5, 8, 3, 4, 6]","[0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0]","[0, 0, 0, 0, 4, 2, 4, 0, 0, 0, 0, 0, 0]","[3, 3, 7, 7, 0, 0, 0, 4, 4, 7, 3, 4, 6]","[3, 3, 6]",[],"[3, 1, 3, 2, 8, 3, 1]"
第二十出,尾声,否,12,"[11, 11, 1, 5, 4, 1, 6, 10]","[4, 4, 0, 0, 0, 0, 0, 3]","[0, 0, 1, 5, 4, 1, 6, 0]","[7, 7, 0, 0, 0, 0, 0, 7]","[3, 1, 3, 2, 8, 3, 1]",[],"[4, 4, 7, 7, 10, 7, 4, 5, 3, 6]"
第二十出,红衲袄,否,13,"[2, 11, 11, 11, 13, 9, 6, 5, 6, 5, 6, 8, 9, 12]","[0, 5, 5, 4, 6, 3, 0, 0, 0, 0, 0, 0, 4, 5]","[2, 0, 0, 0, 0, 0, 0, 5, 6, 5, 6, 8, 0, 0]","[0, 6, 6, 7, 7, 6, 6, 0, 0, 0, 0, 0, 5, 7]","[4, 4, 7, 7, 10, 7, 4, 5, 3, 6]",[],"[3, 4, 4, 5]"
第二十出,红衲袄,是,14,"[3, 10, 2, 10, 2, 4, 8, 3, 10, 7, 4, 4, 7, 10, 10, 3, 6, 8, 5, 11]","[0, 4, 0, 0, 0, 0, 0, 0, 3, 3, 1, 4, 7, 4, 4, 0, 0, 3, 0, 3]","[3, 0, 2, 4, 2, 4, 8, 3, 0, 0, 0, 0, 0, 0, 0, 3, 6, 0, 5, 0]","[0, 6, 0, 6, 0, 0, 0, 0, 7, 4, 3, 0, 0, 6, 6, 0, 0, 5, 0, 8]","[3, 4, 4, 5]",[],"[3, 5, 4]"
第二十出,红衲袄,是,15,"[9, 10, 11, 10, 9, 9, 9, 9]","[3, 4, 4, 3, 3, 3, 4, 2]","[0, 0, 0, 0, 0, 0, 0, 0]","[6, 6, 7, 7, 6, 6, 5, 7]","[3, 5, 4]",[],"[2, 6, 2, 2, 4, 1, 8]"
第二十出,红衲袄,是,16,"[2, 10, 9, 9, 9, 1, 1, 7, 9, 9, 2, 5, 9, 5, 8]","[0, 4, 3, 2, 3, 0, 0, 0, 0, 3, 0, 0, 4, 0, 0]","[2, 0, 0, 0, 0, 1, 1, 7, 3, 0, 2, 5, 0, 5, 0]","[0, 6, 6, 7, 6, 0, 0, 0, 6, 6, 0, 0, 5, 0, 8]","[2, 6, 2, 2, 4, 1, 8]",[],"[7, 7, 3, 4, 4, 3, 4, 6, 5, 4, 4, 4, 2, 2, 6, 6, 2, 6, 5, 5, 5, 3, 6, 8, 7, 7, 7, 7, 4, 4, 5, 8, 8, 7, 6, 6, 10, 8, 7, 5, 4, 7, 5, 4, 2, 7, 8, 4, 5, 7, 4, 4, 5, 4, 7, 4, 5, 6, 3, 5, 3, 5, 4, 3, 7, 8, 4, 8, 3, 15, 8, 4, 6, 9, 4, 4, 10, 5, 2, 4, 5]"
第二十出,意不尽,否,17,"[3, 3, 9, 7, 7, 10]","[0, 0, 2, 0, 0, 1]","[3, 3, 0, 0, 7, 0]","[0, 0, 7, 7, 0, 9]","[7, 7, 3, 4, 4, 3, 4, 6, 5, 4, 4, 4, 2, 2, 6, 6, 2, 6, 5, 5, 5, 3, 6, 8, 7, 7, 7, 7, 4, 4, 5, 8, 8, 7, 6, 6, 10, 8, 7, 5, 4, 7, 5, 4, 2, 7, 8, 4, 5, 7, 4, 4, 5, 4, 7, 4, 5, 6, 3, 5, 3, 5, 4, 3, 7, 8, 4, 8, 3, 15, 8, 4, 6, 9, 4, 4, 10, 5, 2, 4, 5]",[]
第二十一出,光光乍,否,1,"[5, 5, 7, 7]","[0, 0, 0, 0]","[0, 0, 0, 0]","[5, 5, 7, 7]",[],[],"[14, 9, 8, 8, 9, 4]"
第二十一出,挂真儿,否,2,"[7, 7, 4, 4, 7]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 0]","[7, 7, 4, 4, 6]","[14, 9, 8, 8, 9, 4]",[],"[7, 7, 7, 7, 13, 4, 8, 4, 3, 3, 6, 4, 4, 6, 4, 7, 2]"
第二十一出,亭前柳,否,3,"[5, 5, 5, 5, 2, 5, 4, 3, 5]","[0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 4, 0, 0]","[5, 5, 5, 5, 2, 5, 0, 3, 5]","[7, 7, 7, 7, 13, 4, 8, 4, 3, 3, 6, 4, 4, 6, 4, 7, 2]",[],"[2, 5, 4]"
第二十一出,亭前柳,是,4,"[5, 5, 5, 5, 2, 5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[5, 5, 5, 5, 2, 5]","[2, 5, 4]",[]
第二十一出,挂真儿,否,5,"[6, 7, 5, 5, 7]","[0, 0, 1, 1, 1]","[0, 0, 0, 0, 0]","[6, 7, 4, 4, 6]",[],[],"[5, 4, 4, 8, 4, 5, 4, 4, 4, 7, 9, 4, 4, 4, 4, 4, 5, 5, 5, 5, 8, 6, 9, 4, 4, 6, 6, 4, 4, 6, 4, 4, 8]"
第二十一出,驻云飞,否,6,"[6, 10, 8, 5, 1, 7, 6, 7, 6, 7, 3, 7, 9]","[2, 3, 3, 0, 0, 2, 2, 1, 1, 0, 0, 0, 2]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 3, 0, 0]","[4, 7, 5, 5, 1, 5, 4, 6, 5, 0, 0, 7, 7]","[5, 4, 4, 8, 4, 5, 4, 4, 4, 7, 9, 4, 4, 4, 4, 4, 5, 5, 5, 5, 8, 6, 9, 4, 4, 6, 6, 4, 4, 6, 4, 4, 8]",[],"[8, 4]"
第二十一出,驻云飞,是,7,"[4, 9, 5, 6, 6, 8, 3, 4, 2, 8, 8, 4, 3, 7, 5, 6, 5, 4, 8, 6, 5, 6, 6, 1, 5, 8, 3, 3, 4, 4, 7, 4, 4, 2, 10, 6, 5, 6, 8, 8, 9]","[0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 2, 0, 0, 0, 7, 1]","[0, 0, 5, 6, 6, 8, 3, 4, 2, 8, 8, 4, 3, 7, 5, 6, 5, 4, 8, 6, 5, 0, 0, 0, 0, 8, 3, 3, 4, 4, 0, 4, 4, 2, 10, 0, 0, 6, 8, 0, 0]","[4, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 5, 1, 5, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 4, 5, 0, 0, 1, 8]","[8, 4]",[],"[10, 4, 5, 4, 6, 10, 8, 4, 7, 8, 4, 2, 9, 4, 2, 3, 2, 7, 7, 2, 4, 6, 2]"
第二十一出,三学士,否,8,"[10, 7, 7, 7, 9, 3, 3]","[3, 1, 0, 0, 3, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[7, 6, 7, 7, 6, 3, 3]","[10, 4, 5, 4, 6, 10, 8, 4, 7, 8, 4, 2, 9, 4, 2, 3, 2, 7, 7, 2, 4, 6, 2]",[]
第二十一出,三学士,是,9,"[3, 7, 7, 7, 8, 3]","[0, 0, 1, 0, 1, 0]","[3, 0, 0, 0, 0, 3]","[0, 7, 6, 7, 7, 0]",[],[]
第二十一出,尾声,否,10,"[9, 7, 4, 7]","[2, 0, 0, 0]","[0, 0, 4, 0]","[7, 7, 0, 7]",[],[]
第二十二出,捣练子,否,1,"[3, 3, 7, 8]","[0, 0, 0, 1]","[0, 0, 0, 0]","[3, 3, 7, 7]",[],[],"[7, 7, 7, 7, 4, 6, 6, 4, 4, 7, 4, 8, 4, 4, 3]"
第二十二出,山坡羊,否,2,"[7, 7, 7, 8, 3, 6, 3, 9, 6, 5, 2, 4, 4, 6, 2, 6, 2, 6]","[0, 0, 0, 0, 0, 1, 0, 3, 0, 3, 0, 0, 0, 1, 0, 1, 0, 1]","[0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 2, 4, 4, 0, 0, 0, 0, 0]","[7, 7, 7, 8, 3, 5, 0, 6, 6, 2, 0, 0, 0, 5, 2, 5, 2, 5]","[7, 7, 7, 7, 4, 6, 6, 4, 4, 7, 4, 8, 4, 4, 3]",[]
第二十二出,步步娇,否,3,"[10, 5, 5, 8, 8, 1, 6, 6]","[3, 0, 0, 0, 3, 0, 0, 1]","[0, 0, 0, 0, 0, 1, 6, 0]","[7, 5, 5, 8, 5, 0, 0, 5]",[],[],"[2, 2, 4, 7, 10, 4, 2, 4, 7, 4, 6, 4, 6, 6, 6, 6]"
第二十二出,风入松,否,4,"[8, 6, 4, 8, 8, 9, 6]","[1, 0, 0, 1, 1, 2, 0]","[0, 0, 4, 0, 0, 0, 0]","[7, 6, 0, 7, 7, 7, 6]","[2, 2, 4, 7, 10, 4, 2, 4, 7, 4, 6, 4, 6, 6, 6, 6]",[],"[6, 8, 3, 7, 3, 9, 6, 4, 6, 6, 7]"
第二十二出,风入松,是,5,"[8, 7, 8, 7, 4, 8, 6]","[1, 1, 1, 0, 0, 1, 0]","[0, 0, 0, 0, 4, 0, 0]","[7, 6, 7, 7, 0, 7, 6]","[6, 8, 3, 7, 3, 9, 6, 4, 6, 6, 7]",[],[7]
第二十三出,北点绛唇,否,1,"[4, 4, 3, 4, 8]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[4, 4, 3, 4, 8]",[],[],"[16, 6, 7, 8, 4, 6, 6, 6, 6, 7, 9, 4, 11, 8, 6, 4, 4, 5, 4, 7, 3, 8, 2, 4, 5]"
