序号,剧本,出,曲牌,是否前腔,曲牌序号,色彩,色彩全字,色彩类型
108,邯郸记,第二十三出,殢人娇,否,180,乌,被啼乌惊觉,又被啼乌惊觉,正文
108,邯郸记,第二十三出,殢人娇,否,180,银,望断银河心,望断银河心缅邈,正文
108,邯郸记,第二十三出,殢人娇,否,180,翠,天寒翠袖,天寒翠袖,正文
108,邯郸记,第二十三出,殢人娇,否,180,金,奴有金貂,奴有金貂,正文
109,邯郸记,第二十三出,渔家傲,否,181,白,公表白冤情,没个替相公表白冤情,正文
110,邯郸记,第二十三出,摊破地锦花,否,182,白,白日里,白日里黑了天门,正文
110,邯郸记,第二十三出,摊破地锦花,否,182,黑,日里黑了天,白日里黑了天门,正文
111,邯郸记,第二十三出,菩萨蛮,否,183,金,铺了金缕朱,待我铺了金缕朱丝,正文
111,邯郸记,第二十三出,菩萨蛮,否,183,朱,金缕朱丝,待我铺了金缕朱丝,正文
112,邯郸记,第二十三出,剔银灯,否,184,银,剔银灯,剔银灯,曲牌
112,邯郸记,第二十三出,剔银灯,否,184,金,缕 金衬着,一缕缕 金衬着 一丝丝柔 肠恨,正文
0,邯郸记,第二十三出,麻婆子,否,185
113,邯郸记,第二十三出,粉蝶儿,否,186,粉,粉蝶儿,粉蝶儿,曲牌
114,邯郸记,第二十三出,普天乐犯,否,187,金, 缕金丝肠,到是俺 缕金丝肠断怀人,正文
115,邯郸记,第二十三出,金鸡叫,否,188,金,金鸡叫,金鸡叫,曲牌
115,邯郸记,第二十三出,金鸡叫,否,188,红,红玉带,红玉带蟒袍生晕,正文
115,邯郸记,第二十三出,金鸡叫,否,188,金,可怜金屋里,可怜金屋里有向隅人,正文
115,邯郸记,第二十三出,金鸡叫,否,188,金,何日金鸡传,何日金鸡传信,正文
116,邯郸记,第二十三出,朱奴儿犯,否,189,朱,朱奴儿,朱奴儿犯,曲牌
116,邯郸记,第二十三出,朱奴儿犯,否,189,粉,制下粉锦一,奴家亲手制下粉锦一端,正文
116,邯郸记,第二十三出,朱奴儿犯,否,189,白,也表白罪妇,也表白罪妇一片苦心,正文
117,邯郸记,第二十三出,尾声,否,190,红,抛残红泪湿,抛残红泪湿窗纱,下场诗
117,邯郸记,第二十三出,尾声,否,190,金, 缕金箱点,缕金箱点数了 且随宜进,正文
118,邯郸记,第二十四出,六么令,否,191,黄,黄阁老,黄阁老,正文
118,邯郸记,第二十四出,六么令,否,191,紫,紫薇仙,紫薇仙,正文
119,邯郸记,第二十四出,六么令,是,192,金,拜金鸾,拜金鸾,正文
119,邯郸记,第二十四出,六么令,是,192,丹,礼当丹墀站,众侍子礼当丹墀站立,正文
120,邯郸记,第二十四出,夜行船,否,193,丹,在 丹墀北,都 俯伏在 丹墀北面,正文
120,邯郸记,第二十四出,夜行船,否,193,丹,侍子丹墀下,传旨：侍子丹墀下听旨,正文
121,邯郸记,第二十四出,好事近,否,194,白,白雁题,白雁题书,正文
121,邯郸记,第二十四出,好事近,否,194,金,盏内金盘露,玉盏内金盘露偃,正文
122,邯郸记,第二十四出,千秋岁,否,195,金,二柱金龙爪,十二柱金龙爪 齐现,正文
122,邯郸记,第二十四出,千秋岁,否,195,红,法真红大百,侍子跪听颁锦：细法真红大百花四匹,正文
122,邯郸记,第二十四出,千秋岁,否,195,绯红,绯红天马,绯红天马六匹,正文
122,邯郸记,第二十四出,千秋岁,否,195,青紫,青紫飞鱼,青紫飞鱼八匹,正文
122,邯郸记,第二十四出,千秋岁,否,195,翠,翠池狮,翠池狮子锦十匹,正文
122,邯郸记,第二十四出,千秋岁,否,195,金,簇四金雕锦,簇四金雕锦二十匹,正文
122,邯郸记,第二十四出,千秋岁,否,195,红,犒设红锦一,犒设红锦一百匹,正文
122,邯郸记,第二十四出,千秋岁,否,195,翠,寒逼翠纱,峰寒逼翠纱,正文
122,邯郸记,第二十四出,千秋岁,否,195,翠,纱逼翠寒,窗纱逼翠寒,正文
0,邯郸记,第二十四出,尾声,否,196
0,邯郸记,第二十五出,赵皮鞋,否,197
123,邯郸记,第二十五出,步蟾宫,否,198,青,南州青橄榄,吃尽了南州青橄榄,正文
124,邯郸记,第二十五出,红衲袄,否,199,红,红衲袄,红衲袄,曲牌
0,邯郸记,第二十五出,红衲袄,是,200
125,邯郸记,第二十五出,缕缕金,否,201,金,缕缕金,缕缕金,曲牌
126,邯郸记,第二十五出,红芍药,否,202,红,红芍药,红芍药,曲牌
126,邯郸记,第二十五出,红芍药,否,202,青,的这青天湛,有的这青天湛湛,正文
127,邯郸记,第二十五出,红衫儿,否,203,红,红衫儿,红衫儿,曲牌
127,邯郸记,第二十五出,红衫儿,否,203,黑,（黑鬼三,（黑鬼三人上,正文
127,邯郸记,第二十五出,红衫儿,否,203,黑,黑鬼们,黑鬼们来送老爷,正文
127,邯郸记,第二十五出,红衫儿,否,203,青, 上青天监,头直 上青天监,正文
128,邯郸记,第二十五出,会河阳,否,204,黑,看觑黑鬼,我去后好看觑黑鬼,正文
128,邯郸记,第二十五出,会河阳,否,204,黑,要他黑 爷,要他黑 爷儿,正文
129,邯郸记,第二十五出,红绣鞋,否,205,红,红绣鞋,红绣鞋,曲牌
129,邯郸记,第二十五出,红绣鞋,否,205,乌,乌头蘸,乌头蘸,正文
130,邯郸记,第二十五出,尾声,否,206,红,举头红日近,举头红日近,下场诗
130,邯郸记,第二十五出,尾声,否,206,白,回首白云低,回首白云低,下场诗
131,邯郸记,第二十六出,大迓鼓,否,207,翠,翠华台,翠华台,正文
131,邯郸记,第二十六出,大迓鼓,否,207,金,楼台金玉装,高阁楼台金玉装,正文
131,邯郸记,第二十六出,大迓鼓,否,207,银,府赏银三千,卢府赏银三千锭,正文
132,邯郸记,第二十六出,大迓鼓,是,208,白,夜白飞黄,夜白飞黄,正文
132,邯郸记,第二十六出,大迓鼓,是,208,黄,白飞黄 ,夜白飞黄,正文
132,邯郸记,第二十六出,大迓鼓,是,208,金,马蹄金 ,蒙卢府赏我大使官一秤马蹄金,正文
132,邯郸记,第二十六出,大迓鼓,是,208,金,各赏金钱一,各赏金钱一百贯,正文
133,邯郸记,第二十六出,大迓鼓,是,209,黄,户部黄册库,小子户部黄册库大使,正文
133,邯郸记,第二十六出,大迓鼓,是,209,金,有 金谷名,更有 金谷名园胜洛阳,正文
134,邯郸记,第二十六出,大迓鼓,是,210,绿,乐官绿衣花,（乐官绿衣花帽上,括号
134,邯郸记,第二十六出,大迓鼓,是,210,粉,一个粉头,偷卖了一个粉头,正文
135,邯郸记,第二十六出,银纽丝儿,否,211,金,金钱一,金钱一千贯,正文
135,邯郸记,第二十六出,银纽丝儿,否,211,银,银纽丝,银纽丝儿,曲牌
135,邯郸记,第二十六出,银纽丝儿,否,211,绿,吹了绿帽纱,风吹了绿帽纱,正文
135,邯郸记,第二十六出,银纽丝儿,否,211,金,小攒金袖软,小攒金袖软靴儿乍,正文
0,邯郸记,第二十七出,感皇恩,否,212
136,邯郸记,第二十七出,集句,否,213,红,红英扑,红英扑地满筵香,正文
136,邯郸记,第二十七出,集句,否,213,白,先开白玉堂,为报先开白玉堂,正文
136,邯郸记,第二十七出,集句,否,213,黄,黄门给,黄门给事中,正文
136,邯郸记,第二十七出,集句,否,213,金,晓入金门,向晓入金门,正文
137,邯郸记,第二十七出,中吕粉蝶儿,否,214,粉,中吕粉蝶儿,中吕粉蝶儿,曲牌
137,邯郸记,第二十七出,中吕粉蝶儿,否,214,红,此开红妆宴,因此开红妆宴,正文
137,邯郸记,第二十七出,中吕粉蝶儿,否,214,翠,上翠华楼,上翠华楼,正文
138,邯郸记,第二十七出,泣颜回,否,215,青,冠盖青云成,满 冠盖青云成浪,正文
138,邯郸记,第二十七出,泣颜回,否,215,粉,加之粉则太,加之粉则太白,正文
138,邯郸记,第二十七出,泣颜回,否,215,白,则太白,加之粉则太白,正文
138,邯郸记,第二十七出,泣颜回,否,215,朱,加之朱则太,加之朱则太赤,正文
138,邯郸记,第二十七出,泣颜回,否,215,赤,则太赤,加之朱则太赤,正文
138,邯郸记,第二十七出,泣颜回,否,215,白,你说白一篇,听你说白一篇,正文
139,邯郸记,第二十七出,上小楼,否,216,紫,的 紫霓裳,步寒宫 出落的 紫霓裳,正文
139,邯郸记,第二十七出,上小楼,否,216,红,把 红牙儿,把 红牙儿撒朗,正文
139,邯郸记,第二十七出,上小楼,否,216,银,琤的银雁儿,间的是 吉琤琤的银雁儿打的 冰弦喨,正文
139,邯郸记,第二十七出,上小楼,否,216,乌,吸乌乌洞,吸乌乌洞箫声悠漾,正文
139,邯郸记,第二十七出,上小楼,否,216,乌,吸乌乌洞箫,吸乌乌洞箫声悠漾,正文
139,邯郸记,第二十七出,上小楼,否,216,黄,梦到黄粱,唱一个残梦到黄粱,正文
139,邯郸记,第二十七出,上小楼,否,216,黄,说起黄粱,怎说起黄粱,正文
140,邯郸记,第二十七出,泣颜回,否,217,翠,酒在翠华楼,启相公得知：还有酒在翠华楼,正文
140,邯郸记,第二十七出,泣颜回,否,217,金,许 金钗十,许 金钗十二成行,正文
140,邯郸记,第二十七出,泣颜回,否,217,黛绿,沾承黛绿蛾黄,却沾承黛绿蛾黄,正文
140,邯郸记,第二十七出,泣颜回,否,217,黄,绿蛾黄,却沾承黛绿蛾黄,正文
141,邯郸记,第二十七出,黄龙衮犯,否,218,黄,黄龙衮,黄龙衮犯,曲牌
141,邯郸记,第二十七出,黄龙衮犯,否,218,翠,纱笼翠晃,高簇簇的 纱笼翠晃,正文
141,邯郸记,第二十七出,黄龙衮犯,否,218,银,少 银烛朝,抵多少 银烛朝天紫陌长,正文
141,邯郸记,第二十七出,黄龙衮犯,否,218,紫,朝天紫陌长,抵多少 银烛朝天紫陌长,正文
141,邯郸记,第二十七出,黄龙衮犯,否,218,翠,前面翠华楼,前面翠华楼了,正文
141,邯郸记,第二十七出,黄龙衮犯,否,218,红,是他红生生,不是他红生生 翠袖双扶,正文
141,邯郸记,第二十七出,黄龙衮犯,否,218,翠,生 翠袖双,不是他红生生 翠袖双扶,正文
142,邯郸记,第二十七出,扑灯蛾犯,否,219,青, 霭青青 ,霭青青 烟袅袖炉香,正文
142,邯郸记,第二十七出,扑灯蛾犯,否,219,青,霭青青 烟,霭青青 烟袅袖炉香,正文
142,邯郸记,第二十七出,扑灯蛾犯,否,219,翠,你看翠华楼,你看翠华楼前面,正文
142,邯郸记,第二十七出,扑灯蛾犯,否,219,金,的 金牌玉,高艳艳的 金牌玉榜,正文
142,邯郸记,第二十七出,扑灯蛾犯,否,219,粉,幽 粉楼下,软幽幽 粉楼下垂杨,正文
143,邯郸记,第二十七出,上小楼犯,否,220,红,倚着红云,真乃是 倚着红云,正文
143,邯郸记,第二十七出,上小楼犯,否,220,红,踏着红莲,踏着红莲,正文
143,邯郸记,第二十七出,上小楼犯,否,220,红,逗着红妆,逗着红妆,正文
144,邯郸记,第二十七出,叠字犯,否,221,红,拍拍红喧翠,拍拍红喧翠嚷,正文
144,邯郸记,第二十七出,叠字犯,否,221,翠,红喧翠嚷,拍拍红喧翠嚷,正文
144,邯郸记,第二十七出,叠字犯,否,221,红,开 红纱绣,闪闪开 红纱绣窗,正文
145,邯郸记,第二十七出,尾声,否,222,金,老醉金杯,升平元老醉金杯,下场诗
146,邯郸记,第二十八出,挂真儿,否,223,黄,尽凭黄阁下,生意尽凭黄阁下,正文
146,邯郸记,第二十八出,挂真儿,否,223,紫,紫禁烟,紫禁烟花,正文
0,邯郸记,第二十八出,番卜算,否,224
0,邯郸记,第二十八出,风入松,否,225
0,邯郸记,第二十八出,风入松,是,226
147,邯郸记,第二十九出,金蕉叶,否,227,金,金蕉叶,金蕉叶,曲牌
148,邯郸记,第二十九出,小蓬莱,否,228,丹青,丹青易老,丹青易老,正文
0,邯郸记,第二十九出,集唐,否,229
149,邯郸记,第二十九出,胜如花,否,230,白,平白地天,平白地天门看榜,正文
0,邯郸记,第二十九出,胜如花,是,231
0,邯郸记,第二十九出,滴溜子,否,232
0,邯郸记,第二十九出,榴花泣,否,233
150,邯郸记,第二十九出,榴花泣,是,234,青,公公青目你,公公青目你孙子些儿,正文
150,邯郸记,第二十九出,榴花泣,是,234,丹,向 丹墀傍,愿来生做鬼也向 丹墀傍,正文
150,邯郸记,第二十九出,榴花泣,是,234,青,公公青目 ,还仗老公公青目,正文
151,邯郸记,第二十九出,急板令,否,235,丹,余生丹心注,尽余生丹心注香,正文
152,邯郸记,第二十九出,急板令,是,236,白,连我白须胡,连我白须胡子那里去了,正文
152,邯郸记,第二十九出,急板令,是,236,黄,煮黄粱饭,煮黄粱饭你吃哩,正文
153,邯郸记,第二十九出,二郎神,否,237,黄,半箸黄粱,熟不的 半箸黄粱,正文
153,邯郸记,第二十九出,二郎神,否,237,金,金屋名,金屋名园,正文
153,邯郸记,第二十九出,二郎神,否,237,黄,黄粱饭,黄粱饭好香也,正文
153,邯郸记,第二十九出,二郎神,否,237,黄,罕此黄粱饭,希罕此黄粱饭乎,正文
154,邯郸记,第二十九出,玉莺啼,否,238,黄, 黄粱恁,黄粱恁般难熟,正文
154,邯郸记,第二十九出,玉莺啼,否,238,黄, 这黄粱是,这黄粱是 水火勾当,正文
154,邯郸记,第二十九出,玉莺啼,否,238,黄,还挑黄粱半,可还挑黄粱半箸,正文
154,邯郸记,第二十九出,玉莺啼,否,238,青,胯下青驴变,便是崔氏也是你那胯下青驴变的,正文
155,邯郸记,第二十九出,簇御林,否,239,黄, 似黄粱,似黄粱,正文
156,邯郸记,第二十九出,啄木儿,否,240,白,白日青,白日青天,正文
156,邯郸记,第二十九出,啄木儿,否,240,青,白日青天,白日青天,正文
156,邯郸记,第二十九出,啄木儿,否,240,黄,比 黄虀苦,你果然比 黄虀苦辣能供养,正文
157,邯郸记,第二十九出,滴溜子,否,241,黄,眼煮黄粱锅,一匝 眼煮黄粱锅未响,正文
158,邯郸记,第二十九出,尾声,否,242,黄,黄粱饭,黄粱饭熟,正文
158,邯郸记,第二十九出,尾声,否,242,黄,你熟黄粱,待你熟黄粱,正文
0,邯郸记,第三十出,清江引,否,243
0,邯郸记,第三十出,清江引,是,244
159,邯郸记,第三十出,清江引,是,245,蓝,蓝采和,蓝采和海山充乐探,正文
160,邯郸记,第三十出,仙吕点绛唇,否,246,红,一片红尘,一片红尘,正文
161,邯郸记,第三十出,混江龙,否,247,白,白 虎,白 虎腾身,正文
161,邯郸记,第三十出,混江龙,否,247,红,生穿红穿绿,怎生穿红穿绿,正文
161,邯郸记,第三十出,混江龙,否,247,绿,红穿绿,怎生穿红穿绿,正文
161,邯郸记,第三十出,混江龙,否,247,蓝,一个蓝采和,一个蓝采和,正文
161,邯郸记,第三十出,混江龙,否,247,绿,绿眼睛,绿眼睛,正文
161,邯郸记,第三十出,混江龙,否,247,红,红脑子,红脑子,正文
162,邯郸记,第三十出,清江引,否,248,金,酒暖金花,渔鼓闹云樵；酒暖金花,正文
162,邯郸记,第三十出,清江引,否,248,青,青童笑,青童笑来玉女娇,正文
162,邯郸记,第三十出,清江引,否,248,丹,候伤丹细细,火候伤丹细细的调,正文
163,邯郸记,第三十出,浪淘沙,否,249,粉,粉 骷,粉 骷髅门户一时新,正文
0,邯郸记,第三十出,浪淘沙,是,250
0,邯郸记,第三十出,浪淘沙,是,251
164,邯郸记,第三十出,浪淘沙,是,252,蓝, （蓝,（蓝,正文
165,邯郸记,第三十出,浪淘沙,是,253,金,猛 金钗十,猛 金钗十二醉楼春,正文
166,邯郸记,第三十出,浪淘沙,是,254,白,相府白日鬼,刚打到丞相府白日鬼迷,正文
166,邯郸记,第三十出,浪淘沙,是,254,黄,黄粱饭,黄粱饭难消一粒,正文
166,邯郸记,第三十出,浪淘沙,是,254,金,把东金炼齐,自心息把东金炼齐,正文
167,邯郸记,第三十出,北沉醉东风,否,255,金,不想金玉拖,再不想金玉拖身,正文
168,邯郸记,第三十出,北沉醉东风,是,256,蓝,（拐蓝,（拐蓝,正文
0,邯郸记,第三十出,北沉醉东风,是,257
0,邯郸记,第三十出,北沉醉东风,是,258
169,邯郸记,第三十出,清江引,否,259,黄,敢黄粱锅,敢黄粱锅待滚,正文
