序号,剧本,出,曲牌,是否前腔,曲牌序号,色彩,色彩全字,色彩类型
0,牡丹亭,第四十九出,三登乐,否,408
261,牡丹亭,第四十九出,集唐,否,409,白,李白,“那能得计访情亲　李白,正文
261,牡丹亭,第四十九出,集唐,否,409,金,成器金银,有些成器金银,正文
261,牡丹亭,第四十九出,集唐,否,409,银,器金银,有些成器金银,正文
262,牡丹亭,第四十九出,锦缠道,否,410,白,多搀白水江,“多搀白水江湖酒,正文
262,牡丹亭,第四十九出,锦缠道,否,410,黄,少赚黄边风,少赚黄边风月钱,正文
262,牡丹亭,第四十九出,锦缠道,否,410,银,花银五分,花银五分在此,正文
262,牡丹亭,第四十九出,锦缠道,否,410,银,高银散碎,高银散碎些,正文
262,牡丹亭,第四十九出,锦缠道,否,410,银,银子走,银子走了,正文
262,牡丹亭,第四十九出,锦缠道,否,410,银,银子地,银子地缝里走了,正文
262,牡丹亭,第四十九出,锦缠道,否,410,银,丑接银又走,（丑接银又走,括号
262,牡丹亭,第四十九出,锦缠道,否,410,银,使水银,秀才原来会使水银,正文
262,牡丹亭,第四十九出,锦缠道,否,410,银,是水银,因何是水银,正文
262,牡丹亭,第四十九出,锦缠道,否,410,银,水银在口,水银在口,正文
262,牡丹亭,第四十九出,锦缠道,否,410,丹,汞成丹而出,鬼含汞成丹而出世,正文
262,牡丹亭,第四十九出,锦缠道,否,410,银,水银也死,水银也死；如今小姐活,正文
262,牡丹亭,第四十九出,锦缠道,否,410,银,水银也活,水银也活了,正文
262,牡丹亭,第四十九出,锦缠道,否,410,银,我花银都消,你将我花银都消散去了,正文
263,牡丹亭,第四十九出,皂罗袍,否,411,金,相解金貂,卿相解金貂,正文
263,牡丹亭,第四十九出,皂罗袍,否,411,金,你说金貂玉,你说金貂玉佩,正文
263,牡丹亭,第四十九出,皂罗袍,否,411,金,金貂玉,你说金貂玉佩,正文
263,牡丹亭,第四十九出,皂罗袍,否,411,金,是千金小姐,便是千金小姐,正文
264,牡丹亭,第四十九出,皂罗袍,是,412,紫,鲜明紫粉,鲜明紫粉,正文
264,牡丹亭,第四十九出,皂罗袍,是,412,粉,明紫粉,鲜明紫粉,正文
264,牡丹亭,第四十九出,皂罗袍,是,412,金,有大金字,前面房子门上有大金字,正文
265,牡丹亭,第四十九出,莺皂袍,否,413,金,饭千金价,甫能够一饭千金价,正文
0,牡丹亭,第五十出,梁州令,否,414
266,牡丹亭,第五十出,昭君怨,否,415,金,金兵不,金兵不来,正文
267,牡丹亭,第五十出,金蕉叶,否,416,金,金蕉叶,金蕉叶,曲牌
267,牡丹亭,第五十出,金蕉叶,否,416,白,防明白了,关防明白了,正文
267,牡丹亭,第五十出,金蕉叶,否,416,金,上有金花树,席上有金花树、银台盘、长尺头,正文
267,牡丹亭,第五十出,金蕉叶,否,416,银,树、银台盘,席上有金花树、银台盘、长尺头,正文
268,牡丹亭,第五十出,梁州令,否,417,黄,“黄石兵,“黄石兵书三寸舌,正文
0,牡丹亭,第五十出,梁州序,否,418
269,牡丹亭,第五十出,梁州序,是,419,金,“金貂并,“金貂并入三公府,正文
270,牡丹亭,第五十出,梁州序,是,420,白,白首还,白首还朝,正文
0,牡丹亭,第五十出,梁州序,是,421
271,牡丹亭,第五十出,节节高,否,422,金,金佩肘,金佩肘,正文
271,牡丹亭,第五十出,节节高,否,422,金,马敲金镫也,马敲金镫也秋风骤,正文
271,牡丹亭,第五十出,节节高,否,422,兰,兰玉自,兰玉自有,正文
0,牡丹亭,第五十出,节节高,是,423
272,牡丹亭,第五十出,尾声,否,424,丹青,无奈丹青圣主,则无奈丹青圣主求,正文
272,牡丹亭,第五十出,尾声,否,424,白,麟人白首,怕画的上麒麟人白首,正文
273,牡丹亭,第五十一出,北点绛唇,否,425,金,金兵不,金兵不动,正文
274,牡丹亭,第五十一出,驻云飞,否,426,金,金主闻,金主闻知,正文
275,牡丹亭,第五十一出,驻云飞,是,427,金,榜题金字射,榜题金字射朝晖,下场诗
275,牡丹亭,第五十一出,驻云飞,是,427,丹,立在丹墀,曾经倬立在丹墀,下场诗
275,牡丹亭,第五十一出,驻云飞,是,427,黄,菊半黄,御酒封题菊半黄,正文
275,牡丹亭,第五十一出,驻云飞,是,427,金,金兵回,金兵回避,正文
275,牡丹亭,第五十一出,驻云飞,是,427,黄,可充黄门奏,可充黄门奏事官,正文
275,牡丹亭,第五十一出,驻云飞,是,427,金,金瓜仪,金瓜仪从,正文
275,牡丹亭,第五十一出,驻云飞,是,427,黄,“黄门旧,“黄门旧是黉门客,正文
275,牡丹亭,第五十一出,驻云飞,是,427,蓝,蓝袍新,蓝袍新作紫袍仙,正文
275,牡丹亭,第五十一出,驻云飞,是,427,紫,新作紫袍仙,蓝袍新作紫袍仙,正文
275,牡丹亭,第五十一出,驻云飞,是,427,黄,重新黄门唱,明日便借重新黄门唱榜了,正文
0,牡丹亭,第五十二出,吴小四,否,428
276,牡丹亭,第五十二出,六幺令,否,429,黄,不是黄巢下,又不是黄巢下第题诗讪,正文
276,牡丹亭,第五十二出,六幺令,否,429,白,面白色,面白色,正文
277,牡丹亭,第五十二出,香柳娘,否,430,白,梅面白无巴,柳梦梅面白无巴缱,正文
0,牡丹亭,第五十二出,集句,否,431
0,牡丹亭,第五十二出,香柳娘,是,432
0,牡丹亭,第五十二出,香柳娘,是,433
278,牡丹亭,第五十二出,香柳娘,是,434,红,红尘望,红尘望断长安陌,下场诗
278,牡丹亭,第五十二出,香柳娘,是,434,红,猛红尘透,猛红尘透不出东君面,正文
279,牡丹亭,第五十三出,风入松慢,否,435,赤,店、赤绳羁,系颈的是定昏店、赤绳羁凤,正文
279,牡丹亭,第五十三出,风入松慢,否,435,蓝,的是蓝桥驿,；领解的是蓝桥驿,正文
0,牡丹亭,第五十三出,集唐,否,436
280,牡丹亭,第五十三出,唐多令,否,437,红,蟒袍红,玉带蟒袍红,正文
280,牡丹亭,第五十三出,唐多令,否,437,黑,不是黑头公,浑不是黑头公,正文
281,牡丹亭,第五十三出,集唐,否,438,银,入掌银台护,入掌银台护紫微　李白,正文
281,牡丹亭,第五十三出,集唐,否,438,紫,台护紫微,入掌银台护紫微　李白,正文
281,牡丹亭,第五十三出,集唐,否,438,白,李白,入掌银台护紫微　李白,正文
0,牡丹亭,第五十三出,新水令,否,439
282,牡丹亭,第五十三出,步步娇,否,440,青,把他青年送,早把他青年送,正文
283,牡丹亭,第五十三出,折桂令,否,441,金,鱼、金碗,圹中还有玉鱼、金碗,正文
283,牡丹亭,第五十三出,折桂令,否,441,金,有金碗呵,有金碗呵,正文
283,牡丹亭,第五十三出,折桂令,否,441,金,金锁的,金锁的玎,正文
0,牡丹亭,第五十三出,江儿水,否,442
284,牡丹亭,第五十三出,雁儿落,否,443,丹,唾灵丹、活,我为他唾灵丹、活心孔,正文
284,牡丹亭,第五十三出,雁儿落,否,443,金,校持金瓜上,（净扮郭驼拐杖同老旦、贴扮军校持金瓜上,括号
284,牡丹亭,第五十三出,雁儿落,否,443,黄,报知黄门官,俺们也报知黄门官奏去,正文
285,牡丹亭,第五十三出,侥侥犯,否,444,红,第一红,则他是御笔亲标第一红,正文
286,牡丹亭,第五十三出,收江南,否,445,红,御袍红,早裂绽我御袍红,正文
0,牡丹亭,第五十三出,园林好,否,446
287,牡丹亭,第五十三出,沽美酒带太平令,否,447,丹,了牡丹亭杜,那时节才提破了牡丹亭杜鹃残梦,正文
288,牡丹亭,第五十三出,北尾,否,448,白,白居易,白居易　（末,下场诗
288,牡丹亭,第五十三出,北尾,否,448,黄,那新黄门陈,去请那新黄门陈老爷到来商议,正文
288,牡丹亭,第五十三出,北尾,否,448,黄,扮陈黄门上,（末扮陈黄门上,括号
288,牡丹亭,第五十三出,北尾,否,448,黄,钦授黄门,钦授黄门,正文
288,牡丹亭,第五十三出,北尾,否,448,白,为陈白屋,“昔为陈白屋,正文
288,牡丹亭,第五十三出,北尾,否,448,黄,作老黄门,今作老黄门,正文
289,牡丹亭,第五十四出,绕池游,否,449,金,金井吹,金井吹梧叶,正文
290,牡丹亭,第五十四出,绕红楼,否,450,红,绕红楼,绕红楼,曲牌
290,牡丹亭,第五十四出,绕红楼,否,450,金,金针闲,金针闲刺岭南花,正文
291,牡丹亭,第五十四出,罗江怨,否,451,红,边题红叶,爱河边题红叶,正文
0,牡丹亭,第五十四出,罗江怨,是,452
0,牡丹亭,第五十四出,玩仙灯,否,453
0,牡丹亭,第五十四出,玩仙灯,是,454
292,牡丹亭,第五十四出,入赚,否,455,黄,校持黄旗上,（外、丑扮军校持黄旗上,括号
292,牡丹亭,第五十四出,入赚,否,455,黄,是黄门官,是黄门官把圣旨教传泄,正文
292,牡丹亭,第五十四出,入赚,否,455,金,金榜何,金榜何时揭,正文
292,牡丹亭,第五十四出,入赚,否,455,白,恶茶白赖把,那平章奏他恶茶白赖把阴人窃,正文
292,牡丹亭,第五十四出,入赚,否,455,黄,个陈黄门,侥幸有个陈黄门,正文
292,牡丹亭,第五十四出,入赚,否,455,黄,陈黄门是,陈黄门是谁,正文
292,牡丹亭,第五十四出,入赚,否,455,翠,玎当翠佩,响玎当翠佩,正文
292,牡丹亭,第五十四出,入赚,否,455,金,明朝金阙,明朝金阙,正文
292,牡丹亭,第五十四出,入赚,否,455,红,撞门红去了,讨你幅撞门红去了也,正文
0,牡丹亭,第五十四出,滴溜子,否,456
0,牡丹亭,第五十四出,滴溜子,是,457
293,牡丹亭,第五十四出,尾声,否,458,金,军持金瓜上,（净、丑扮将军持金瓜上,括号
293,牡丹亭,第五十四出,尾声,否,458,乌,还过乌鹊桥,还过乌鹊桥,正文
294,牡丹亭,第五十五出,北点绛唇,否,459,金,日影金阶,日影金阶,正文
294,牡丹亭,第五十五出,北点绛唇,否,459,黄,唱道黄门拜,早唱道黄门拜,正文
295,牡丹亭,第五十五出,集唐,否,460,黄,个老黄门陈,”自家大宋朝新除授一个老黄门陈最良是也,正文
295,牡丹亭,第五十五出,集唐,否,460,黄,钦赐黄门奏,圣恩钦赐黄门奏事之职,正文
296,牡丹亭,第五十五出,北点绛唇,是,461,黄,黄门大,黄门大人,正文
296,牡丹亭,第五十五出,北点绛唇,是,461,黄,老黄门可,老黄门可是南安陈斋长,正文
296,牡丹亭,第五十五出,北点绛唇,是,461,黄,做了黄门,做门馆报事不真；则怕做了黄门,正文
296,牡丹亭,第五十五出,北点绛唇,是,461,丹,日向丹墀,重瞻天日向丹墀,正文
297,牡丹亭,第五十五出,北黄钟醉花阴,否,462,黄,北黄钟醉,北黄钟醉花阴,曲牌
297,牡丹亭,第五十五出,北黄钟醉花阴,否,462,金,铺着金殿琉,平铺着金殿琉璃翠鸳瓦,正文
297,牡丹亭,第五十五出,北黄钟醉花阴,否,462,翠,琉璃翠鸳瓦,平铺着金殿琉璃翠鸳瓦,正文
297,牡丹亭,第五十五出,北黄钟醉花阴,否,462,青,了些青面獠,在阎浮殿见了些青面獠牙,正文
297,牡丹亭,第五十五出,北黄钟醉花阴,否,462,黄,来的黄门官,来的黄门官像陈教授,正文
298,牡丹亭,第五十五出,南画眉序,否,463,金,王向金阶一,愿俺王向金阶一打,正文
298,牡丹亭,第五十五出,南画眉序,否,463,黄,黄门官,黄门官,正文
0,牡丹亭,第五十五出,北喜迁莺,否,464
299,牡丹亭,第五十五出,南画眉序,否,465,红,安府红梅院,因借居南安府红梅院中,正文
300,牡丹亭,第五十五出,北出队子,否,466,红,一点红嘴哩,花你那蛮儿一点红嘴哩,正文
300,牡丹亭,第五十五出,北出队子,否,466,白,白日欺,白日欺天,正文
300,牡丹亭,第五十五出,北出队子,否,466,红,梅唇红齿白,其实柳梦梅唇红齿白,正文
300,牡丹亭,第五十五出,北出队子,否,466,白,红齿白,其实柳梦梅唇红齿白,正文
300,牡丹亭,第五十五出,北出队子,否,466,翠,什么翠呆呆,为什么翠呆呆下气的槟榔俊煞了他,正文
301,牡丹亭,第五十五出,南滴溜子,否,467,黑,黑撞着,黑撞着丽娘儿魂似脱,正文
302,牡丹亭,第五十五出,北刮地风,否,468,黄,就着黄门官,就着黄门官押送午门外,正文
302,牡丹亭,第五十五出,北刮地风,否,468,金,玉锁金枷,臣和宰玉锁金枷,正文
302,牡丹亭,第五十五出,北刮地风,否,468,青,青天白,青天白日,正文
302,牡丹亭,第五十五出,北刮地风,否,468,白,青天白日,青天白日,正文
302,牡丹亭,第五十五出,北刮地风,否,468,黑,楞的黑心捶,忒楞楞的黑心捶敢捣了千下,正文
302,牡丹亭,第五十五出,北刮地风,否,468,紫,另的紫筋肝,淅另另的紫筋肝剁作三花,正文
302,牡丹亭,第五十五出,北刮地风,否,468,金,花为金朝,一花为金朝,正文
302,牡丹亭,第五十五出,北刮地风,否,468,赤,赤体精,赤体精光,正文
303,牡丹亭,第五十五出,南滴滴金,否,469,金,滴滴金,南滴滴金,曲牌
303,牡丹亭,第五十五出,南滴滴金,否,469,黄,老黄门,老黄门,正文
304,牡丹亭,第五十五出,北四门子,否,470,乌,他戴乌纱象,是看上他戴乌纱象简朝衣挂,正文
304,牡丹亭,第五十五出,北四门子,否,470,白,人家白日里,人家白日里高结彩楼,正文
304,牡丹亭,第五十五出,北四门子,否,470,红,子规红泪洒,也叫不转子规红泪洒,正文
305,牡丹亭,第五十五出,南鲍老催,否,471,丹,姐牡丹亭做,你和小姐牡丹亭做梦时有俺在,正文
306,牡丹亭,第五十五出,北水仙子,否,472,黄,点黄钱聘,点黄钱聘了咱,正文
307,牡丹亭,第五十五出,南双声子,否,473,黄,人梦黄泉下,阴人梦黄泉下,正文
