序号,剧本,出,曲牌,是否前腔,曲牌序号,色彩,色彩全字,色彩类型
121,牡丹亭,第二十七出,集唐,否,198,黄,粉委黄泥,“几年红粉委黄泥　雍裕之,正文
122,牡丹亭,第二十七出,太平令,否,199,青,羽衣青鸟闲,羽衣青鸟闲来往,正文
123,牡丹亭,第二十七出,集唐,否,200,朱,毛节朱幡倚,你毛节朱幡倚石龛　王维,正文
0,牡丹亭,第二十七出,孝南歌,否,201
124,牡丹亭,第二十七出,孝南歌,是,202,红,半枝红蜡装,残梅半枝红蜡装,正文
125,牡丹亭,第二十七出,水红花,否,203,红,水红花,水红花,曲牌
125,牡丹亭,第二十七出,水红花,否,203,丹,过牡丹亭、,转过牡丹亭、芍药栏,正文
125,牡丹亭,第二十七出,水红花,否,203,青,鬼灯青,鬼灯青,正文
126,牡丹亭,第二十七出,添字昭君怒,否,204,金,日千金小姐,“昔日千金小姐,正文
127,牡丹亭,第二十七出,小桃红,否,205,红,小桃红,小桃红,曲牌
128,牡丹亭,第二十七出,下山虎,否,206,青,看这青词上,再看这青词上,正文
128,牡丹亭,第二十七出,下山虎,否,206,金,零钟金字经,则为这断鼓零钟金字经,正文
128,牡丹亭,第二十七出,下山虎,否,206,黄,动俺黄粱境,叩动俺黄粱境,正文
0,牡丹亭,第二十七出,醉归迟,否,207
129,牡丹亭,第二十七出,黑麻令,否,208,黑,黑麻令,黑麻令,曲牌
129,牡丹亭,第二十七出,黑麻令,否,208,红,惺忪红泪飘,冷惺忪红泪飘零,正文
130,牡丹亭,第二十七出,尾声,否,209,翠,翠翘金,翠翘金凤,正文
130,牡丹亭,第二十七出,尾声,否,209,金,翠翘金凤,翠翘金凤,正文
130,牡丹亭,第二十七出,尾声,否,209,红,红裙绿,红裙绿袄,正文
130,牡丹亭,第二十七出,尾声,否,209,绿,红裙绿袄,红裙绿袄,正文
0,牡丹亭,第二十七出,忆多娇,否,210
131,牡丹亭,第二十七出,尾声,否,211,兰,有杜兰香,也应知有杜兰香,下场诗
132,牡丹亭,第二十八出,夜行船,否,212,红,一片红云下,“一片红云下太清,正文
133,牡丹亭,第二十八出,香偏满,否,213,丹青,丹青小画,丹青小画,正文
134,牡丹亭,第二十八出,懒画眉,否,214,翠,个拾翠人儿,可想到有个拾翠人儿也逗着他,正文
135,牡丹亭,第二十八出,二犯梧桐树,否,215,丹青,涴的丹青亚,若不为擎奇怕涴的丹青亚,正文
136,牡丹亭,第二十八出,浣溪沙,否,216,绿,绡萼绿华,飞上烟绡萼绿华,正文
0,牡丹亭,第二十八出,刘泼帽,否,217
137,牡丹亭,第二十八出,秋夜月,否,218,翠,烟空翠影遥,烟空翠影遥山抹,正文
0,牡丹亭,第二十八出,东瓯令,否,219
138,牡丹亭,第二十八出,金莲子,否,220,金,金莲子,金莲子,曲牌
139,牡丹亭,第二十八出,隔尾,否,221,丹青,月下丹青引,魂随月下丹青引,正文
139,牡丹亭,第二十八出,隔尾,否,221,丹青,儿误丹青风影,险些儿误丹青风影落灯花,正文
140,牡丹亭,第二十八出,朝天懒,否,222,粉,的是粉冷香,怕的是粉冷香销泣绛纱,正文
141,牡丹亭,第二十八出,朝天懒,是,223,翠,敲弹翠竹窗,我待敲弹翠竹窗栊下,正文
0,牡丹亭,第二十八出,玩仙灯,否,224
142,牡丹亭,第二十八出,红衲袄,否,225,红,红衲袄,红衲袄,曲牌
142,牡丹亭,第二十八出,红衲袄,否,225,绿,处里绿杨曾,敢甚处里绿杨曾系马,正文
142,牡丹亭,第二十八出,红衲袄,否,225,红,待要红袖分,因此上待要红袖分灯向碧纱,正文
0,牡丹亭,第二十八出,红衲袄,是,226
0,牡丹亭,第二十八出,宜春令,否,227
143,牡丹亭,第二十八出,宜春令,是,228,银,风流银蜡,闪一笑风流银蜡,正文
143,牡丹亭,第二十八出,宜春令,是,228,金,金钗客,金钗客寒夜来家,正文
144,牡丹亭,第二十八出,耍鲍老,否,229,丹,牡丹亭,牡丹亭,正文
145,牡丹亭,第二十八出,滴滴金,否,230,金,滴滴金,滴滴金,曲牌
145,牡丹亭,第二十八出,滴滴金,否,230,金,妾千金之躯,妾千金之躯,正文
146,牡丹亭,第二十八出,意不尽,否,231,白,白,李　白　（生,下场诗
147,牡丹亭,第二十九出,步步娇,否,232,赤,赤紧的,赤紧的是那走方娘,正文
0,牡丹亭,第二十九出,步步娇,是,233
148,牡丹亭,第二十九出,剔银灯,否,234,银,剔银灯,剔银灯,曲牌
149,牡丹亭,第二十九出,剔银灯,是,235,青,然年青试妆,俺虽然年青试妆,正文
150,牡丹亭,第二十九出,一封书,否,236,白,闲步白云除,闲步白云除,正文
150,牡丹亭,第二十九出,一封书,否,236,白,司明白去,扯他道录司明白去,正文
0,牡丹亭,第二十九出,一封书,是,237
151,牡丹亭,第二十九出,尾声,否,238,金,乱向金笼说,乱向金笼说是非,下场诗
151,牡丹亭,第二十九出,尾声,否,238,兰,僧子兰,僧子兰,下场诗
152,牡丹亭,第三十出,捣练子,否,239,红,点猩红一点,“一点猩红一点金,正文
152,牡丹亭,第三十出,捣练子,否,239,金,一点金,“一点猩红一点金,正文
152,牡丹亭,第三十出,捣练子,否,239,金,：“金莲若,正是：“金莲若肯移三寸,正文
152,牡丹亭,第三十出,捣练子,否,239,银,银烛先,银烛先教刻五分,正文
0,牡丹亭,第三十出,称人心,否,240
0,牡丹亭,第三十出,雨中归,否,241
153,牡丹亭,第三十出,集唐,否,242,朱,朱庆馀,自然无迹又无尘　朱庆馀,正文
153,牡丹亭,第三十出,集唐,否,242,白,白日寻,白日寻思夜梦频　令狐楚,正文
154,牡丹亭,第三十出,绣带儿,否,243,金,斜将金佩拖,顺风儿斜将金佩拖,正文
154,牡丹亭,第三十出,绣带儿,否,243,青,青梅数,青梅数粒,正文
154,牡丹亭,第三十出,绣带儿,否,243,红,蕉花红似俺,蕉花红似俺姐姐,正文
155,牡丹亭,第三十出,白练序,否,244,白,白练序,白练序,曲牌
155,牡丹亭,第三十出,白练序,否,244,金,金荷、,金荷、斟香糯,正文
155,牡丹亭,第三十出,白练序,否,244,翠,风外翠香红,东风外翠香红酦,正文
155,牡丹亭,第三十出,白练序,否,244,红,翠香红酦,东风外翠香红酦,正文
156,牡丹亭,第三十出,醉太平,否,245,翠,翠偃了,翠偃了情波,正文
156,牡丹亭,第三十出,醉太平,否,245,红,润红蕉点,润红蕉点,正文
157,牡丹亭,第三十出,白练序,否,246,白,白练序,白练序,曲牌
158,牡丹亭,第三十出,醉太平,否,247,翠,今夜翠颦轻,敢今夜翠颦轻可,正文
0,牡丹亭,第三十出,隔尾,否,248
0,牡丹亭,第三十出,滚遍,否,249
159,牡丹亭,第三十出,滚遍,是,250,白,今明白了,俺如今明白了,正文
0,牡丹亭,第三十出,尾声,否,251
0,牡丹亭,第三十一出,番卜算,否,252
160,牡丹亭,第三十一出,番卜算,是,253,金,天借金山为,天借金山为底柱,正文
161,牡丹亭,第三十一出,山花子,否,254,金,万里金汤,控长淮万里金汤,正文
161,牡丹亭,第三十一出,山花子,否,254,白,田高白玉,“占种海田高白玉,正文
161,牡丹亭,第三十一出,山花子,否,254,黄,井横黄金,掀翻盐井横黄金,正文
161,牡丹亭,第三十一出,山花子,否,254,金,横黄金,掀翻盐井横黄金,正文
162,牡丹亭,第三十一出,山花子,是,255,银,是银山雪,是银山雪障连天晃,正文
163,牡丹亭,第三十一出,舞霓裳,否,256,金,敢大金家早,敢大金家早晚来无状,正文
164,牡丹亭,第三十一出,红绣鞋,否,257,红,红绣鞋,红绣鞋,曲牌
0,牡丹亭,第三十一出,尾声,否,258
165,牡丹亭,第三十二出,月云高,否,259,金,暮云金阙,暮云金阙,正文
165,牡丹亭,第三十二出,月云高,否,259,兰,分氲兰麝,有分氲兰麝,正文
166,牡丹亭,第三十二出,月云高,是,260,白,来明白,去来明白,正文
166,牡丹亭,第三十二出,月云高,是,260,黄,黄泉路,黄泉路夫妻怎当赊,正文
167,牡丹亭,第三十二出,懒画眉,否,261,红,在残红榭,惊鸦闪落在残红榭,正文
167,牡丹亭,第三十二出,懒画眉,否,261,紫,降了紫云车,玉天仙光降了紫云车,正文
168,牡丹亭,第三十二出,太师引,否,262,红,把断红重接,一径的把断红重接,正文
0,牡丹亭,第三十二出,锁寒窗,否,263
169,牡丹亭,第三十二出,太师引,否,264,红,人家红定回,并不曾受人家红定回鸾帖,正文
170,牡丹亭,第三十二出,锁寒窗,否,265,金,你千金笑等,似你千金笑等闲抛泄,正文
170,牡丹亭,第三十二出,锁寒窗,否,265,青,和伊青春才,便和伊青春才貌恰争些,正文
171,牡丹亭,第三十二出,红衫儿,否,266,红,红衫儿,红衫儿,曲牌
172,牡丹亭,第三十二出,红衫儿,是,267,白,不明白辜负,不明白辜负了幽期,正文
0,牡丹亭,第三十二出,相思令,否,268
0,牡丹亭,第三十二出,滴溜子,否,269
173,牡丹亭,第三十二出,闹樊楼,否,270,粉,一个粉扑儿,可怎生一个粉扑儿,正文
173,牡丹亭,第三十二出,闹樊楼,否,270,白,歹表白一些,你好歹表白一些儿,正文
174,牡丹亭,第三十二出,啄木犯,否,271,青,青春多,青春多少,正文
175,牡丹亭,第三十二出,啄木犯,是,272,金,面千金小姐,看一面千金小姐,正文
0,牡丹亭,第三十二出,三段子,否,273
176,牡丹亭,第三十二出,三段子,是,274,黄,阵昏黄月,衠幽香一阵昏黄月,正文
0,牡丹亭,第三十二出,斗双鸡,否,275
0,牡丹亭,第三十二出,登小楼,否,276
0,牡丹亭,第三十二出,鲍老催,否,277
177,牡丹亭,第三十二出,耍鲍老,否,278,粉,须粉碎俺,须粉碎俺丁香节,正文
178,牡丹亭,第三十二出,尾声,否,279,金,惆怅金泥簇,李商隐　惆怅金泥簇蝶裙,下场诗
178,牡丹亭,第三十二出,尾声,否,279,紫,传示紫阳君,刘言史　有人传示紫阳君,下场诗
178,牡丹亭,第三十二出,尾声,否,279,黄,着俺黄泉恨,不着俺黄泉恨你,正文
0,牡丹亭,第三十三出,绕池游,否,280
179,牡丹亭,第三十三出,诉衷情,否,281,翠,空翠冷霓,空翠冷霓裳,正文
180,牡丹亭,第三十三出,绕池游,是,282,紫,香覆紫金堂,“落花香覆紫金堂,正文
180,牡丹亭,第三十三出,绕池游,是,282,金,覆紫金堂,“落花香覆紫金堂,正文
180,牡丹亭,第三十三出,绕池游,是,282,金,玉天金阙,高处玉天金阙,正文
180,牡丹亭,第三十三出,绕池游,是,282,翠,天积翠玉台,“中天积翠玉台遥,正文
181,牡丹亭,第三十三出,五更转,否,283,红,说这红梅院,你说这红梅院,正文
182,牡丹亭,第三十三出,五更转,是,284,红,是这红梅院,便是这红梅院,正文
0,牡丹亭,第三十三出,五更转,是,285
183,牡丹亭,第三十三出,五更转,是,286,金,喜金鸡玉,喜金鸡玉犬非牛日,正文
0,牡丹亭,第三十四出,女冠子,否,287
184,牡丹亭,第三十四出,黄莺儿,否,288,黄,黄莺儿,黄莺儿,曲牌
0,牡丹亭,第三十四出,黄莺儿,是,289
185,牡丹亭,第三十五出,字字双,否,290,黄,了些黄钱,带了些黄钱,正文
186,牡丹亭,第三十五出,出队子,否,291,绿,风老绿芜,近墓西风老绿芜,正文
186,牡丹亭,第三十五出,出队子,否,291,青,青青蔓,青青蔓草春长,正文
186,牡丹亭,第三十五出,出队子,否,291,青,青青蔓草,青青蔓草春长,正文
187,牡丹亭,第三十五出,啄木鹂,否,292,红,山前红地炉,烟罩山前红地炉,正文
188,牡丹亭,第三十五出,啄木鹂,是,293,银,出水银介,（旦作呕出水银介,括号
188,牡丹亭,第三十五出,啄木鹂,是,293,银,块花银,一块花银,正文
188,牡丹亭,第三十五出,啄木鹂,是,293,黄,半榻黄泉路,润芳姿半榻黄泉路,正文
189,牡丹亭,第三十五出,金蕉叶,否,294,金,金蕉叶,金蕉叶,曲牌
189,牡丹亭,第三十五出,金蕉叶,否,294,丹,这牡丹亭内,且在这牡丹亭内进还魂丹,正文
189,牡丹亭,第三十五出,金蕉叶,否,294,丹,还魂丹,且在这牡丹亭内进还魂丹,正文
0,牡丹亭,第三十五出,莺啼序,否,295
0,牡丹亭,第三十五出,莺啼序,是,296
0,牡丹亭,第三十五出,尾声,否,297
0,牡丹亭,第三十六出,意难忘,否,298
190,牡丹亭,第三十六出,画堂春,否,299,红,睡损红妆,睡损红妆,正文
190,牡丹亭,第三十六出,画堂春,否,299,金,火传金炧重,火传金炧重香,正文
0,牡丹亭,第三十六出,胜如花,否,300
191,牡丹亭,第三十六出,生查子,否,301,金,笑插金钗,你看他含笑插金钗,正文
192,牡丹亭,第三十六出,胜如花,否,302,青,青台闭,青台闭,正文
192,牡丹亭,第三十六出,胜如花,否,302,白,白日开,白日开,正文
192,牡丹亭,第三十六出,胜如花,否,302,黄,几个黄昏陪,也曾落几个黄昏陪待,正文
193,牡丹亭,第三十六出,不是路,否,303,翠,萧转翠苔,花影萧萧转翠苔,正文
194,牡丹亭,第三十六出,不是路,是,304,青,酒滴青娥墓,酒滴青娥墓上回,正文
195,牡丹亭,第三十六出,榴花泣,否,305,金,送金杯,送金杯,正文
196,牡丹亭,第三十六出,榴花泣,是,306,兰,杜兰香真,杜兰香真个在读书斋,正文
0,牡丹亭,第三十六出,急板令,否,307
197,牡丹亭,第三十六出,急板令,是,308,翠,翠黯香,翠黯香囊,正文
197,牡丹亭,第三十六出,急板令,是,308,金,泥渍金钗,泥渍金钗,正文
198,牡丹亭,第三十六出,一撮掉,否,309,蓝,蓝桥驿,蓝桥驿,正文
0,牡丹亭,第三十六出,尾声,否,310
199,牡丹亭,第三十七出,集唐,否,311,朱,朱庆馀,吟背春城出草迟　朱庆馀,正文
200,牡丹亭,第三十七出,懒画眉,否,312,金,此葬金钗,当时曾此葬金钗,正文
201,牡丹亭,第三十七出,朝天子,否,313,金,多少金珠葬,他有多少金珠葬在打眼来,正文
201,牡丹亭,第三十七出,朝天子,否,313,朱,不是朱漆板,这草窝里不是朱漆板头,正文
202,牡丹亭,第三十七出,普天乐,否,314,红,乱红衣暗,乱红衣暗泣莲腮,正文
202,牡丹亭,第三十七出,普天乐,否,314,黑,似黑月重,似黑月重抛业海,正文
203,牡丹亭,第三十七出,尾声,否,315,金,弄里金珠曾,他古弄里金珠曾见来,正文
203,牡丹亭,第三十七出,尾声,否,315,白,白居易,白居易,下场诗
203,牡丹亭,第三十七出,尾声,否,315,兰,僧子兰,僧子兰,下场诗
203,牡丹亭,第三十七出,尾声,否,315,金,么向金盖银,你道他为什么向金盖银墙做打家贼,正文
203,牡丹亭,第三十七出,尾声,否,315,银,金盖银墙做,你道他为什么向金盖银墙做打家贼,正文
204,牡丹亭,第三十八出,霜天晓角,否,316,赤,忠心赤胆向,忠心赤胆向胡天,正文
204,牡丹亭,第三十八出,霜天晓角,否,316,红,鼓噪红旗动,鼓噪红旗动,正文
204,牡丹亭,第三十八出,霜天晓角,否,316,金,俺溜金王奉,”俺溜金王奉大金之命,正文
204,牡丹亭,第三十八出,霜天晓角,否,316,金,奉大金之命,”俺溜金王奉大金之命,正文
204,牡丹亭,第三十八出,霜天晓角,否,316,金,听大金家兵,打听大金家兵粮凑集,正文
205,牡丹亭,第三十八出,霜天晓角,是,317,金,闻得金主南,闻得金主南侵,正文
0,牡丹亭,第三十八出,锦上花,否,318
206,牡丹亭,第三十八出,锦上花,是,319,金,溜金王听,溜金王听俺分付：军到处,正文
206,牡丹亭,第三十八出,锦上花,是,319,红,领帅红旗下,如今领帅红旗下,下场诗
206,牡丹亭,第三十八出,锦上花,是,319,金,云鬟金凤凰,擘破云鬟金凤凰,下场诗
206,牡丹亭,第三十八出,锦上花,是,319,粉,烟粉牢笼,烟粉牢笼,正文
0,牡丹亭,第三十九出,唐多令,否,320
207,牡丹亭,第三十九出,江儿水,否,321,丹,你牡丹亭上,便和你牡丹亭上去了,正文
208,牡丹亭,第三十九出,江儿水,是,322,丹,路从丹凤城,“路从丹凤城边过,正文
208,牡丹亭,第三十九出,江儿水,是,322,金,酒向金鱼馆,酒向金鱼馆内沽,正文
208,牡丹亭,第三十九出,江儿水,是,322,红,状元红了,这酒便是状元红了,正文
0,牡丹亭,第三十九出,小措大,否,323
209,牡丹亭,第三十九出,小措大,是,324,金,大泥金报喜,二指大泥金报喜,正文
210,牡丹亭,第三十九出,尾声,否,325,红粉,红粉楼中,红粉楼中应计日,下场诗
210,牡丹亭,第三十九出,尾声,否,325,金,精神金阶对,你和俺倍精神金阶对策,正文
0,牡丹亭,第四十出,孤飞雁,否,326
211,牡丹亭,第四十出,金钱花,否,327,金,金钱花,金钱花,曲牌
211,牡丹亭,第四十出,金钱花,否,327,白,表白一会,表白一会,正文
211,牡丹亭,第四十出,金钱花,否,327,金,一架金钟玉,原来用刑人先捞了俺一架金钟玉磬,正文
211,牡丹亭,第四十出,金钱花,否,327,黑,这件黑海青,把柳相公送俺这件黑海青摆将起来,正文
211,牡丹亭,第四十出,金钱花,否,327,青,黑海青摆将,把柳相公送俺这件黑海青摆将起来,正文
212,牡丹亭,第四十出,尾犯序,否,328,白,他俊白庞儿,他俊白庞儿,正文
0,牡丹亭,第四十出,尾犯序,是,329
213,牡丹亭,第四十出,尾声,否,330,金,是图金榜,去临安定是图金榜,正文
213,牡丹亭,第四十出,尾声,否,330,朱,朱,朱　湾　（丑,下场诗
214,牡丹亭,第四十一出,凤凰阁,否,331,丹,广寒丹桂吐,广寒丹桂吐层花,正文
215,牡丹亭,第四十一出,集唐,否,332,金,因金兵摇,因金兵摇动,正文
215,牡丹亭,第四十一出,集唐,否,332,碧绿,和碧绿琉璃,和碧绿琉璃水晶无二,正文
0,牡丹亭,第四十一出,一封书,否,333
216,牡丹亭,第四十一出,神仗儿,否,334,金,愿触金阶而,愿触金阶而死,正文
216,牡丹亭,第四十一出,神仗儿,否,334,金,近闻金兵犯,近闻金兵犯境,正文
0,牡丹亭,第四十一出,马蹄花,否,335
217,牡丹亭,第四十一出,马蹄花,是,336,朱,惟愿朱衣暗,惟愿朱衣暗点头,正文
218,牡丹亭,第四十一出,滴溜子,否,337,金,金人的,金人的、金人的风闻入寇,正文
218,牡丹亭,第四十一出,滴溜子,否,337,金,的、金人的,金人的、金人的风闻入寇,正文
219,牡丹亭,第四十一出,滴溜子,是,338,黄,黄道日,黄道日传胪祗候,正文
219,牡丹亭,第四十一出,滴溜子,是,338,金,听的金兵为,听的金兵为何而动,正文
219,牡丹亭,第四十一出,滴溜子,是,338,金,金主此,金主此行,正文
0,牡丹亭,第四十二出,夜游朝,否,339
220,牡丹亭,第四十二出,诉衷情,否,340,金,打听金兵要,昨日打听金兵要来,正文
221,牡丹亭,第四十二出,似娘儿,否,341,金,两点金焦,看两点金焦,正文
222,牡丹亭,第四十二出,玉楼春,否,342,金,过江金陵女,过江金陵女儿可好,正文
223,牡丹亭,第四十二出,长拍,否,343,金,金风微,金风微度,正文
223,牡丹亭,第四十二出,长拍,否,343,白,点点白鸥飞,点点白鸥飞近渡,正文
223,牡丹亭,第四十二出,长拍,否,343,绿,帆映绿蒲,落日摇帆映绿蒲,正文
223,牡丹亭,第四十二出,长拍,否,343,白,白云秋,白云秋窣的鸣箫鼓,正文
224,牡丹亭,第四十二出,不是路,否,344,红,走马红亭路,吾当走马红亭路,正文
0,牡丹亭,第四十二出,不是路,是,345
0,牡丹亭,第四十二出,短拍,否,346
0,牡丹亭,第四十二出,尾声,否,347
225,牡丹亭,第四十三出,六幺令,否,348,黄,望黄淮秋,望黄淮秋卷浪云高,正文
0,牡丹亭,第四十三出,昭君怨,否,349
0,牡丹亭,第四十三出,四边静,否,350
226,牡丹亭,第四十三出,四边静,是,351,金,俺溜金王手,你看俺溜金王手下,正文
227,牡丹亭,第四十三出,番卜算,否,352,乌,闪却乌纱帽,闪却乌纱帽,正文
0,牡丹亭,第四十三出,更漏子,否,353
228,牡丹亭,第四十三出,金钱花,否,354,金,金钱花,金钱花,曲牌
0,牡丹亭,第四十三出,金钱花,是,355
229,牡丹亭,第四十三出,粉蝶儿引,否,356,粉,粉蝶儿,粉蝶儿引,曲牌
229,牡丹亭,第四十三出,粉蝶儿引,否,356,金,了溜金王；,锁住了溜金王；若里面锁,正文
0,牡丹亭,第四十三出,刬锹儿,否,357
230,牡丹亭,第四十三出,刬锹儿,是,358,金,怕大金家兵,则怕大金家兵来了,正文
230,牡丹亭,第四十三出,刬锹儿,是,358,金,金兵呵,金兵呵,正文
231,牡丹亭,第四十三出,尾声,否,359,朱,甲拥朱轮,三千犀甲拥朱轮,下场诗
232,牡丹亭,第四十四出,菊花新,否,360,金,闲把金钗带,闲把金钗带笑敲,正文
232,牡丹亭,第四十四出,菊花新,否,360,金,盼泥金俺明,盼泥金俺明香暗焦,正文
233,牡丹亭,第四十四出,出队子,否,361,金,盼泥金赚杀,盼泥金赚杀玉多娇,正文
234,牡丹亭,第四十四出,瓦盆儿,否,362,金,大金家兵,大金家兵起,正文
235,牡丹亭,第四十四出,榴花泣,否,363,白,白云亲,白云亲舍,正文
235,牡丹亭,第四十四出,榴花泣,否,363,白,平白地凤,平白地凤婿过门,正文
235,牡丹亭,第四十四出,榴花泣,否,363,青,似半青天鹊,好似半青天鹊影成桥,正文
0,牡丹亭,第四十四出,榴花泣,是,364
0,牡丹亭,第四十四出,渔家灯,否,365
0,牡丹亭,第四十四出,渔家灯,是,366
0,牡丹亭,第四十四出,尾声,否,367
0,牡丹亭,第四十五出,包子令,否,368
236,牡丹亭,第四十五出,驻马听,否,369,乌,：“乌鸦喜,正是：“乌鸦喜鹊同行,正文
0,牡丹亭,第四十五出,普贤歌,否,370
237,牡丹亭,第四十五出,粉蝶儿,否,371,粉,粉蝶儿,粉蝶儿,曲牌
0,牡丹亭,第四十五出,大迓鼓,否,372
238,牡丹亭,第四十五出,尾声,否,373,白,白,李　白　日暮沙场飞作灰,下场诗
238,牡丹亭,第四十五出,尾声,否,373,金,这溜金王,显威风、记的这溜金王,正文
0,牡丹亭,第四十六出,破阵子,否,374
239,牡丹亭,第四十六出,集唐,否,375,金,飞扬金鼓,飞扬金鼓,正文
240,牡丹亭,第四十六出,玉桂枝,否,376,黄,做了黄沙片,这望中原做了黄沙片地,正文
241,牡丹亭,第四十六出,浣溪沙,否,377,白,头通白了,老公相头通白了,正文
241,牡丹亭,第四十六出,浣溪沙,否,377,白,白首相,白首相看俺与伊,正文
242,牡丹亭,第四十六出,集唐,否,378,白,“头白乘驴,“头白乘驴悬布囊　卢纶,正文
243,牡丹亭,第四十六出,玉桂枝,否,379,金,那溜金王要,那溜金王要这座淮安城,正文
243,牡丹亭,第四十六出,玉桂枝,否,379,金,溜金王还,溜金王还有话么,正文
0,牡丹亭,第四十六出,榴花泣,否,380
0,牡丹亭,第四十六出,尾声,否,381
244,牡丹亭,第四十七出,出队子,否,382,金,家溜金王麾,自家溜金王麾下一名通事便是,正文
244,牡丹亭,第四十七出,出队子,否,382,金,王助金围宋,俺大王助金围宋,正文
245,牡丹亭,第四十七出,双劝酒,否,383,金,家溜金王,自家溜金王,正文
245,牡丹亭,第四十七出,双劝酒,否,383,金,见大金家有,你可听见大金家有人南朝打话,正文
246,牡丹亭,第四十七出,北夜行船,否,384,金,溜金爷,溜金爷,正文
246,牡丹亭,第四十七出,北夜行船,否,384,金,溜金王患,溜金王患病了,正文
0,牡丹亭,第四十七出,北清江引,否,385
0,牡丹亭,第四十七出,北清江引,是,386
247,牡丹亭,第四十七出,北尾,否,387,金,你大金家,铁围墙敢靠定你大金家,正文
247,牡丹亭,第四十七出,北尾,否,387,赤,嘴的赤支沙,则踹着你那几茎儿苫嘴的赤支沙,正文
247,牡丹亭,第四十七出,北尾,否,387,金,大金家得,大金家得知,正文
247,牡丹亭,第四十七出,北尾,否,387,金,这溜金王到,这溜金王到有些欠稳,正文
248,牡丹亭,第四十七出,缕缕金,否,388,金,缕缕金,缕缕金,曲牌
248,牡丹亭,第四十七出,缕缕金,否,388,金,一声金炮响,一声金炮响,正文
249,牡丹亭,第四十七出,一封书,否,389,金,远闻金朝封,“通家生杜宝敛衽杨老娘娘帐前：远闻金朝封贵夫为溜金王,正文
249,牡丹亭,第四十七出,一封书,否,389,金,为溜金王,“通家生杜宝敛衽杨老娘娘帐前：远闻金朝封贵夫为溜金王,正文
249,牡丹亭,第四十七出,一封书,否,389,金,为讨金娘娘,敕封夫人为讨金娘娘之职,正文
249,牡丹亭,第四十七出,一封书,否,389,金,我讨金娘娘,封我讨金娘娘,正文
249,牡丹亭,第四十七出,一封书,否,389,金,讨大金家不,难道要我征讨大金家不成,正文
249,牡丹亭,第四十七出,一封书,否,389,金,娘要金子,但是娘娘要金子,正文
249,牡丹亭,第四十七出,一封书,否,389,金,做讨金娘娘,因此叫做讨金娘娘,正文
249,牡丹亭,第四十七出,一封书,否,389,金,儿上金子,我冠儿上金子,正文
249,牡丹亭,第四十七出,一封书,否,389,金,顾讨金讨金,你只顾讨金讨金,正文
249,牡丹亭,第四十七出,一封书,否,389,金,金讨金,你只顾讨金讨金,正文
249,牡丹亭,第四十七出,一封书,否,389,金,这溜金王,把我这溜金王,正文
249,牡丹亭,第四十七出,一封书,否,389,金,了讨金王罢,连你也做了讨金王罢,正文
250,牡丹亭,第四十七出,一封书,是,390,金,怕金家成,怕金家成祸苗,正文
250,牡丹亭,第四十七出,一封书,是,390,黄,要黄金须,要黄金须任讨,正文
250,牡丹亭,第四十七出,一封书,是,390,金,要黄金须任,要黄金须任讨,正文
250,牡丹亭,第四十七出,一封书,是,390,黑,你黑海岸,你黑海岸回头星宿高,正文
251,牡丹亭,第四十七出,尾声,否,391,金,一边金,则为失了一边金,正文
251,牡丹亭,第四十七出,尾声,否,391,金,全仗金鞑子,全仗金鞑子威势,正文
251,牡丹亭,第四十七出,尾声,否,391,乌,不到乌江不,不到乌江不止,正文
0,牡丹亭,第四十七出,江头送别,否,392
252,牡丹亭,第四十七出,江头送别,是,393,金,了为金家伤,险做了为金家伤炎宋,正文
0,牡丹亭,第四十八出,十二时,否,394
253,牡丹亭,第四十八出,浣溪沙,否,395,翠,翠烟真,翠烟真是再来人,正文
253,牡丹亭,第四十八出,浣溪沙,否,395,黄,比你黄泉之,比你黄泉之下,正文
254,牡丹亭,第四十八出,针线箱,否,396,黑,洞天黑地,煞强似洞天黑地,正文
255,牡丹亭,第四十八出,针线箱,是,397,黑,昏黑了,昏黑了,正文
255,牡丹亭,第四十八出,针线箱,是,397,黑,月儿黑黑的,你看月儿黑黑的星儿晦,正文
255,牡丹亭,第四十八出,针线箱,是,397,黑,儿黑黑的星,你看月儿黑黑的星儿晦,正文
255,牡丹亭,第四十八出,针线箱,是,397,青,萤火青青似,萤火青青似鬼火吹,正文
255,牡丹亭,第四十八出,针线箱,是,397,青,火青青似鬼,萤火青青似鬼火吹,正文
255,牡丹亭,第四十八出,针线箱,是,397,黑,黑坐地,黑坐地,正文
256,牡丹亭,第四十八出,月儿高,否,398,黄,趁黄昏黑,趁黄昏黑影林峦,正文
256,牡丹亭,第四十八出,月儿高,否,398,黑,黄昏黑影林,趁黄昏黑影林峦,正文
0,牡丹亭,第四十八出,不是路,否,399
0,牡丹亭,第四十八出,不是路,是,400
257,牡丹亭,第四十八出,不是路,是,401,青,这青苔院,这青苔院,正文
257,牡丹亭,第四十八出,不是路,是,401,黄,落纸黄钱,怎生吹落纸黄钱,正文
0,牡丹亭,第四十八出,不是路,是,402
258,牡丹亭,第四十八出,番山虎,否,403,青,性上青天,则道你烈性上青天,正文
259,牡丹亭,第四十八出,番山虎,是,404,白,时明白也天,甚时明白也天,正文
0,牡丹亭,第四十八出,番山虎,是,405
0,牡丹亭,第四十八出,番山虎,是,406
260,牡丹亭,第四十八出,尾声,否,407,白,白居易,白居易　菱花初晓镜光寒,下场诗
