序号,剧本,出,曲牌,是否前腔,曲牌序号,色彩,色彩全字,色彩类型
107,南柯记,第二十五出,破齐阵,否,162,白,都是白玉砌,都是白玉砌裹,正文
107,南柯记,第二十五出,破齐阵,否,162,金,金屋人,金屋人双美,正文
108,南柯记,第二十五出,普天乐犯,否,163,红,红云度,红云度花千朵,正文
108,南柯记,第二十五出,普天乐犯,否,163,朱,的不朱颜笑,有甚的不朱颜笑呵,正文
0,南柯记,第二十五出,雁过沙犯,否,164
109,南柯记,第二十五出,倾杯犯,否,165,青,嵌青天,嵌青天,正文
110,南柯记,第二十五出,山桃红犯,否,166,红,山桃红犯,山桃红犯,曲牌
110,南柯记,第二十五出,山桃红犯,否,166,紫,（紫衣上,（紫衣上,正文
110,南柯记,第二十五出,山桃红犯,否,166,银,界断银河冷,界断银河冷澹些儿个,正文
110,南柯记,第二十五出,山桃红犯,否,166,紫,（紫衣叩,（紫衣叩头见生旦介,正文
110,南柯记,第二十五出,山桃红犯,否,166,紫,生扯紫介,（生扯紫介,括号
110,南柯记,第二十五出,山桃红犯,否,166,紫,（紫,（紫衣上,正文
111,南柯记,第二十六出,梨花儿,否,167,赤,三千赤驳军,父王分下咱三千赤驳军,正文
111,南柯记,第二十六出,梨花儿,否,167,金,安国金枝公,那大槐安国金枝公主,正文
0,南柯记,第二十六出,北调脱布衫,否,168
112,南柯记,第二十六出,中吕小梁州,否,169,金,玉砌金装巧,真乃是玉砌金装巧甃罗,正文
112,南柯记,第二十六出,中吕小梁州,否,169,翠,垒就翠银河,珍珠垒就翠银河,正文
112,南柯记,第二十六出,中吕小梁州,否,169,银,就翠银河,珍珠垒就翠银河,正文
113,南柯记,第二十六出,幺,否,170,翠,翠萝花,翠萝花,正文
113,南柯记,第二十六出,幺,否,170,金,缕金花,缕金花,正文
113,南柯记,第二十六出,幺,否,170,翠,攒翠花,攒翠花,正文
113,南柯记,第二十六出,幺,否,170,翠,窝那翠翦萝,小装窝那翠翦萝,正文
114,南柯记,第二十六出,耍孩儿三煞,否,171,翠,把个翠臻臻,倒把个翠臻臻画眉台脱了窝,正文
0,南柯记,第二十六出,尾声,否,172
0,南柯记,第二十七出,好事近前,否,173
115,南柯记,第二十七出,好事近后,否,174,朱,再朱颜来,再朱颜来么,正文
116,南柯记,第二十七出,清平乐,否,175,翠,柯交翠舞,风动槐柯交翠舞,正文
116,南柯记,第二十七出,清平乐,否,175,金,金炉旋,金炉旋注沈香,正文
117,南柯记,第二十七出,六犯宫词,否,176,红,落红凝院,落红凝院,正文
117,南柯记,第二十七出,六犯宫词,否,176,金,金钗半,金钗半坠云窝,正文
117,南柯记,第二十七出,六犯宫词,否,176,翠,思浴翠波,一会间似热又寻思浴翠波,正文
118,南柯记,第二十七出,六犯宫词,是,177,朱,朱颜怎,朱颜怎得个笑微酡,正文
0,南柯记,第二十七出,风入松,否,178
0,南柯记,第二十七出,风入松,是,179
0,南柯记,第二十七出,尾声,否,180
0,南柯记,第二十七出,滴溜子,否,181
0,南柯记,第二十七出,滴溜子,是,182
0,南柯记,第二十七出,醉罗歌,否,183
119,南柯记,第二十八出,逍遥乐,否,184,黄,独坐黄堂,独坐黄堂,正文
0,南柯记,第二十八出,啼莺儿,否,185
120,南柯记,第二十八出,啼莺儿,是,186,银,银河湿,银河湿云流素光,正文
120,南柯记,第二十八出,啼莺儿,是,186,翠,点滴翠荷盘,点滴翠荷盘上,正文
120,南柯记,第二十八出,啼莺儿,是,186,银,打鸭银塘,吉琤琤打鸭银塘,正文
120,南柯记,第二十八出,啼莺儿,是,186,翠,芭蕉翠幌,飒答在芭蕉翠幌,正文
0,南柯记,第二十八出,啄木鹂,否,187
121,南柯记,第二十八出,啄木鹂,是,188,黄,阵阵黄昏愁,一阵阵黄昏愁雁行,正文
121,南柯记,第二十八出,啄木鹂,是,188,银,半灭银缸,闪窗纱半灭银缸,正文
122,南柯记,第二十八出,刮鼓令,否,189,粉,下个粉坛场,筑下个粉坛场,正文
122,南柯记,第二十八出,刮鼓令,否,189,金,做了金镫响,倒做了金镫响玎珰,正文
0,南柯记,第二十八出,刮鼓令,是,190
123,南柯记,第二十九出,金钱花,否,191,金,金钱花,金钱花,曲牌
123,南柯记,第二十九出,金钱花,否,191,银,过小银河,咱编桥渡过小银河,正文
123,南柯记,第二十九出,金钱花,否,191,赤,赤剥剥,赤剥剥的笑呵呵,正文
123,南柯记,第二十九出,金钱花,否,191,青,胆破青鸾色,胆破青鸾色,正文
0,南柯记,第二十九出,南吕一枝花,否,192
124,南柯记,第二十九出,梁州第七,否,193,金,逼的金莲窄,小靴尖忒逼的金莲窄,正文
124,南柯记,第二十九出,梁州第七,否,193,金,连连金锁枪,撒连连金锁枪櫑,正文
124,南柯记,第二十九出,梁州第七,否,193,金,琅琅金泥箭,厮琅琅金泥箭袋,正文
124,南柯记,第二十九出,梁州第七,否,193,金,朗的金字旗,明朗朗的金字旗牌,正文
124,南柯记,第二十九出,梁州第七,否,193,粉,粉将军,粉将军把旗势摆,正文
124,南柯记,第二十九出,梁州第七,否,193,红,一朵红云上,你看我一朵红云上将台,正文
125,南柯记,第二十九出,牧羊关,否,194,赤,赤体精,赤体精骸,正文
126,南柯记,第二十九出,四块玉,否,195,金,要些金银,要些金银,正文
126,南柯记,第二十九出,四块玉,否,195,银,些金银,要些金银,正文
126,南柯记,第二十九出,四块玉,否,195,粉,甚么粉丕丕,则道少甚么粉丕丕女将材,正文
0,南柯记,第二十九出,骂玉郎,否,196
127,南柯记,第二十九出,哭皇天,否,197,白,恶茶白赖,使村沙恶茶白赖,正文
127,南柯记,第二十九出,哭皇天,否,197,翠,丝、翠翦罗,前日宝檀丝、翠翦罗,正文
127,南柯记,第二十九出,哭皇天,否,197,金,玉叶金枝胡,小觑我玉叶金枝胡揣,正文
127,南柯记,第二十九出,哭皇天,否,197,金,一般金枝玉,俺一般金枝玉叶,正文
127,南柯记,第二十九出,哭皇天,否,197,金,攒盔金凤钗,扑琅生射中了八宝攒盔金凤钗,正文
0,南柯记,第二十九出,赚尾,否,198
128,南柯记,第二十九出,乌夜啼,否,199,乌,乌夜啼,乌夜啼,曲牌
128,南柯记,第二十九出,乌夜啼,否,199,金,射中金钗,射中金钗,正文
129,南柯记,第二十九出,尾煞,否,200,金,马敲金镫响,马敲金镫响,下场诗
129,南柯记,第二十九出,尾煞,否,200,金,听金鼓喧,听金鼓喧传拜将台,正文
129,南柯记,第二十九出,尾煞,否,200,红,红云阵,红云阵摆,正文
0,南柯记,第三十出,六幺令,否,201
0,南柯记,第三十出,六幺令,是,202
0,南柯记,第三十出,六幺令,是,203
0,南柯记,第三十出,六幺令,是,204
0,南柯记,第三十一出,三台令,否,205
130,南柯记,第三十一出,集唐,否,206,白,白发新,白发新添四五茎,正文
0,南柯记,第三十一出,三台令,是,207
131,南柯记,第三十一出,北醉花阴,否,208,白,辐巾白袍带,（周弁辐巾白袍带剑走马上,括号
132,南柯记,第三十一出,南画眉序,否,209,金,柳散金杯,花柳散金杯,正文
132,南柯记,第三十一出,南画眉序,否,209,黄,去有黄金锁,当初去有黄金锁子甲,正文
132,南柯记,第三十一出,南画眉序,否,209,金,有黄金锁子,当初去有黄金锁子甲,正文
132,南柯记,第三十一出,南画眉序,否,209,赤,全身赤体,怎全身赤体,正文
133,南柯记,第三十一出,北喜迁莺,否,210,赤,的俺赤甲山,激的俺赤甲山前被虏围,正文
0,南柯记,第三十一出,南画眉序,否,211
0,南柯记,第三十一出,北出队子,否,212
0,南柯记,第三十一出,南滴溜子,否,213
0,南柯记,第三十一出,北刮地风,否,214
134,南柯记,第三十一出,南滴滴金,否,215,金,滴滴金,南滴滴金,曲牌
0,南柯记,第三十一出,北四门子,否,216
135,南柯记,第三十一出,南鲍老催,否,217,赤,王面赤非干,；关大王面赤非干醉,正文
135,南柯记,第三十一出,南鲍老催,否,217,丹青,上丹青于禁,上丹青于禁身牢系,正文
0,南柯记,第三十一出,北水仙子,否,218
0,南柯记,第三十一出,南双声子,否,219
136,南柯记,第三十一出,北尾,否,220,红,儿大红疙瘩,一个酒刺儿大红疙瘩,正文
0,南柯记,第三十二出,小蓬莱,否,221
137,南柯记,第三十二出,集唐,否,222,黄,黄龙戍,黄龙戍卒几时归,正文
0,南柯记,第三十二出,小蓬莱,是,223
0,南柯记,第三十二出,琐窗郎,否,224
0,南柯记,第三十二出,琐窗郎,是,225
0,南柯记,第三十二出,琐窗郎,是,226
138,南柯记,第三十三出,意迟迟,否,227,红,枕痕红,泪湿枕痕红,正文
0,南柯记,第三十三出,古调笑,否,228
139,南柯记,第三十三出,步蟾宫,否,229,红,折残红,倚雕栏和泪折残红,正文
0,南柯记,第三十三出,集贤宾,否,230
140,南柯记,第三十三出,集贤宾,是,231,红,宇啼红,对杜宇啼红,正文
141,南柯记,第三十三出,猫儿坠,否,232,红,脸霞红,消尽了脸霞红,正文
142,南柯记,第三十三出,猫儿坠,是,233,紫,（紫读诏,（紫读诏介,正文
142,南柯记,第三十三出,猫儿坠,是,233,紫,（紫叩头,（紫叩头介,正文
142,南柯记,第三十三出,猫儿坠,是,233,紫,（紫,（紫读诏介,正文
142,南柯记,第三十三出,猫儿坠,是,233,紫,（紫,（紫读诏介,正文
143,南柯记,第三十三出,皂莺儿,否,234,金,金枝玉,金枝玉叶病委蕤,下场诗
143,南柯记,第三十三出,皂莺儿,否,234,乌,你乌纱绰,你乌纱绰鬓非无用,正文
143,南柯记,第三十三出,皂莺儿,否,234,红,御筵红,排备御筵红,正文
144,南柯记,第三十四出,浪淘沙,否,235,白,白头纱,白头纱帽保平安,正文
144,南柯记,第三十四出,浪淘沙,否,235,白,子皓白了,如今胡子皓白了,正文
0,南柯记,第三十四出,浪淘沙,是,236
145,南柯记,第三十四出,一落索,否,237,红,红尘拥,红尘拥路,正文
146,南柯记,第三十四出,懒画眉,否,238,金,彩门金字：,彩门金字：新筑沙堤,正文
146,南柯记,第三十四出,懒画眉,否,238,赤,衔恩赤子要,原来是衔恩赤子要追攀,正文
0,南柯记,第三十四出,懒画眉,是,239
147,南柯记,第三十四出,山花子,否,240,黄,看黄金印,看黄金印文边角全,正文
147,南柯记,第三十四出,山花子,否,240,金,看黄金印文,看黄金印文边角全,正文
147,南柯记,第三十四出,山花子,否,240,金,席上金杯满,筵席上金杯满前离恨端,正文
148,南柯记,第三十四出,山花子,是,241,黄,俺旧黄堂政,俺旧黄堂政事新人管,正文
148,南柯记,第三十四出,山花子,是,241,金,教条金石刊,喜明公教条金石刊,正文
0,南柯记,第三十四出,大和佛,否,242
0,南柯记,第三十四出,舞霓裳,否,243
149,南柯记,第三十四出,红绣鞋,否,244,红,红绣鞋,红绣鞋,曲牌
150,南柯记,第三十四出,尾声,否,245,白,取白绫、,取白绫、素绢、檀香去行礼,正文
151,南柯记,第三十五出,绕红楼,否,246,红,绕红楼,绕红楼,曲牌
151,南柯记,第三十五出,绕红楼,否,246,金,生长金枝岁,生长金枝岁月深,正文
151,南柯记,第三十五出,绕红楼,否,246,红,病损红妆,怕病损红妆,正文
151,南柯记,第三十五出,绕红楼,否,246,紫,归迟紫禁,归迟紫禁,正文
152,南柯记,第三十五出,清平乐,否,247,绿,绿遍长,绿遍长秋道,正文
152,南柯记,第三十五出,清平乐,否,247,红,宫前红泪悄,礓石宫前红泪悄,正文
152,南柯记,第三十五出,清平乐,否,247,红,小扇红罗,休遮小扇红罗,正文
152,南柯记,第三十五出,清平乐,否,247,青,青鸟能,青鸟能传喜,正文
152,南柯记,第三十五出,清平乐,否,247,乌,慈乌怎报,慈乌怎报凶,正文
0,南柯记,第三十五出,哭相思,否,248
153,南柯记,第三十五出,红衲袄,否,249,红,红衲袄,红衲袄,曲牌
153,南柯记,第三十五出,红衲袄,否,249,翠,依翡翠衾,也怪他病浅长依翡翠衾,正文
154,南柯记,第三十五出,红衲袄,是,250,红,把红泪饮,把红泪饮,正文
0,南柯记,第三十六出,绕地游,否,251
155,南柯记,第三十六出,绕地游,是,252,丹,再向丹墀回,再向丹墀回奏,正文
156,南柯记,第三十六出,马蹄花,否,253,金,金诰生,金诰生花,正文
157,南柯记,第三十六出,马蹄花,是,254,粉,三千粉黛,他有三千粉黛,正文
158,南柯记,第三十六出,卜算子,否,255,金,袴插金貂,纨袴插金貂,正文
158,南柯记,第三十六出,卜算子,否,255,红,日边红杏倚,日边红杏倚云高,正文
159,南柯记,第三十六出,八声甘州,否,256,粉,何郎粉泪淹,怕何郎粉泪淹消,正文
160,南柯记,第三十六出,八声甘州,是,257,红,看着红锦袍,有谁看着红锦袍,正文
161,南柯记,第三十七出,忆秦娥前,否,258,翠,山淡翠闲凝,秋山淡翠闲凝望,正文
0,南柯记,第三十七出,唐多令,否,259
162,南柯记,第三十七出,金落索,否,260,金,金落索,金落索,曲牌
162,南柯记,第三十七出,金落索,否,260,翠,恰好翠袖风,恰好翠袖风流少一双,正文
163,南柯记,第三十七出,忆秦娥后,否,261,粉,粉郎无,粉郎无恙,正文
163,南柯记,第三十七出,忆秦娥后,否,261,紫,来进紫檀香,方才各路各府差人以次而进；便是檀萝国也差官来进紫檀香一千二百斤,正文
163,南柯记,第三十七出,忆秦娥后,否,261,银,看他银山帛,看他银山帛海,正文
164,南柯记,第三十七出,金落索,否,262,金,金落索,金落索,曲牌
164,南柯记,第三十七出,金落索,否,262,朱,朱丝碧,朱丝碧琐牕,正文
164,南柯记,第三十七出,金落索,否,262,金,八尺金炉,八尺金炉,正文
0,南柯记,第三十七出,刘泼帽,否,263
0,南柯记,第三十七出,刘泼帽,是,264
165,南柯记,第三十八出,懒画眉,否,265,紫,则为紫鸾烟,则为紫鸾烟驾不同朝,正文
165,南柯记,第三十八出,懒画眉,否,265,金,金屋无,金屋无人见泪痕,正文
165,南柯记,第三十八出,懒画眉,否,265,金,怜他金钿秋,可怜他金钿秋尽雁书遥,正文
166,南柯记,第三十八出,不是路,否,266,青,青禽传,青禽传报去,正文
166,南柯记,第三十八出,不是路,否,266,翠,翠插乌,翠插乌纱双步摇,正文
166,南柯记,第三十八出,不是路,否,266,乌,翠插乌纱双,翠插乌纱双步摇,正文
167,南柯记,第三十八出,鹊仙桥,否,267,丹,丹心寸,丹心寸意,正文
168,南柯记,第三十八出,鹊仙桥,是,268,金,金鞭马,金鞭马上,正文
168,南柯记,第三十八出,鹊仙桥,是,268,红,清夜红颜索,清夜红颜索向,正文
0,南柯记,第三十八出,西江月,否,269
169,南柯记,第三十八出,解三酲犯,否,270,金,捧金杯笑,捧金杯笑眼斟量,正文
170,南柯记,第三十八出,解三酲犯,是,271,粉,多娇粉面郎,似咱这迤逗多娇粉面郎,正文
171,南柯记,第三十八出,解三酲犯,是,272,翠,这是翠拥红,这是翠拥红遮锦绣乡,正文
171,南柯记,第三十八出,解三酲犯,是,272,红,翠拥红遮锦,这是翠拥红遮锦绣乡,正文
0,南柯记,第三十八出,蛮儿犯,否,273
0,南柯记,第三十八出,蛮儿犯,是,274
172,南柯记,第三十八出,蛮儿犯,是,275,翠,风摇翠幌,风摇翠幌,正文
173,南柯记,第三十八出,蛮儿犯,是,276,金,把金钗夜,把金钗夜访,正文
0,南柯记,第三十八出,鹅鸭满度船,否,277
174,南柯记,第三十八出,尾声,否,278,红,得梅红帐,满床娇不下得梅红帐,正文
175,南柯记,第三十九出,菊花新,否,279,青,露冷青槐荫,露冷青槐荫御扉,正文
176,南柯记,第三十九出,菊花新,是,280,白,动的白楡星,甚槐安感动的白楡星气,正文
0,南柯记,第三十九出,琐窗郎,否,281
0,南柯记,第三十九出,琐窗郎,是,282
177,南柯记,第三十九出,意不尽,否,283,黄,黄河之,黄河之水能覆舟,正文
177,南柯记,第三十九出,意不尽,否,283,红,千岁红颜何,千岁红颜何足论,正文
177,南柯记,第三十九出,意不尽,否,283,丹,谴辞丹阙,一朝负谴辞丹阙,正文
0,南柯记,第四十出,胜如花,否,284
178,南柯记,第四十出,金蕉叶,否,285,金,金蕉叶,金蕉叶,曲牌
179,南柯记,第四十出,长相思,否,286,白,禁人白头,要禁人白头,正文
0,南柯记,第四十出,三换头,否,287
180,南柯记,第四十出,三换头,是,288,金,泣向金枝恨,泣向金枝恨落花,正文
181,南柯记,第四十出,入赚,否,289,紫,（紫衣官,（紫衣官上,正文
181,南柯记,第四十出,入赚,否,289,紫,（紫,（紫衣官上,正文
181,南柯记,第四十出,入赚,否,289,紫,（紫,（紫衣官上,正文
181,南柯记,第四十出,入赚,否,289,紫,（紫,（紫衣官上,正文
181,南柯记,第四十出,入赚,否,289,紫,紫衣官,（紫衣官上,括号
181,南柯记,第四十出,入赚,否,289,紫,（紫辞,（紫辞,正文
181,南柯记,第四十出,入赚,否,289,紫,俺紫衣人,俺紫衣人先去也,正文
182,南柯记,第四十一出,金鸡叫,否,290,金,金鸡叫,金鸡叫,曲牌
182,南柯记,第四十一出,金鸡叫,否,290,粉,不见粉郎朝,这些时宫闺不见粉郎朝,正文
183,南柯记,第四十一出,逍遥乐,否,291,朱,盼朱衣只,盼朱衣只在殿中间,正文
184,南柯记,第四十一出,皂罗袍,否,292,紫,叫紫衣官,叫紫衣官送淳郎起程,正文
0,南柯记,第四十一出,皂罗袍,是,293
185,南柯记,第四十一出,意不尽,否,294,紫,（二紫衣上,（二紫衣上,正文
185,南柯记,第四十一出,意不尽,否,294,紫,见紫衣介,见紫衣介,括号
185,南柯记,第四十一出,意不尽,否,294,紫,我的紫衣官,便是二十年前迎取我的紫衣官么,正文
185,南柯记,第四十一出,意不尽,否,294,紫,（紫懒应,（紫懒应介,正文
185,南柯记,第四十一出,意不尽,否,294,紫,（紫,（紫懒应介,正文
186,南柯记,第四十二出,绣带儿,否,295,绿,着这绿暗红,趁着这绿暗红稀出凤城,正文
186,南柯记,第四十二出,绣带儿,否,295,红,绿暗红稀出,趁着这绿暗红稀出凤城,正文
186,南柯记,第四十二出,绣带儿,否,295,金,这座金字城,便是这座金字城楼了,正文
187,南柯记,第四十二出,长相思,否,296,紫,（紫,（紫,正文
187,南柯记,第四十二出,长相思,否,296,紫,（紫随意,（紫随意行走做不畏生打歌介,正文
188,南柯记,第四十二出,绣带儿,是,297,紫,（紫,（紫,正文
188,南柯记,第四十二出,绣带儿,是,297,紫,紫,（紫,括号
188,南柯记,第四十二出,绣带儿,是,297,紫,（紫衣急,（紫衣急鞭牛走介,正文
188,南柯记,第四十二出,绣带儿,是,297,紫,（紫高叫,（紫高叫介,正文
188,南柯记,第四十二出,绣带儿,是,297,紫,应、紫推生,（叫三次生不应、紫推生就榻、生仍前作睡介、紫,括号
188,南柯记,第四十二出,绣带儿,是,297,紫,（紫鞭牛,（紫鞭牛走介,正文
188,南柯记,第四十二出,绣带儿,是,297,紫,紫衣官,紫衣官,正文
188,南柯记,第四十二出,绣带儿,是,297,紫,介、紫,（叫三次生不应、紫推生就榻、生仍前作睡介、紫,括号
188,南柯记,第四十二出,绣带儿,是,297,紫,（紫不应,（紫不应,正文
188,南柯记,第四十二出,绣带儿,是,297,紫,（紫笑介,（紫笑介,正文
188,南柯记,第四十二出,绣带儿,是,297,紫,紫衣官,紫衣官,正文
188,南柯记,第四十二出,绣带儿,是,297,紫,（紫,（紫衣急鞭牛走介,正文
188,南柯记,第四十二出,绣带儿,是,297,紫,者穿紫的,你们都不曾见那使者穿紫的,正文
189,南柯记,第四十二出,宜春令,否,298,紫,几个紫衣人,有几个紫衣人轩车叩迎,正文
189,南柯记,第四十二出,宜春令,否,298,紫,都是紫衣一,他都是紫衣一品,正文
190,南柯记,第四十二出,宜春令,是,299,红,色是红些,这台子土色是红些,正文
190,南柯记,第四十二出,宜春令,是,299,红,素翼红冠,你看他素翼红冠,正文
191,南柯记,第四十二出,宜春令,是,300,赤,十载赤子们,也亏他二十载赤子们相支应,正文
191,南柯记,第四十二出,宜春令,是,300,金,你葬金枝蟠,莫不是你葬金枝蟠龙冈影,正文
0,南柯记,第四十二出,宜春令,是,301
192,南柯记,第四十二出,太师引,否,302,紫,有紫檀一,有紫檀一株,正文
192,南柯记,第四十二出,太师引,否,302,赤,大群赤蚁往,见有大群赤蚁往来,正文
192,南柯记,第四十二出,太师引,否,302,赤,萝道赤剥军,此所谓全萝道赤剥军也,正文
193,南柯记,第四十二出,太师引,是,303,兰,比盂兰小会,这功德不比盂兰小会,正文
193,南柯记,第四十二出,太师引,是,303,紫,中有紫衣人,只见此中有紫衣人相请小生,正文
193,南柯记,第四十二出,太师引,是,303,兰,似盂兰听经,似盂兰听经,正文
0,南柯记,第四十二出,尾声,否,304
0,南柯记,第四十三出,浪淘沙,否,305
0,南柯记,第四十三出,浪淘沙,是,306
0,南柯记,第四十三出,浪淘沙,是,307
0,南柯记,第四十三出,北仙吕点绛唇,否,308
0,南柯记,第四十三出,混江龙,否,309
194,南柯记,第四十三出,油葫芦,否,310,红,子吐红莲,纥哩子吐红莲,正文
0,南柯记,第四十三出,天下乐,否,311
195,南柯记,第四十三出,那咤令,否,312,青,小生青天白,小生青天白日,正文
195,南柯记,第四十三出,那咤令,否,312,白,青天白日,小生青天白日,正文
195,南柯记,第四十三出,那咤令,否,312,黑,点心黑钻钻,这点心黑钻钻地孔穿,正文
195,南柯记,第四十三出,那咤令,否,312,金,宝钗金盒,当有二女持献宝钗金盒,正文
196,南柯记,第四十三出,寄生草,否,313,白,明叫白鹦哥,我分明叫白鹦哥说来,正文
196,南柯记,第四十三出,寄生草,否,313,金,金光一,金光一道,正文
0,南柯记,第四十三出,幺,否,314
0,南柯记,第四十三出,赚煞,否,315
0,南柯记,第四十四出,香柳娘,否,316
0,南柯记,第四十四出,香柳娘,是,317
0,南柯记,第四十四出,香柳娘,是,318
0,南柯记,第四十四出,香柳娘,是,319
0,南柯记,第四十四出,香柳娘,是,320
0,南柯记,第四十四出,香柳娘,是,321
197,南柯记,第四十四出,北新水令,否,322,金,金莲云,金莲云上踹,正文
0,南柯记,第四十四出,南步步娇,否,323
0,南柯记,第四十四出,北折桂令,否,324
0,南柯记,第四十四出,南江儿水,否,325
198,南柯记,第四十四出,北雁儿落带得胜令,否,326,金,所供金凤钗,这观音座下所供金凤钗、小犀盒儿,正文
198,南柯记,第四十四出,北雁儿落带得胜令,否,326,金,前取金钗、,佛前取金钗、玉盒与生接介,括号
198,南柯记,第四十四出,北雁儿落带得胜令,否,326,丹,举攀丹桂,比应举攀丹桂,正文
198,南柯记,第四十四出,北雁儿落带得胜令,否,326,金,盒、金钗,记取犀盒、金钗,正文
0,南柯记,第四十四出,南侥侥令,否,327
199,南柯记,第四十四出,北望江南,否,328,金,金钗是,金钗是槐枝,正文
199,南柯记,第四十四出,北望江南,否,328,金,合内金钗怎,你则看犀合内金钗怎的提,正文
0,南柯记,第四十四出,南园林好,否,329
200,南柯记,第四十四出,北沽美酒带太平令,否,330,金,甚的金钗槐,有甚的金钗槐叶儿,正文
200,南柯记,第四十四出,北沽美酒带太平令,否,330,白,早则白鹦哥,早则白鹦哥泄漏天机,正文
